currency,item_list_name,index,item_name,item_id,item_ean,price,item_brand,item_category,quantity,item_sms,item_internal_id,item_provider,item_provider_type,item_shipping,coupon,item_variant
EUR,catalog,1,pechuga-de-pollo-certificado-en-filetes-carrefour-500-g-aprox,887244,2976929000002,4.34,carrefour,cat20002-productos-frescos,1,887244,791562919,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,2,hamburguesa-de-anojo-circulo-de-calidad-2x150-g,126711,8431876273106,4.79,circulo-de-calidad,cat20002-productos-frescos,1,126711,prod1070063,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2-unidad--50,
EUR,catalog,3,picos-gourmet-carrefour-130-g,399651,8431876281293,1.47,carrefour,cat20002-productos-frescos,1,399651,fprod1460427,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,4,pechuga-de-pollo-entera-carrefour-500-g-aprox,091761,2951953000006,2.64,carrefour,cat20002-productos-frescos,1,091761,521032538,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,5,bizcocho-recubierto-de-frambuesa-y-chocolate-pims-fontaneda-150-g,498779,7622201639983,3.29,lu,cat20002-productos-frescos,1,498779,521002872,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,6,chuleta-de-pavo-carrefour-500-g-aprox,039652,2991952000003,3.57,carrefour,cat20002-productos-frescos,1,039652,prod920185,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,7,ensalada-brotes-deluxe-carrefour-el-mercado-110-g,385835,8431876218800,1.85,carrefour,cat20002-productos-frescos,1,385835,625419757,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,8,hueso-de-vacuno-carrefour-el-mercado-250-g-aprox,497183,2909486000000,2.69,el-mercado,cat20002-productos-frescos,1,497183,vc4aecomm-497183,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,9,brocoli-carrefour-el-mercado-230-g,302240,8431876262339,1.42,carrefour,cat20002-productos-frescos,1,302240,prod271052,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,10,lomo-de-cerdo-adobado-carrefour-el-mercado-sin-gluten-y-sin-lactosa-1-kg-aprox,093952,2957313000006,6.65,carrefour,cat20002-productos-frescos,1,093952,vc4aecomm-093952,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,11,queso-fresco-de-burgos-carrefour-220-g-aprox,526763,2936371000005,2.06,carrefour,cat20002-productos-frescos,1,526763,603504386,carrefour,carrefour,home_delivery|drive,,cuna-de-14|cuna-de-18|medio-queso|queso-entero
EUR,catalog,12,cana-de-lomo-en-lonchas-navidul-sin-gluten-y-sin-latosa-40-g,709949,8410320138697,0.99,navidul,cat20002-productos-frescos,1,709949,vc4aecomm-709949,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,13,chapatta-cristal-cerveza-230-g,493494,8431876324860,1.88,carrefour,cat20002-productos-frescos,1,493494,vc4aecomm-493494,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,14,solomillos-de-pollo-extra-carrefour-400-g-aprox,091765,2951957000002,3.2,carrefour,cat20002-productos-frescos,1,091765,521032629,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,15,chorizo-extra-picante-en-lonchas-revilla-sin-gluten-65-g,695934,8410320256346,1.09,revilla,cat20002-productos-frescos,1,695934,vc4aecomm-695934,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2-unidad--50,
EUR,catalog,16,pan-de-leche-280-g,144074,8436026532539,2.59,,cat20002-productos-frescos,1,144074,vc4aecomm-144074,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,17,crema-de-queso-semicurado-president-125-g,568842,3228022040195,2.05,president,cat20002-productos-frescos,1,568842,521030681,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2-unidad--50,
EUR,catalog,18,pechuga-de-pollo-en-lonchas-extrafinas-carrefour-el-mercado-sin-gluten-100-g,164442,8431876341409,2.69,carrefour,cat20002-productos-frescos,1,164442,vc4aecomm-164442,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2-unidad--50,
EUR,catalog,19,pomelo-carrefour-1-kg-aprox,622671,2999352000005,1.99,carrefour,cat20002-productos-frescos,1,622671,vc4aecomm-622671,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,20,queso-de-vaca-tierno-provolone-dulce-carrefour-extra-pieza-de-150-g,688448,8431876291254,2.19,carrefour,cat20002-productos-frescos,1,688448,vc4aecomm-688448,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2-unidad--50,
EUR,catalog,21,queso-de-mezcla-semicurado-carrefour-330-g,322430,8431876351507,3.35,carrefour,cat20002-productos-frescos,1,322430,vc4aecomm-322430,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,22,cebolla-dulce-pelada-carrefour-500-g,795921,8431876150384,2.79,carrefour,cat20002-productos-frescos,1,795921,521031809,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,23,morcilla-de-burgos,231259,2953197000002,2.06,carrefour,cat20002-productos-frescos,1,231259,vc4aecomm-231259,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,24,queso-semicurado-en-lonchas-navidul-70-g,887166,8410320119924,1.52,navidul,cat20002-productos-frescos,1,887166,791562789,carrefour,carrefour,home_delivery|drive,,
