currency,item_list_name,index,item_name,item_id,item_ean,price,item_brand,item_category,quantity,item_sms,item_internal_id,item_provider,item_provider_type,item_shipping,item_variant,coupon
EUR,catalog,1,palmeron-de-hojaldre-de-chocolate-xxl-carrefour-400-g,496501,2970792000008,1.99,carrefour,cat20002-productos-frescos,1,496501,716511222,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,2,solomillo-de-cerdo-carrefour-12-kg-aprox,518437,2997504000002,9.58,carrefour,cat20002-productos-frescos,1,518437,vc4aecomm-518437,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,3,barra-de-pan-carefour-250-g,523454,8431876312478,0.49,carrefour,cat20002-productos-frescos,1,523454,607402643,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,4,hongo-portobello-carrefour-300-g-aprox,279286,2994034000007,2.16,carrefour,cat20002-productos-frescos,1,279286,fprod1220456,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,5,remolacha-cocida-pelada-carrefour-el-mercado-500-g,496066,8431876291544,1.0,carrefour,cat20002-productos-frescos,1,496066,vc4aecomm-496066,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,6,queso-fundido-en-porciones-la-vaca-que-rie-sin-gluten-375-g,380507,8410259102158,4.09,la-vaca-que-rie,cat20002-productos-frescos,1,380507,521034700,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,7,jamon-de-cerdo-troceado-carrefour-600-g-aprox,047350,2903618000005,3.29,carrefour,cat20002-productos-frescos,1,047350,521032507,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,8,queso-rallado-mix-simpl-200-g,252673,3560071480028,1.35,simpl,cat20002-productos-frescos,1,252673,vc4aecomm-252673,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,9,ensalada-capriccio-carrefour-el-mercado-150-g,766812,8431876237214,1.95,carrefour,cat20002-productos-frescos,1,766812,757834491,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,10,pechuga-de-pavo-en-finas-lonchas-carrefour-el-mercado-sin-gluten-200-g,050786,8431876327632,2.15,carrefour,cat20002-productos-frescos,1,050786,vc4aecomm-050786,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,11,pera-conferencia-carrefour-15-kg-aprox,531311,2907319000005,3.37,carrefour,cat20002-productos-frescos,1,531311,vc4aecomm-531311,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,12,caracola-plus-1-ud,938842,8435048219510,0.8,,cat20002-productos-frescos,1,938842,vc4aecomm-938842,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,13,queso-havarti-light-en-lonchas-carrefour-200-g,695563,3560070418114,2.09,carrefour,cat20002-productos-frescos,1,695563,521030721,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,14,sandwich-atun-carrefour-140-g,676224,8431876301939,1.38,bon-appetit,cat20002-productos-frescos,1,676224,vc4aecomm-676224,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,15,puerro-circulo-de-calidad-500-g,240832,8431876277326,2.39,circulo-de-calidad,cat20002-productos-frescos,1,240832,prod223075,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,16,boquerones-1-kg-aprox,150842,2961580000003,4.95,,cat20002-productos-frescos,1,150842,628108274,carrefour,carrefour,home_delivery|drive,entero|entero-limpio|limpio-sin-cabeza,
EUR,catalog,17,chopped-pork-en-lonchas-campofrio-sin-gluten-95-g,695384,8410320001496,0.99,cuidat,cat20002-productos-frescos,1,695384,vc4aecomm-695384,carrefour,carrefour,home_delivery|drive,,directo/sobre-producto/_2-unidad--50
EUR,catalog,18,magdalenas-redondas-la-bella-easo-16-ud,400811,8410022116504,2.99,la-bella-easo,cat20002-productos-frescos,1,400811,701717791,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,19,fuet-casero-elpozo-sin-gluten-150-g,710633,8410843003984,2.69,el-pozo,cat20002-productos-frescos,1,710633,vc4aecomm-710633,carrefour,carrefour,home_delivery|drive,,directo/sobre-producto/_2-unidad--50
EUR,catalog,20,queso-camembert-cremoso-carrefour-250-g,685818,8431876011753,2.09,carrefour,cat20002-productos-frescos,1,685818,vc4aecomm-685818,carrefour,carrefour,home_delivery|drive,,directo/sobre-producto/_2-unidad--50
EUR,catalog,21,ensaladilla-rusa-300-g,552682,8431876305722,2.7,carrefour,cat20002-productos-frescos,1,552682,vc4aecomm-552682,carrefour,carrefour,home_delivery|drive,,directo/sobre-producto/_2-unidad--50
EUR,catalog,22,mini-cuerno-carrefour-6-ud,455635,2996509000000,1.67,carrefour,cat20002-productos-frescos,1,455635,vc4aecomm-455635,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,23,bacaladilla-600-g-aprox,058128,2904629000008,4.79,,cat20002-productos-frescos,1,058128,628108250,carrefour,carrefour,home_delivery|drive,limpio,
EUR,catalog,24,rabanito-bolsa-carrefour-250-g,076280,8431876329209,0.99,carrefour,cat20002-productos-frescos,1,076280,vc4aecomm-076280,carrefour,carrefour,home_delivery|drive,,directo/sobre-producto/_todo-a-1-
