currency,item_list_name,index,item_name,item_id,item_ean,price,item_brand,item_category,quantity,item_sms,item_internal_id,item_provider,item_provider_type,item_shipping,coupon
EUR,catalog,1,vino-frizzante-blanco-joven-capel-75-cl,000177,8410775352525,3.29,joven-capel,cat20003-bebidas,1,000177,520661396,carrefour,carrefour,home_delivery|drive,
EUR,catalog,2,schweppes-de-naranja-zero-botella-1-l,135353,8414100363392,2.15,schweppes,cat20003-bebidas,1,135353,vc4aecomm-135353,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2x1-acumula
EUR,catalog,3,brandy-de-jerez-solera-reserva-altorreal-70-cl,610465,8431876293876,5.89,carrefour,cat20003-bebidas,1,610465,vc4aecomm-610465,carrefour,carrefour,home_delivery|drive,
EUR,catalog,4,cerveza-cruzcampo-shandy-con-limon-pack-de-6-botellas-de-25-cl,042531,8411090406252,3.65,cruzcampo,cat20003-bebidas,1,042531,521011947,carrefour,carrefour,home_delivery|drive,
EUR,catalog,5,anis-la-castellana-dulce-70-cl,902925,8411144100303,9.35,castellana,cat20003-bebidas,1,902925,798962881,carrefour,carrefour,home_delivery|drive,
EUR,catalog,6,vino-blanco-albarino-martin-codax-do-rias-baixas-75-cl,033345,8414825336633,14.49,martin-codax,cat20003-bebidas,1,033345,520662734,carrefour,carrefour,home_delivery|drive,
EUR,catalog,7,vino-fino-palomino-fino-tio-pepe-do-jerez-xeres-sherry-75-cl,000283,8410023000031,9.79,tio-pepe,cat20003-bebidas,1,000283,520662930,carrefour,carrefour,home_delivery|drive,
EUR,catalog,8,vino-tinto-joven-tempranillo-bardesano-doca-rioja-75-cl,240522,8412176012404,4.35,carrefour,cat20003-bebidas,1,240522,fprod1190309,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2x1-acumula
EUR,catalog,9,vino-do-ca-rioja-tinto-reserva-3-reinos-75-cl,843846,8431876290509,4.19,3-reinos,cat20003-bebidas,1,843846,prod650037,carrefour,carrefour,home_delivery|drive,
EUR,catalog,10,vino-blanco-joven-verdejo-jose-pariente-do-rueda-75-cl,677348,8437009098073,10.95,jose-pariente,cat20003-bebidas,1,677348,729511500,carrefour,carrefour,home_delivery|drive,
EUR,catalog,11,vino-tinto-reserva-ramon-bilbao-doca-rioja-75-cl,053429,8413423111031,15.09,ramon-bilbao,cat20003-bebidas,1,053429,521008595,carrefour,carrefour,home_delivery|drive,
EUR,catalog,12,vino-blanco-de-mesa-cumbre-de-gredos-brik-1-l,029244,8410415036013,1.85,cumbres-de-gredos,cat20003-bebidas,1,029244,521011886,carrefour,carrefour,home_delivery|drive,
EUR,catalog,13,captain-kombucha-the-gutsy-ginger--lemon-ecologico-botella-1-l,454138,5600787049107,4.39,captain-kombucha,cat20003-bebidas,1,454138,vc4aecomm-454138,carrefour,carrefour,home_delivery|drive,
EUR,catalog,14,zumo-de-manzana-granada-tomate-y-frambuesa-plus-hierro-hohes-c-botella-1-l,789046,4048517717710,3.35,hohes-c,cat20003-bebidas,1,789046,prod223387,carrefour,carrefour,home_delivery|drive,
EUR,catalog,15,licor-de-hierbas-geistluchs-70-cl,125788,3560071170387,5.99,carrefour,cat20003-bebidas,1,125788,prod1070019,carrefour,carrefour,home_delivery|drive,
EUR,catalog,16,vino-tinto-roble-tempranillo-bardesano-do-ribera-del-duero-75-cl,328926,8436596970250,6.75,carrefour,cat20003-bebidas,1,328926,vc4aecomm-328926,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2x1-acumula
EUR,catalog,17,sidra-de-nuestra-tierra-dop-asturias-natural-70-cl,284007,8431876276954,2.99,de-nuestra-tierra,cat20003-bebidas,1,284007,fprod1230039,carrefour,carrefour,home_delivery|drive,
EUR,catalog,18,vino-do-la-mancha-tinto-reserva-vina-lobon-75-cl,087658,8410702045735,2.89,vina-lobon,cat20003-bebidas,1,087658,855503723,carrefour,carrefour,home_delivery|drive,
EUR,catalog,19,limonada-con-lima-con-gas-don-simon-lata-33-cl,360225,8410261490175,0.87,don-simon,cat20003-bebidas,1,360225,vc4aecomm-360225,carrefour,carrefour,home_delivery|drive,
EUR,catalog,20,vino-dulce-joven-porto-cruz-do-oporto-75-cl,826112,3147690089704,9.39,porto-cruz,cat20003-bebidas,1,826112,prod460104,carrefour,carrefour,home_delivery|drive,
EUR,catalog,21,zumo-de-naranja-don-simon-pack-de-6-briks-de-20-cl,501008,8410261601618,2.89,don-simon,cat20003-bebidas,1,501008,520660834,carrefour,carrefour,home_delivery|drive,
EUR,catalog,22,ginebra-nordes-premium-70-cl,081109,8435449500002,27.86,nordes,cat20003-bebidas,1,081109,690202759,carrefour,carrefour,home_delivery|drive,
EUR,catalog,23,vino-dulce-criaderas-y-soleras-cortijo-ceret-cream-do-jerez-xeres-sherry-75-cl,649542,8431876296730,4.59,carrefour,cat20003-bebidas,1,649542,vc4aecomm-649542,carrefour,carrefour,home_delivery|drive,
EUR,catalog,24,zumo-de-naranja-sin-azucar-anadido-juver-disfruta-brik-2-l,231410,8410707110452,3.99,disfruta,cat20003-bebidas,1,231410,521028165,carrefour,carrefour,home_delivery|drive,
