currency,item_list_name,index,item_name,item_id,item_ean,price,item_brand,item_category,quantity,item_sms,item_internal_id,item_provider,item_provider_type,item_shipping,coupon,item_variant,discount
EUR,catalog,1,queso-mozzarella-italiana-carrefour-125-g,510743,3560070285846,0.95,carrefour,cat20002-productos-frescos,1,510743,521030590,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,2,baguette-2-ud,126922,8431876214222,0.96,carrefour,cat20002-productos-frescos,1,126922,584501495,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,3,queso-de-mezcla-semicurado-canada-mayor-250-g,199266,8436034672425,4.55,canada-mayor,cat20002-productos-frescos,1,199266,vc4aecomm-199266,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2-unidad--50,,
EUR,catalog,4,brocoli-carrefour-500-g,078932,8431876272123,1.19,carrefour,cat20002-productos-frescos,1,078932,prod1000504,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,5,limon-carrefour-a-granel-1kg-aprox,100139,2957432000000,2.29,carrefour,cat20002-productos-frescos,1,100139,vc4aecomm-100139,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,6,pepino-carrefour-a-granel-1-kg-aprox,451456,2996466000006,1.79,carrefour,cat20002-productos-frescos,1,451456,vc4aecomm-451456,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,7,bollito-recubierto-de-chocolate-clasicos-donettes-8-ud,682477,8410022116702,2.75,donettes,cat20002-productos-frescos,1,682477,vc4aecomm-682477,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,8,zanahoria-circulo-de-calidad-500-g-aprox,369458,8431876282665,0.89,circulo-de-calidad,cat20002-productos-frescos,1,369458,fprod1420336,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,9,patata-lavada-para-todo-uso-carrefour-el-mercado-5-kg,793632,8431876145915,6.95,carrefour,cat20002-productos-frescos,1,793632,525888361,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,10,queso-de-untar-clasico-carrefour-classic-300-g,918951,8431876328301,1.5,carrefour,cat20002-productos-frescos,1,918951,804713848,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,11,barra-rustica-1-ud,423920,8436590721377,0.71,carrefour,cat20002-productos-frescos,1,423920,vc4aecomm-423920,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,12,pan-de-leche-carrefour-classic-350-g,835359,8431876279139,1.36,carrefour,cat20002-productos-frescos,1,835359,prod550021,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,13,arandanos-carrefour-el-mercado-225-g,457359,8431876289336,4.15,carrefour,cat20002-productos-frescos,1,457359,vc4aecomm-457359,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,14,pan-pannier-plus-mediana-300-g,859573,8431876283877,1.25,carrefour,cat20002-productos-frescos,1,859573,prod760139,carrefour,carrefour,home_delivery|drive,,pieza|en-rebanadas,
EUR,catalog,15,berlina-glace-donuts-4-ud,488502,8410022109643,2.95,donuts,cat20002-productos-frescos,1,488502,715505820,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,16,ajo-circulo-de-calidad-250-g,496386,8431876082883,2.05,circulo-de-calidad,cat20002-productos-frescos,1,496386,521031667,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,17,borek-de-queso-100-g,399646,2995749000009,1.05,,cat20002-productos-frescos,1,399646,fprod1460425,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,18,ensalada-cuatro-estaciones-carrefour-250-g,261721,8431876034677,0.76,carrefour,cat20002-productos-frescos,1,261721,521032376,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,19,mandarina-para-zumo-carrefour-malla-de-2-kg,531345,8431876361537,2.78,carrefour,cat20002-productos-frescos,1,531345,vc4aecomm-531345,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_super-precio,,1.12
EUR,catalog,20,kiwi-zespri-1-kg-aprox,243817,2959489000002,4.95,,cat20002-productos-frescos,1,243817,719618129,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,21,pera-conferencia-carrefour-1-kg-aprox,394510,2929045000005,2.59,carrefour,cat20002-productos-frescos,1,394510,600709236,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,22,kiwi-gold-500-g,431419,8431418012729,5.25,,cat20002-productos-frescos,1,431419,805905242,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,23,mango-carrefour-a-granel-1-kg-aprox,430552,2995845000002,4.75,carrefour,cat20002-productos-frescos,1,430552,vc4aecomm-430552,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,24,panecillo-6-semillas-1-ud,651739,8424465949407,0.31,,cat20002-productos-frescos,1,651739,vc4aecomm-651739,carrefour,carrefour,home_delivery|drive,,,
