currency,item_list_name,index,item_name,item_id,item_ean,price,item_brand,item_category,quantity,item_sms,item_internal_id,item_provider,item_provider_type,item_shipping,coupon
EUR,catalog,1,desengrasante-multiusos-perfumado-el-milagrito-1-l,233552,8422340000205,2.55,el-milagrito,cat20005-limpieza-y-hogar,1,233552,662501681,carrefour,carrefour,home_delivery|drive,
EUR,catalog,2,detergente-en-polvo-jabon-de-marsella-carrefour-essential-50-lavados,664260,3560071405908,5.99,carrefour-essential,cat20005-limpieza-y-hogar,1,664260,vc4aecomm-664260,carrefour,carrefour,home_delivery|drive,
EUR,catalog,3,palo-antideslizante-de-acero-carrefour-22x22x140-cm,811033,3609230887077,1.75,carrefour,cat20005-limpieza-y-hogar,1,811033,2013790077,carrefour,carrefour,home_delivery|drive,
EUR,catalog,4,ambientador-de-varillas-absorbeolores-bano-carrefour-45-ml,841169,8431876264388,2.45,carrefour,cat20005-limpieza-y-hogar,1,841169,prod610051,carrefour,carrefour,home_delivery|drive,
EUR,catalog,5,fregona-tiras-carrefour-home---estampado,644625,3608142944427,1.09,carrefour,cat20005-limpieza-y-hogar,1,644625,vc4a-22743144,carrefour,carrefour,home_delivery|drive,
EUR,catalog,6,suavizante-concentrado-premium-gold-carrefour-essential-48-lavados,128595,3560071494865,2.35,carrefour-essential,cat20005-limpieza-y-hogar,1,128595,vc4aecomm-128595,carrefour,carrefour,home_delivery|drive,
EUR,catalog,7,lavavajillas-a-maquina-en-pastillas-naranja-fairy-35-ud,504139,8700216680103,5.85,fairy-clean--fresh,cat20005-limpieza-y-hogar,1,504139,vc4aecomm-504139,carrefour,carrefour,home_delivery|drive,
EUR,catalog,8,ambientador-para-coche-oceano-carrefour-1-ud,945267,8431876242287,1.45,carrefour,cat20005-limpieza-y-hogar,1,945267,814634926,carrefour,carrefour,home_delivery|drive,
EUR,catalog,9,velon-ilumnacion-15x57-cm---blanco,881161,8412129001622,1.2,roura,cat20005-limpieza-y-hogar,1,881161,vc4a-12664259,carrefour,carrefour,home_delivery|drive,
EUR,catalog,10,detergente-liquido-frescor-sensaciones-ariel-40-lavados,232541,8006540776766,18.65,ariel--sensaciones,cat20005-limpieza-y-hogar,1,232541,546306382,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2-unidad--50
EUR,catalog,11,fregasuelos-ph-neutro-multisuperficies-essential-carrefour-15-l,494325,3560071525217,1.68,carrefour-essential,cat20005-limpieza-y-hogar,1,494325,vc4aecomm-494325,carrefour,carrefour,home_delivery|drive,
EUR,catalog,12,detergente-liquido-complet-norit-35-lavados,204271,8411660114327,8.09,norit,cat20005-limpieza-y-hogar,1,204271,vc4aecomm-204271,carrefour,carrefour,home_delivery|drive,
EUR,catalog,13,ambientador-de-varillas-flor-de-jazmin-carrefour-45-ml,841338,8431876264364,2.45,carrefour,cat20005-limpieza-y-hogar,1,841338,prod620021,carrefour,carrefour,home_delivery|drive,
EUR,catalog,14,bolsas-de-basura-ultra-resistente-carrefour-expert-50l-15-ud,316292,3616479277743,2.59,carrefour-expert,cat20005-limpieza-y-hogar,1,316292,vc4aecomm-316292,carrefour,carrefour,home_delivery|drive,
EUR,catalog,15,6-bayetas-multiusos--carrefour-----amarilla,258282,3608142811194,1.68,carrefour,cat20005-limpieza-y-hogar,1,258282,2008102356,carrefour,carrefour,home_delivery|drive,
EUR,catalog,16,suavizante-concentrado-azul-vital-mimosin-105-lavados,322473,8720181478635,4.55,mimosin,cat20005-limpieza-y-hogar,1,322473,vc4aecomm-322473,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_6-dto
EUR,catalog,17,detergente-en-pastillas-blanco-puro-puntomatic-8-ud,739190,8410046500457,0.99,puntomatic,cat20005-limpieza-y-hogar,1,739190,prod395310,carrefour,carrefour,home_delivery|drive,
EUR,catalog,18,set-de-20-vasos-carton-nupik-naturgo-290-cc---blanco,428685,8411457126236,1.83,nupik,cat20005-limpieza-y-hogar,1,428685,vc4a-9403663,carrefour,carrefour,home_delivery|drive,
EUR,catalog,19,limpiador-madera-expert-carrefour-1-l,466737,3560071525309,1.55,carrefour-expert,cat20005-limpieza-y-hogar,1,466737,vc4aecomm-466737,carrefour,carrefour,home_delivery|drive,
EUR,catalog,20,ambientador-difusor-electrico--recambio-olor-ropa-limpia-essential-carrefour-1-ud,406567,3560071518752,2.19,carrefour-essential,cat20005-limpieza-y-hogar,1,406567,vc4aecomm-406567,carrefour,carrefour,home_delivery|drive,
EUR,catalog,21,papel-de-cocina-para-todo-colhogar-1-rollo,772735,7322540708080,4.79,colhogar-para-todo,cat20005-limpieza-y-hogar,1,772735,764323701,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2x1-acumula
EUR,catalog,22,limpiador-antical-liquido-viakal-clasico-spray-700-ml,699611,5413149440234,4.55,viakal,cat20005-limpieza-y-hogar,1,699611,521001234,carrefour,carrefour,home_delivery|drive,
EUR,catalog,23,fregasuelos-aroma-lavanda-xanpa-1-l,440703,8437014689082,1.79,xanpa,cat20005-limpieza-y-hogar,1,440703,713315974,carrefour,carrefour,home_delivery|drive,
EUR,catalog,24,detergente-liquido-para-ropa-de-bebe-sin-alergenos-norit-32-lavados,837639,8411660118219,4.19,norit,cat20005-limpieza-y-hogar,1,837639,vc4a-4605043,carrefour,carrefour,home_delivery|drive,
