currency,item_list_name,index,item_name,item_id,item_ean,price,item_brand,item_category,quantity,coupon,item_sms,item_internal_id,item_provider,item_provider_type,item_shipping,item_variant
EUR,catalog,1,crema-al-queso-azul-president-125-g,568841,3228022040201,2.05,president,cat20002-productos-frescos,1,directo/sobre-producto/_2-unidad--50,568841,521030677,carrefour,carrefour,home_delivery|drive,
EUR,catalog,2,empanada-de-hojaldre-de-atun-300-g,122007,8431876309478,3.3,carrefour,cat20002-productos-frescos,1,,122007,544601618,carrefour,carrefour,home_delivery|drive,
EUR,catalog,3,pavo-con-trufa-y-boletus-al-corte-el-pozo-legado-150-g-aprox,303747,2987836000009,2.68,el-pozo,cat20002-productos-frescos,1,,303747,prod271630,carrefour,carrefour,home_delivery|drive,loncha-fina-1mm|loncha-gruesa-34mm|loncha-normal-23mm
EUR,catalog,4,preparado-con-aceite-de-coco-y-vitamina-b12-en-lonchas-violife-sin-gluten-y-sin-lactosa-200-g,253419,5202390015878,3.85,violife,cat20002-productos-frescos,1,,253419,fprod1200167,carrefour,carrefour,home_delivery|drive,
EUR,catalog,5,pan-rustico-redondo-airos-sin-gluten-y-sin-lactosa-85-g,540494,8436574640472,1.09,,cat20002-productos-frescos,1,,540494,vc4aecomm-540494,carrefour,carrefour,home_delivery|drive,
EUR,catalog,6,bizcochitos-tosta-rica-125-g,812902,8434164505682,3.29,tosta-rica,cat20002-productos-frescos,1,,812902,639501900,carrefour,carrefour,home_delivery|drive,
EUR,catalog,7,jamon-cocido-extra-en-lonchas-extrafinas-carrefour-el-mercado-sin-gluten-100-g,164404,8431876341416,2.59,carrefour,cat20002-productos-frescos,1,directo/sobre-producto/_2-unidad--50,164404,vc4aecomm-164404,carrefour,carrefour,home_delivery|drive,
EUR,catalog,8,salchichon-de-pavo-en-lonchas-carrefour-el-mercado-sin-gluten-y-sin-lactosa-2x75-g,469098,8431876290042,2.75,carrefour,cat20002-productos-frescos,1,,469098,vc4aecomm-469098,carrefour,carrefour,home_delivery|drive,
EUR,catalog,9,queso-mozzarella-carrefour-classic-sin-lactosa-125-g,434542,8431876351866,1.64,carrefour,cat20002-productos-frescos,1,,434542,vc4aecomm-434542,carrefour,carrefour,home_delivery|drive,
EUR,catalog,10,jamon-cocido-extra-braseado-al-corte-el-pozo-edicion-1954-170-g-aprox,969372,2982270000004,2.03,el-pozo,cat20002-productos-frescos,1,,969372,835367307,carrefour,carrefour,home_delivery|drive,loncha-fina-1mm|loncha-gruesa-34mm|loncha-normal-23mm
EUR,catalog,11,mini-napolitana-de-chocolate-carrefour-10-ud,330589,2967830000007,3.65,carrefour,cat20002-productos-frescos,1,,330589,669401923,carrefour,carrefour,home_delivery|drive,
EUR,catalog,12,pan-campeonato-fricopan-spanien-750-g,433588,4260329090977,1.88,,cat20002-productos-frescos,1,,433588,vc4aecomm-433588,carrefour,carrefour,home_delivery|drive,
EUR,catalog,13,ajo-puerro-tierno-grande--manojo-de-150-g,176737,8436548451097,1.85,,cat20002-productos-frescos,1,,176737,522714026,carrefour,carrefour,home_delivery|drive,
EUR,catalog,14,pan-tostado-schr-sin-gluten-y-sin-lactosa-260-g,815280,8008698002056,5.39,schar,cat20002-productos-frescos,1,,815280,651303669,carrefour,carrefour,home_delivery|drive,
EUR,catalog,15,pincho-moruno-de-pollo-marinado-adobado-carrefour-310-g,770262,8431876323764,3.09,carrefour,cat20002-productos-frescos,1,,770262,vc4aecomm-770262,carrefour,carrefour,home_delivery|drive,
EUR,catalog,16,jamoncitos-de-pollo-congelado-1-kg,413333,5760725231268,3.29,,cat20002-productos-frescos,1,,413333,fprod1480186,carrefour,carrefour,home_delivery|drive,
EUR,catalog,17,fiambre-de-pechuga-de-pavo-en-lonchas-elpozo-sin-gluten-y-sin-lactosa-80-g,135083,8410843149170,1.0,,cat20002-productos-frescos,1,,135083,vc4aecomm-135083,carrefour,carrefour,home_delivery|drive,
EUR,catalog,18,queso-parmigiano-reggiano-galbani-60-g,460435,8000430392661,2.95,galbani,cat20002-productos-frescos,1,,460435,521036256,carrefour,carrefour,home_delivery|drive,
EUR,catalog,19,queso-fresco-original-burgo-de-arias-pack-de-6-unidades-de-72-g,523717,8413100611212,5.75,burgo-de-arias,cat20002-productos-frescos,1,,523717,521030543,carrefour,carrefour,home_delivery|drive,
EUR,catalog,20,queso-rallado-emmental-ecologico-carrefour-bio-200-g,435090,3560071082017,2.55,carrefour-bio,cat20002-productos-frescos,1,,435090,vc4aecomm-435090,carrefour,carrefour,home_delivery|drive,
EUR,catalog,21,queso-gouda-en-lonchas-light-carrefour-classic-200-g,791591,3560070418176,3.35,carrefour,cat20002-productos-frescos,1,,791591,521030630,carrefour,carrefour,home_delivery|drive,
EUR,catalog,22,manzana-golden-ecologica-bandeja-4-ud-750-g,281634,8431876360950,2.85,carrefour-bio,cat20002-productos-frescos,1,,281634,589705758,carrefour,carrefour,home_delivery|drive,
EUR,catalog,23,empanada-de-hojaldre-de-atun-600-g,121821,8431876309430,5.49,carrefour,cat20002-productos-frescos,1,,121821,566001532,carrefour,carrefour,home_delivery|drive,
EUR,catalog,24,cabeza-de-cerdo-iberica-con-pistachos-al-corte-frial-sin-gluten-y-sin-lactosa-250-g-aprox,067961,2951707000009,4.24,,cat20002-productos-frescos,1,,067961,590501682,carrefour,carrefour,home_delivery|drive,loncha-fina-1mm|loncha-gruesa-34mm|loncha-normal-23mm
