currency,item_list_name,index,item_name,item_id,item_ean,price,item_brand,item_category,quantity,item_sms,item_internal_id,item_provider,item_provider_type,item_shipping,item_variant,coupon
EUR,catalog,1,lomo-de-cerdo-adobado-al-horno-el-pozo-330-g,743258,8410843065319,3.69,el-pozo,cat20002-productos-frescos,1,743258,530706207,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,2,hamburguesa-de-vacuno-wagyu-santa-rosalia-2x150-g,714399,8437011109156,8.75,,cat20002-productos-frescos,1,714399,740504225,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,3,queso-lonchas-garcia-baquero-sin-lactosa-150-g,358352,8412289003818,3.29,garcia-baquero,cat20002-productos-frescos,1,358352,597201603,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,4,solomillo-de-pollo-marinado-450-g-aprox,190944,2944050000000,4.45,carrefour,cat20002-productos-frescos,1,190944,vc4aecomm-190944,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,5,cabeza-de-cerdo-en-lonchas-embutidos-frial-sin-gluten-y-sin-lactosa-260-g,896470,2977544000002,3.39,,cat20002-productos-frescos,1,896470,795705044,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,6,hamburguesa-de-cerdo-iberico-carrefour-el-mercado-4x90-g,374469,8431876318371,3.49,carrefour,cat20002-productos-frescos,1,374469,vc4aecomm-374469,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,7,rulo-de-queso-cabra-madurado-con-moho-carrefour-200-g-aprox,985823,2983367000006,3.24,carrefour,cat20002-productos-frescos,1,985823,843506646,carrefour,carrefour,home_delivery|drive,cuna-de-14|cuna-de-18|queso-entero|medio-queso,
EUR,catalog,8,tomate-cocktail-wabi-sabi-300-g,154317,8435320690167,1.85,,cat20002-productos-frescos,1,154317,vc4aecomm-154317,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,9,pechuga-de-pavo-en-lonchas-noel-grand-bouquet-sin-gluten-y-sin-lactosa-140-g,980769,8410783333363,2.25,noel,cat20002-productos-frescos,1,980769,prod190305,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,10,salchichon-extra-con-pimienta-en-lonchas-carrefour-extra-sin-gluten-100-g,709768,8431876289411,1.99,carrefour,cat20002-productos-frescos,1,709768,vc4aecomm-709768,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,11,queso-curado-ya-cortado-garcia-baquero-225-g,681638,8412289001517,5.45,garcia-baquero,cat20002-productos-frescos,1,681638,vc4aecomm-681638,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,12,torrezno-de-soria-de-nuestra-tierra-230-g,500345,8431876290998,4.1,de-nuestra-tierra,cat20002-productos-frescos,1,500345,vc4aecomm-500345,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,13,snack-chips-jamon-serrano-snackin-for-you-20-g,189251,8410320374064,2.09,,cat20002-productos-frescos,1,189251,vc4aecomm-189251,carrefour,carrefour,home_delivery|drive,,directo/sobre-producto/_2-unidad--50
EUR,catalog,14,queso-de-vaca-curado-200-g,822374,8431876261790,2.75,simpl,cat20002-productos-frescos,1,822374,prod420078,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,15,salchichas-bockwurst-carrefour-sin-gluten-sin-lactosa-540-g,307813,8431876209426,5.25,carrefour,cat20002-productos-frescos,1,307813,624703515,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,16,ensaimadas-carrefour-3-ud,510139,2935887000004,2.95,,cat20002-productos-frescos,1,510139,525955770,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,17,magdalena-con-aceite-de-oliva-carrefour-450-g,504879,2901531000003,3.69,,cat20002-productos-frescos,1,504879,vc4aecomm-504879,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,18,san-jacobo-empanado-carrefour-el-mercado-340-g,249602,8431876347197,1.85,el-mercado,cat20002-productos-frescos,1,249602,vc4aecomm-249602,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,19,queso-de-cabra-tierno-carrefour-classic-200-g,335207,8431876352030,4.69,carrefour,cat20002-productos-frescos,1,335207,vc4aecomm-335207,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,20,perlas-de-mozzarella-carrefour-125-g,374991,8431876345247,1.93,carrefour,cat20002-productos-frescos,1,374991,vc4aecomm-374991,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,21,trucha-ahumada-arco-iris-en-lonchas-carrefour-100-g,075169,8431876232141,4.19,carrefour,cat20002-productos-frescos,1,075169,684904689,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,22,tomate-sensacion-umami-saborum-320-g,343446,8436607854708,2.65,,cat20002-productos-frescos,1,343446,vc4aecomm-343446,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,23,careta-de-cerdo-elpozo-350-g-aprox,867505,2974978000004,1.95,carrefour,cat20002-productos-frescos,1,867505,prod60097,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,24,chopped-de-pavo-en-finas-lonchas-carrefour-el-mercado-sin-gluten-200-g,633779,8431876303131,1.69,carrefour,cat20002-productos-frescos,1,633779,vc4aecomm-633779,carrefour,carrefour,home_delivery|drive,,
