currency,item_list_name,index,item_name,item_id,item_ean,price,item_brand,item_category,quantity,item_sms,item_internal_id,item_provider,item_provider_type,item_shipping,coupon,discount,item_variant
EUR,catalog,1,aguacate-ecologico-carrefour-420-g,738678,8431876122176,3.75,carrefour-eco,cat20002-productos-frescos,1,738678,600709262,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,2,longaniza-blanca-fresca-sin-gluten-y-sin-lactosa-carrefour-el-mercado-650-g,470338,8431876357745,3.75,el-mercado,cat20002-productos-frescos,1,470338,vc4aecomm-470338,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,3,jamon-cocido-extra-en-lonchas-carrefour-el-mercado-180-g,084161,8431876329858,2.55,carrefour,cat20002-productos-frescos,1,084161,vc4aecomm-084161,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,4,zanahoria-ecologica-carrefour-bio-500-g-aprox,636049,2999658000006,1.54,carrefour-bio,cat20002-productos-frescos,1,636049,vc4aecomm-636049,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,5,guacamole-carrefour-500-g,208335,8431876276121,3.35,carrefour,cat20002-productos-frescos,1,208335,prod1160594,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,6,pechuga-de-pavo-en-finas-lonchas-carrefour-el-mercado-sin-gluten-2x200-g,050759,8431876327663,3.65,carrefour,cat20002-productos-frescos,1,050759,vc4aecomm-050759,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,7,jamon-reserva-curado-en-lonchas-serie-oro-el-pozo-1954-sin-gluten-y-sin-lactosa-180-g,338990,8410843148241,3.99,,cat20002-productos-frescos,1,338990,vc4aecomm-338990,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2-unidad--50,0.5,
EUR,catalog,8,trasero-de-pollo-carrefour-12-kg-aprox,961472,2981438000009,3.59,carrefour,cat20002-productos-frescos,1,961472,827513085,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_-10-acumulacion,,
EUR,catalog,9,pechugas-de-pavo-marinadas-al-pimenton-carrefour-500-g-aprox,268581,2953237000009,3.74,carrefour,cat20002-productos-frescos,1,268581,vc4aecomm-268581,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_super-precio,0.4,
EUR,catalog,10,mini-taquitos-de-jamon-curado-sanchez-alcaraz-sin-gluten-y-sin-lactosa-2x40-g,192700,4034167730520,1.05,,cat20002-productos-frescos,1,192700,prod1130681,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,11,ensalada-del-huerto-400-g,080090,8431876362060,2.15,carrefour,cat20002-productos-frescos,1,080090,689002562,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,12,chuleton-de-vacuno-12-kg-aprox,395751,2929165000008,22.79,,cat20002-productos-frescos,1,395751,784417842,carrefour,carrefour,home_delivery|drive,,,filete-grueso-2-cm|filete-normal-1-cm
EUR,catalog,13,jamon-cocido-extra-en-finas-lonchas-carrefour-el-mercado-sin-gluten-225-g,050749,8431876327601,2.25,carrefour,cat20002-productos-frescos,1,050749,vc4aecomm-050749,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,14,queso-fundido-en-porciones-250-g,203602,3560070455720,1.47,simpl,cat20002-productos-frescos,1,203602,538408191,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,15,pechuga-de-pavo-asada-con-madera-de-haya-natural-legado-el-pozo-1954-sin-gluten-y-sin-lactosa-120-g,048648,8410843140078,2.79,el-pozo,cat20002-productos-frescos,1,048648,vc4aecomm-048648,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,16,calabacin-simply-15-kg,527727,8431876361018,3.15,simpl,cat20002-productos-frescos,1,527727,vc4aecomm-527727,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,17,hamburguesa-de-pollo-congelada-simons-food-3x80g,293398,8423128000325,1.29,,cat20002-productos-frescos,1,293398,663901758,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,18,galleta-cookie-doble-chocolate-1-ud,337536,8424465880342,1.05,,cat20002-productos-frescos,1,337536,vc4aecomm-337536,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,19,mora-125-g,464651,8437001615032,2.25,,cat20002-productos-frescos,1,464651,521032199,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,20,calabacin-ecologico-carrefour-bio-500-g,091971,8431876332230,1.55,carrefour-bio,cat20002-productos-frescos,1,091971,600709114,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,21,jamon-cocido-extra-ahumado-a-la-lena-en-lonchas-carrefour-el-mercado-180-g,084160,8431876329872,2.55,carrefour,cat20002-productos-frescos,1,084160,vc4aecomm-084160,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,22,queso-fresco-tradicional-carrefour-250-g,673663,8431876212730,1.66,carrefour,cat20002-productos-frescos,1,673663,618303487,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,23,jamoncitos-de-pollo-carrefour-850-g-aprox,197646,2966863000008,2.88,carrefour,cat20002-productos-frescos,1,197646,713621698,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_super-precio,0.34,
EUR,catalog,24,queso-fundido-en-lonchas-burguer-carrefour-300-g,110227,8431876302714,1.94,carrefour,cat20002-productos-frescos,1,110227,vc4aecomm-110227,carrefour,carrefour,home_delivery|drive,,,
