currency,item_list_name,index,item_name,item_id,item_ean,price,item_brand,item_category,quantity,item_sms,item_internal_id,item_provider,item_provider_type,item_shipping,coupon,discount,item_variant
EUR,catalog,1,pan-de-molde-de-maiz-y-semillas-de-girasol-400-g,504081,8431876311846,1.88,carrefour,cat20002-productos-frescos,1,504081,vc4aecomm-504081,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,2,queso-de-oveja-viejo-graso-flor-de-esgueva-tapas-maestras-ya-cortado-cuna-de-210-g,712227,8410285190198,7.89,flor-de-esgueva,cat20002-productos-frescos,1,712227,vc4aecomm-712227,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2x1-acumula,,
EUR,catalog,3,pate-de-atun-casa-tarradellas-sin-gluten-125-g,002669,8410762002228,1.5,casa-tarradellas,cat20002-productos-frescos,1,002669,521006594,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/2unYrLHkBODnG8idXxbgV4SUuuw_ahora-mas-barato,,
EUR,catalog,4,sopa-juliana-carrefour-el-mercado-400-g,086433,8431876232769,1.34,carrefour,cat20002-productos-frescos,1,086433,692704306,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,5,empanada-rectangular-de-carne-700-g,406848,8431876279726,5.5,carrefour,cat20002-productos-frescos,1,406848,564701848,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,6,queso-fresco-natural-campolindo-500-g,762583,8410285807928,3.35,campolindo,cat20002-productos-frescos,1,762583,804031205,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,7,entrecot-de-vacuno-carrefour-el-mercado-500-g-aprox,133770,2945915000005,10.2,el-mercado,cat20002-productos-frescos,1,133770,vc4aecomm-133770,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,8,jamon-de-cebo-iberico-50-raza-iberica-en-lonchas-nico-90-g,137514,8427926108160,4.99,,cat20002-productos-frescos,1,137514,vc4aecomm-137514,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2x1-acumula,0.66,
EUR,catalog,9,pescadilla-fina-800-g-aprox,235048,2921342000009,6.39,,cat20002-productos-frescos,1,235048,531505553,carrefour,carrefour,home_delivery|drive,,,entero|entero-limpio|rodajas|filetes
EUR,catalog,10,queso-mozzarella-di-bufala-campana-galbani-125-g,196268,8000430130164,3.99,galbani,cat20002-productos-frescos,1,196268,521033787,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,11,hamburguesa-de-pollo-y-pavo-con-espinacas-carrefour-540-g,630209,8431876302653,4.89,carrefour,cat20002-productos-frescos,1,630209,vc4aecomm-630209,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,12,pollo-certificado-limpio-carrefour-2-kg,887242,2976928000003,8.3,carrefour,cat20002-productos-frescos,1,887242,791562917,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,13,ravioli-carne-al-brasato-buitoni-230-g,462934,8001665724180,3.19,buitoni,cat20002-productos-frescos,1,462934,vc4aecomm-462934,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2-unidad--50,,
EUR,catalog,14,crema-de-queso-natural-arla-200-g,128523,5711953158421,2.15,arla,cat20002-productos-frescos,1,128523,vc4aecomm-128523,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,15,traseros-de-pollo-certificado-1-kg-aprox,887246,2976930000008,4.49,carrefour,cat20002-productos-frescos,1,887246,791562921,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,16,queso-semicurado-garcia-baquero-410-g,542725,8412289013541,9.25,garcia-baquero,cat20002-productos-frescos,1,542725,vc4aecomm-542725,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,17,chorizo-oreado-picante-carrefour-500-g-aprox,058939,2956823000001,4.32,carrefour,cat20002-productos-frescos,1,058939,vc4aecomm-058939,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,18,queso-curado-ya-cortado-garcia-baquero-225-g,681638,8412289001517,5.49,garcia-baquero,cat20002-productos-frescos,1,681638,vc4aecomm-681638,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,19,salchichas-alemanas-cocidas-tipo-bratwurst-campofrio-sin-gluten-260-g,002840,8410320004404,2.65,campofrio,cat20002-productos-frescos,1,002840,521031133,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,20,carne-de-anojo-troceada-para-guisar-circulo-de-calidad-600-g-aprox,126585,2992716000000,9.63,circulo-de-calidad,cat20002-productos-frescos,1,126585,prod1070042,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,21,queso-fundido-en-lonchas-light-el-caserio-sin-gluten-262-g,702943,7622201393052,2.89,el-caserio,cat20002-productos-frescos,1,702943,521030618,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2x1-acumula,,
EUR,catalog,22,queso-de-mezcla-semicurado-gran-capitan-cuna-cortada-de-230-g-aprox,712294,8411049027859,6.09,gran-capitan,cat20002-productos-frescos,1,712294,vc4aecomm-712294,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2x1-acumula,,
EUR,catalog,23,salmon-ahumado-reducido-en-sal-ecologico-bio-carrefour-85-g,314729,8431876350234,4.69,carrefour-bio,cat20002-productos-frescos,1,314729,vc4aecomm-314729,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,24,queso-parmesano-reggiano-parmareggio-150-g,129593,8010721002049,5.95,parmareggio,cat20002-productos-frescos,1,129593,vc4aecomm-129593,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2-unidad--50,,
