currency,item_list_name,index,item_name,item_id,item_ean,price,item_brand,item_category,quantity,item_sms,item_internal_id,item_provider,item_provider_type,item_shipping,coupon,discount,item_variant
EUR,catalog,1,cocktail-de-picos-carrefour-el-mercado-500-g,373588,8431876295429,2.54,carrefour,cat20002-productos-frescos,1,373588,604204035,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,2,chuleta-de-aguja-de-cerdo-carrefour-1-kg-aprox,149007,2913425000006,5.49,carrefour,cat20002-productos-frescos,1,149007,521032495,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,3,queso-de-cabra-rulo-carrefour-180-g,711300,8431876142983,2.36,carrefour,cat20002-productos-frescos,1,711300,vc4aecomm-711300,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/2unYrLHkBODnG8idXxbgV4SUuuw_ahora-mas-barato,,
EUR,catalog,4,canonigo-carrefour-el-mercado-200-g,621858,8431876105971,1.75,carrefour,cat20002-productos-frescos,1,621858,521032349,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,5,platano-de-freir-a-granel-1-kg-aprox,053761,2901568000007,2.59,,cat20002-productos-frescos,1,053761,547901617,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,6,solomillo-de-pavo-750-g-aprox,039639,2991951000004,5.62,carrefour,cat20002-productos-frescos,1,039639,prod920183,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_super-precio,0.37,
EUR,catalog,7,queso-tierno-barra-larsa-al-corte-150-g-aprox,091124,2908656000000,2.2,larsa,cat20002-productos-frescos,1,091124,590501848,carrefour,carrefour,home_delivery|drive,,,loncha-fina-1mm|loncha-gruesa-34mm|loncha-normal-23mm
EUR,catalog,8,jamon-cocido-extra-en-lonchas-delizias-noel-sin-gluten-y-sin-lactosa-120-g,371511,8410783327256,2.45,noel,cat20002-productos-frescos,1,371511,631306761,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,9,salchichas-cocidas-wieners-bocadillo-oscar-mayer-sin-gluten-sin-lactosa-275-g,003295,8410486078042,1.75,oscar-mayer,cat20002-productos-frescos,1,003295,521031121,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,10,sandwich-cangrejo-carrefour-140-g,676237,8431876301922,1.38,bon-appetit,cat20002-productos-frescos,1,676237,vc4aecomm-676237,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,11,pan-de-hamburguesa-carrefour-4-ud-300-g,289641,8431876299496,1.88,carrefour,cat20002-productos-frescos,1,289641,575702273,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,12,mini-redondos-de-chocolate-carrefour-155-g,877639,8431876261721,1.79,carrefour,cat20002-productos-frescos,1,877639,786081633,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,13,jamon-curado-en-taquitos-carrefour-el-mercado-sin-gluten-y-sin-latosa-pack-2-unidades-de-100-g,283410,8431876346954,2.95,carrefour,cat20002-productos-frescos,1,283410,vc4aecomm-283410,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,14,pechuga-de-pavo-en-lonchas-noel-delizias-sin-gluten-y-sin-lactosa-110-g,371509,8410783327249,2.55,noel,cat20002-productos-frescos,1,371509,631306759,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,15,pechuga-de-pollo-al-horno-en-tiras-carrefour-sin-gluten-140-g,476943,8431876288438,2.19,carrefour,cat20002-productos-frescos,1,476943,vc4aecomm-476943,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,16,jamoncitos-de-pollo-carrefour-1-kg-aprox,962349,2981591000007,3.39,carrefour,cat20002-productos-frescos,1,962349,830700192,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_super-precio,0.36,
EUR,catalog,17,pechuga-de-pavo-en-lonchas-el-pozo-sin-gluten-200-g,710119,8410843129752,2.79,el-pozo,cat20002-productos-frescos,1,710119,vc4aecomm-710119,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2-unidad--50,,
EUR,catalog,18,crema-de-queso-camembert-president-125-g,269524,3228021000145,2.05,president,cat20002-productos-frescos,1,269524,521030685,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2-unidad--50,,
EUR,catalog,19,ensalada-variada-carrefour-el-mercado-320-g,091715,8431876332117,1.59,carrefour,cat20002-productos-frescos,1,091715,529916707,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,20,queso-grana-padano-dop-carrefour-200-g,688602,3560070514786,4.49,carrefour,cat20002-productos-frescos,1,688602,vc4aecomm-688602,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2-unidad--50,,
EUR,catalog,21,queso-de-mezcla-curado-carrefour-classic-cuna-cortada-de-250-g,685156,8431876302356,3.75,carrefour,cat20002-productos-frescos,1,685156,vc4aecomm-685156,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,22,baguetina-enharinada-1-ud,256179,8431876283891,0.19,carrefour,cat20002-productos-frescos,1,256179,fprod1210204,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,23,preparado-de-carne-picada-mixta-carrefour-el-mercado-500-g,479496,8431876358803,3.79,carrefour,cat20002-productos-frescos,1,479496,vc4aecomm-479496,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,24,finas-del-mar-natural-carrefour-simply-250-g,316021,8431876348491,1.99,carrefour,cat20002-productos-frescos,1,316021,vc4aecomm-316021,carrefour,carrefour,home_delivery|drive,,,
