currency,item_list_name,index,item_name,item_id,item_ean,price,item_brand,item_category,quantity,item_sms,item_internal_id,item_provider,item_provider_type,item_shipping,coupon
EUR,catalog,1,pan-de-molde-integral-con-corteza-bimbo-360-g,418046,8412600038635,2.89,bimbo,cat20001-la-despensa,1,418046,vc4aecomm-418046,carrefour,carrefour,home_delivery|drive,
EUR,catalog,2,tarta-de-queso-carrefour-original-sin-gluten-180-g,675896,8431876296006,1.76,carrefour,cat20001-la-despensa,1,675896,vc4aecomm-675896,carrefour,carrefour,home_delivery|drive,
EUR,catalog,3,bombon-chocolate-con-leche-almendras-y-vainilla-carefour-8-ud,501523,3560071251499,4.25,carrefour,cat20001-la-despensa,1,501523,vc4aecomm-501523,carrefour,carrefour,home_delivery|drive,
EUR,catalog,4,berlinas-al-cacao-carrefour-classic-180-g,090049,8431876261684,1.58,carrefour,cat20001-la-despensa,1,090049,693401731,carrefour,carrefour,home_delivery|drive,
EUR,catalog,5,gazpacho-fresco-garcia-millan-1-l,214150,8437004394422,3.85,garcia-millan,cat20001-la-despensa,1,214150,prod1170071,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2-unidad--50
EUR,catalog,6,galletas-saladas-peces-carrefour-classic-350-g,986930,8431876249897,1.33,carrefour,cat20001-la-despensa,1,986930,844000766,carrefour,carrefour,home_delivery|drive,
EUR,catalog,7,bebida-de-avena-original-vivesoy-1-l,314222,8410128180461,2.09,vivesoy,cat20001-la-despensa,1,314222,vc4aecomm-314222,carrefour,carrefour,home_delivery|drive,
EUR,catalog,8,patatas-fritas-sabor-vinagreta-lays-150-g,718770,8410199023117,2.15,lays,cat20001-la-despensa,1,718770,vc4aecomm-718770,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_5-dto
EUR,catalog,9,tiras-de-maiz-bbq-orginal-fritos-sin-gluten-146-g,468372,8410199019493,1.68,cheetos,cat20001-la-despensa,1,468372,vc4aecomm-468372,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_5-dto
EUR,catalog,10,patatas-fritas-sabor-chili-y-lima-classic-carrefour-130-g,088644,8431876321555,0.99,carrefour,cat20001-la-despensa,1,088644,vc4aecomm-088644,carrefour,carrefour,home_delivery|drive,
EUR,catalog,11,yogur-sabor-galleta-danone-pack-de-4-unidades-de-120-g,050634,8410500029470,0.94,danone,cat20001-la-despensa,1,050634,vc4aecomm-050634,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_5-dto
EUR,catalog,12,pizza-de-pepperoni-casa-tarradellas-405-g,219977,8410762220585,3.29,casa-tarradellas,cat20001-la-despensa,1,219977,766604849,carrefour,carrefour,home_delivery|drive,
EUR,catalog,13,natilla-de-chocolate-alta-en-proteinas-valio-profeel-protein--sin-lactosa-180-g,401839,6408432202407,1.79,valio-protein,cat20001-la-despensa,1,401839,fprod1460473,carrefour,carrefour,home_delivery|drive,
EUR,catalog,14,pizza-prosciutto-ristorante-dr-oetker-sin-gluten-sin-lactosa-345-g,088324,4001724022442,4.79,ristorante,cat20001-la-despensa,1,088324,855700432,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2x1-acumula
EUR,catalog,15,galletas-maria-carrefour-classic-800-g,544311,8431876356946,1.57,carrefour,cat20001-la-despensa,1,544311,vc4aecomm-544311,carrefour,carrefour,home_delivery|drive,
EUR,catalog,16,masa-fresca-para-pizza-fina-casa-tarradellas-260-g,244934,8410762223029,1.52,casa-tarradellas,cat20001-la-despensa,1,244934,551901736,carrefour,carrefour,home_delivery|drive,
EUR,catalog,17,galletas-de-avena-y-naranja-digestive-gullon-425-g,182693,8410376047578,2.15,gullon,cat20001-la-despensa,1,182693,871400648,carrefour,carrefour,home_delivery|drive,
EUR,catalog,18,barritas-de-chocolate-con-relleno-de-crema-de-leche-kinder-chocolate-100-g,001974,8000500049617,1.99,kinder,cat20001-la-despensa,1,001974,521008072,carrefour,carrefour,home_delivery|drive,
EUR,catalog,19,aceite-de-oliva-virgen-extra-hojiblanca-carbonell-1-l,243940,8410010261841,8.29,carbonell,cat20001-la-despensa,1,243940,551303199,carrefour,carrefour,home_delivery|drive,
EUR,catalog,20,lcasei-liquido-sabor-fresa-carrefour-classic-pack-de-12-unidades-de-100-g,904623,3560070948628,2.19,carrefour,cat20001-la-despensa,1,904623,799715474,carrefour,carrefour,home_delivery|drive,
EUR,catalog,21,helado-de-vainilla-y-macadamia-con-salsa-de-caramelo-carrefour-sensation-900-ml,899551,3560070828272,3.15,carrefour,cat20001-la-despensa,1,899551,804031461,carrefour,carrefour,home_delivery|drive,
EUR,catalog,22,salsa-de-miel-y-mostaza-carrefour-classic-sin-gluten-envase-300-g,958862,8431876292237,1.16,carrefour,cat20001-la-despensa,1,958862,824405633,carrefour,carrefour,home_delivery|drive,
EUR,catalog,23,regaliz-de-goma-sabor-fresa-rellenos-con-zumo-de-fruta-fini-125-g,122897,8410525234583,1.14,fini,cat20001-la-despensa,1,122897,prod211445,carrefour,carrefour,home_delivery|drive,
EUR,catalog,24,salsa-ligera-con-aceite-de-girasol-carrefour-500-ml,013497,8410086341300,1.52,carrefour,cat20001-la-despensa,1,013497,vc4aecomm-013497,carrefour,carrefour,home_delivery|drive,
