currency,item_list_name,index,item_name,item_id,item_ean,price,item_brand,item_category,quantity,item_sms,item_internal_id,item_provider,item_provider_type,item_shipping,coupon,discount,item_variant
EUR,catalog,1,queso-mascarpone-classic-carrefour-250-g,723622,3560070209071,2.55,carrefour,cat20002-productos-frescos,1,723622,521030582,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,2,hueso-de-vacuno-carrefour-el-mercado-250-g-aprox,497183,2909486000000,2.69,el-mercado,cat20002-productos-frescos,1,497183,vc4aecomm-497183,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,3,pan-superburguer-brioche-330-g,488680,8431876311853,2.13,carrefour,cat20002-productos-frescos,1,488680,vc4aecomm-488680,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,4,panceta-de-cerdo-en-filetes-carrefour-el-mercado-1-kg-aprox,145284,2912984000007,6.45,carrefour,cat20002-productos-frescos,1,145284,521032961,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_super-precio,0.34,
EUR,catalog,5,queso-fresco-0-grasa-classic-carrefour-500-g,423589,8431876352276,1.99,carrefour,cat20002-productos-frescos,1,423589,prod61540,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,6,jamon-cocido-extra-en-finas-lonchas-casa-tarradellas-sin-gluten-y-sin-lactosa-150-g,698148,8410762002730,2.39,casa-tarradellas,cat20002-productos-frescos,1,698148,vc4aecomm-698148,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,7,xuxo-bombon-relleno-sabor-crema-don-bimbo-3-ud,673580,8410022116641,3.85,bimbo,cat20002-productos-frescos,1,673580,vc4aecomm-673580,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,8,pechuga-de-pollo-certificado-en-filetes-carrefour-500-g-aprox,887244,2976929000002,4.34,carrefour,cat20002-productos-frescos,1,887244,791562919,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,9,queso-en-dados-para-ensaladas-extra-carrefour-200-g,602179,8431876290202,2.05,carrefour,cat20002-productos-frescos,1,602179,vc4aecomm-602179,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,10,cake-chip-carrefour-el-mercado-550-g,230095,8431876348446,2.95,carrefour,cat20002-productos-frescos,1,230095,prod130231,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,11,bizcocho-recubierto-de-frambuesa-y-chocolate-pims-fontaneda-150-g,498779,7622201639983,3.29,lu,cat20002-productos-frescos,1,498779,521002872,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,12,picos-gourmet-carrefour-130-g,399651,8431876281293,1.47,carrefour,cat20002-productos-frescos,1,399651,fprod1460427,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,13,hamburguesa-de-anojo-circulo-de-calidad-2x150-g,126711,8431876273106,3.89,circulo-de-calidad,cat20002-productos-frescos,1,126711,prod1070063,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2-unidad--50,,
EUR,catalog,14,chuleta-de-pavo-carrefour-500-g-aprox,039652,2991952000003,3.57,carrefour,cat20002-productos-frescos,1,039652,prod920185,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,15,chorizo-oreado-carrefour-el-mercado-320-g-aprox,522638,2900566000002,2.29,carrefour,cat20002-productos-frescos,1,522638,vc4aecomm-522638,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,16,cana-de-lomo-en-lonchas-navidul-sin-gluten-y-sin-latosa-40-g,709949,8410320138697,1.15,navidul,cat20002-productos-frescos,1,709949,vc4aecomm-709949,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,17,queso-fresco-de-burgos-carrefour-220-g-aprox,526763,2936371000005,2.06,carrefour,cat20002-productos-frescos,1,526763,603504386,carrefour,carrefour,home_delivery|drive,,,cuna-de-14|cuna-de-18|medio-queso|queso-entero
EUR,catalog,18,lacon-al-horno-en-lascas-en-lonchas-carrefour-el-mercado-sin-gluten-y-sin-lactosa-250-g,180596,8431876343441,4.49,carrefour,cat20002-productos-frescos,1,180596,vc4aecomm-180596,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,19,chapatta-cristal-cerveza-230-g,493494,8431876324860,1.88,carrefour,cat20002-productos-frescos,1,493494,vc4aecomm-493494,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,20,brocoli-carrefour-el-mercado-230-g,302240,8431876262339,1.42,carrefour,cat20002-productos-frescos,1,302240,prod271052,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,21,crema-de-queso-semicurado-president-125-g,568842,3228022040195,2.05,president,cat20002-productos-frescos,1,568842,521030681,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2-unidad--50,,
EUR,catalog,22,pan-de-leche-280-g,144074,8436026532539,2.59,,cat20002-productos-frescos,1,144074,vc4aecomm-144074,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,23,queso-semicurado-ya-cortado-garcia-baquero-cuna-225-g,681551,8412289001500,4.65,garcia-baquero,cat20002-productos-frescos,1,681551,vc4aecomm-681551,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,24,lomo-de-cerdo-adobado-carrefour-el-mercado-sin-gluten-y-sin-lactosa-1-kg-aprox,093952,2957313000006,6.65,carrefour,cat20002-productos-frescos,1,093952,vc4aecomm-093952,carrefour,carrefour,home_delivery|drive,,,
