currency,item_list_name,index,item_name,item_id,item_ean,price,item_brand,item_category,quantity,coupon,item_sms,item_internal_id,item_provider,item_provider_type,item_shipping,discount
EUR,catalog,1,postre-lacteo-de-platano-desde-6-meses-nestle-yogolino-sin-aceite-de-palma-pack-de-4-unidades-de-100-g,461937,8410100017563,2.95,yogolino,cat20006-bebe,1,directo/sobre-producto/_2-unidad--50,461937,2003043921,carrefour,carrefour,home_delivery|drive,
EUR,catalog,2,gasas-bebe-para-limpieza-de-ojos-y-cara-dytas-100-us,638054,8432293000900,2.95,dytas,cat20006-bebe,1,,638054,vc4aecomm-638054,carrefour,carrefour,home_delivery|drive,
EUR,catalog,3,champu-infantil-amalfi-750-ml,193933,8414227679901,1.08,amalfi,cat20006-bebe,1,,193933,vc4aecomm-193933,carrefour,carrefour,home_delivery|drive,
EUR,catalog,4,limpiador-biberones-frosch-baby-500-ml,954182,4009175935656,4.09,frosch,cat20006-bebe,1,,954182,2002870220,carrefour,carrefour,home_delivery|drive,
EUR,catalog,5,toallitas-para-bebe-dodot-384-ud,216349,8001090134288,9.65,dodot,cat20006-bebe,1,,216349,vc4a-3252676,carrefour,carrefour,home_delivery|drive,
EUR,catalog,6,tarrito-de-verdura-con-merluza-desde-6-meses-ecologico-smileat-sin-gluten-230-g,021147,8437014583069,2.59,smileat,cat20006-bebe,1,,021147,2037536545,carrefour,carrefour,home_delivery|drive,
EUR,catalog,7,protector-absorbente-maxi-60x90-cm-sabanindas-extra-20-ud,542015,8410520065632,13.09,sabanindas,cat20006-bebe,1,,542015,2002870081,carrefour,carrefour,home_delivery|drive,
EUR,catalog,8,bolsita-de-multifrutas-con-galleta-desde-6-meses-hero-baby-100-g,958733,8410175059635,1.17,hero,cat20006-bebe,1,,958733,2002618850,carrefour,carrefour,home_delivery|drive,
EUR,catalog,9,postre-lacteo-de-pera-desde-6-meses-nestle-yogolino-sin-gluten-pack-de-4-unidades-de-100-g,895384,7613035203112,2.95,yogolino,cat20006-bebe,1,directo/sobre-producto/_2-unidad--50,895384,2002870166,carrefour,carrefour,home_delivery|drive,
EUR,catalog,10,postre-lacteo-de-galleta-desde-6-meses-nestle-yogolino-pack-de-4-unidades-de-100-g,496596,7613287073563,3.19,yogolino,cat20006-bebe,1,directo/sobre-producto/_2-unidad--50,496596,vc4aecomm-496596,carrefour,carrefour,home_delivery|drive,
EUR,catalog,11,bolsita-de-yogur-y-avena-desde-12-meses-ecologico-smileat-100-g,547309,8437017636250,1.81,smileat,cat20006-bebe,1,,547309,vc4aecomm-547309,carrefour,carrefour,home_delivery|drive,
EUR,catalog,12,suero-fisiologico-my-carrefour-baby-pack-de-40-unidades-de-5-ml,275057,3560071356828,4.3,carrefour-baby,cat20006-bebe,1,,275057,vc4aecomm-275057,carrefour,carrefour,home_delivery|drive,
EUR,catalog,13,bolsita-de-manzana-pina-platano-y-bebida-de-coco-ecologica-my-carrefour-baby-bio-sin-azucar-anadido-100-g,458656,8431876354836,0.97,carrefour,cat20006-bebe,1,,458656,vc4aecomm-458656,carrefour,carrefour,home_delivery|drive,
