currency,item_list_name,index,item_name,item_id,item_ean,price,item_brand,item_category,quantity,item_sms,item_internal_id,item_provider,item_provider_type,item_shipping,coupon
EUR,catalog,1,cebolla-dulce-pelada-carrefour-500-g,795921,8431876150384,2.79,carrefour,cat20002-productos-frescos,1,795921,521031809,carrefour,carrefour,home_delivery|drive,
EUR,catalog,2,queso-semicurado-en-lonchas-navidul-70-g,887166,8410320119924,1.52,navidul,cat20002-productos-frescos,1,887166,791562789,carrefour,carrefour,home_delivery|drive,
EUR,catalog,3,pechuga-de-pollo-en-lonchas-extrafinas-carrefour-el-mercado-sin-gluten-100-g,164442,8431876341409,2.69,carrefour,cat20002-productos-frescos,1,164442,vc4aecomm-164442,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2-unidad--50
EUR,catalog,4,filetes-de-pollo-empanado-carrefour-el-mercado-500-g-aprox,249481,2943295000004,3.89,el-mercado,cat20002-productos-frescos,1,249481,vc4aecomm-249481,carrefour,carrefour,home_delivery|drive,
EUR,catalog,5,queso-de-vaca-tierno-provolone-dulce-carrefour-extra-pieza-de-150-g,688448,8431876291254,2.19,carrefour,cat20002-productos-frescos,1,688448,vc4aecomm-688448,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2-unidad--50
EUR,catalog,6,pechuga-de-pollo-fileteada-carrefour-500-g-aprox,196024,2966842000005,3.79,carrefour,cat20002-productos-frescos,1,196024,794609475,carrefour,carrefour,home_delivery|drive,
EUR,catalog,7,salmon-ahumado-noruego-extra-carrefour-200-g,069049,8431876231694,7.25,carrefour,cat20002-productos-frescos,1,069049,684504179,carrefour,carrefour,home_delivery|drive,
EUR,catalog,8,naranja-selecta-bandeja-1-kg,140863,8431603003051,2.65,,cat20002-productos-frescos,1,140863,prod74314,carrefour,carrefour,home_delivery|drive,
EUR,catalog,9,repollo-rizado-1-kg,050205,2938865000003,2.55,,cat20002-productos-frescos,1,050205,529916713,carrefour,carrefour,home_delivery|drive,
EUR,catalog,10,pan-payes-5-cereales-con-semillas-de-calabaza-rebanado-490-g,349084,8431876292664,1.88,carrefour,cat20002-productos-frescos,1,349084,594401931,carrefour,carrefour,home_delivery|drive,
EUR,catalog,11,preparado-de-carne-picada-mixta-de-vacuno-y-cerdo-carrefour-el-mercado-2x450-g,479494,8431876358773,6.69,carrefour,cat20002-productos-frescos,1,479494,vc4aecomm-479494,carrefour,carrefour,home_delivery|drive,
EUR,catalog,12,pechuga-de-pavo-braseado-en-finas-lonchas-carrefour-el-mercado-sin-gluten-200-g,050761,8431876327670,1.99,carrefour,cat20002-productos-frescos,1,050761,vc4aecomm-050761,carrefour,carrefour,home_delivery|drive,
EUR,catalog,13,pechuga-de-pollo-sin-grasa-si-azucares-el-pozo-bienstar-sin-gluten-y-sin-lactosa-340-g,711132,8410843129745,3.99,el-pozo,cat20002-productos-frescos,1,711132,vc4aecomm-711132,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2-unidad--50
EUR,catalog,14,pan-de-perrito-6-ud-330-g,192259,8431876299441,1.88,carrefour,cat20002-productos-frescos,1,192259,606509119,carrefour,carrefour,home_delivery|drive,
EUR,catalog,15,morcilla-de-burgos,231259,2953197000002,2.06,carrefour,cat20002-productos-frescos,1,231259,vc4aecomm-231259,carrefour,carrefour,home_delivery|drive,
EUR,catalog,16,picada-de-ajo-y-perejil-fruits-sp-100-g,220792,8437004983411,1.39,,cat20002-productos-frescos,1,220792,616101660,carrefour,carrefour,home_delivery|drive,
EUR,catalog,17,fuet-imperial-clasico-el-pozo-250-g,156263,8410843112648,2.95,el-pozo,cat20002-productos-frescos,1,156263,vc4aecomm-156263,carrefour,carrefour,home_delivery|drive,
EUR,catalog,18,mortadela-de-pavo-en-finas-lonchas-carrefour-el-mercado-sin-gluten-200-g,633792,8431876303117,1.65,carrefour,cat20002-productos-frescos,1,633792,vc4aecomm-633792,carrefour,carrefour,home_delivery|drive,
EUR,catalog,19,barra-de-pan-rustica-multicereales-rebanada-400-g,796468,8431876292671,2.13,carrefour,cat20002-productos-frescos,1,796468,543201980,carrefour,carrefour,home_delivery|drive,
EUR,catalog,20,pomelo-carrefour-1-kg-aprox,622671,2999352000005,1.99,carrefour,cat20002-productos-frescos,1,622671,vc4aecomm-622671,carrefour,carrefour,home_delivery|drive,
EUR,catalog,21,chorizo-iberico-extra-en-lonchas-carrefour-sin-gluten-80-g,709882,8431876096293,1.89,carrefour,cat20002-productos-frescos,1,709882,vc4aecomm-709882,carrefour,carrefour,home_delivery|drive,
EUR,catalog,22,burgermeat-de-vacuno-master-lomo-carrefour-el-mercado-2x180-g,053261,8431876327946,4.99,el-mercado,cat20002-productos-frescos,1,053261,vc4aecomm-053261,carrefour,carrefour,home_delivery|drive,
EUR,catalog,23,la-autentica-la-gula-del-norte-pack-de-2-unidades-de-100-g,146662,8422107002022,5.99,,cat20002-productos-frescos,1,146662,521032010,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2-unidad--50
EUR,catalog,24,chorizo-extra-picante-en-lonchas-revilla-sin-gluten-65-g,695934,8410320256346,1.09,revilla,cat20002-productos-frescos,1,695934,vc4aecomm-695934,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2-unidad--50
