currency,item_list_name,index,item_name,item_id,item_ean,price,item_brand,item_category,quantity,item_sms,item_internal_id,item_provider,item_provider_type,item_shipping,item_variant,coupon
EUR,catalog,1,jamon-cocido-extra-braseado-en-lonchas-finas-campofrio-finissimas-sin-gluten-y-sin-lactosa-115-g,694984,8410320077958,1.89,campofrio,cat20002-productos-frescos,1,694984,prod1040496,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,2,repollo-liso-nacional--15-kg,050258,2940356000003,2.25,,cat20002-productos-frescos,1,050258,529916719,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,3,maiz-cocido-carrefour-el-mercado-500-g,621666,8431876321814,1.65,carrefour,cat20002-productos-frescos,1,621666,vc4aecomm-621666,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,4,zanahoria-ecologica-carrefour-bio-750-g,131885,8431876273533,2.39,carrefour-bio,cat20002-productos-frescos,1,131885,prod1070419,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,5,pina-premadurada-18-kg-aprox,368426,2988514000007,3.58,,cat20002-productos-frescos,1,368426,vc4aecomm-368426,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,6,pechuga-de-pollo-al-natural-en-tiras-carrefour-sin-gluten-140-g,476944,8431876288445,2.19,carrefour,cat20002-productos-frescos,1,476944,vc4aecomm-476944,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,7,pechuga-de-pavo-en-lonchas-campofrio-170-g-aprox,889364,2977087000002,2.42,campofrio,cat20002-productos-frescos,1,889364,792400183,carrefour,carrefour,home_delivery|drive,loncha-fina-1mm|loncha-gruesa-34mm|loncha-normal-23mm,
EUR,catalog,8,paleta-de-cebo-iberica-50-raza-iberica-en-lonchas-carrefour-100-g,373907,8431876277630,4.99,carrefour,cat20002-productos-frescos,1,373907,fprod1430163,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,9,pan-de-leche-con-pepitas-de-chocolate-280-g,144081,8436026532546,2.75,,cat20002-productos-frescos,1,144081,vc4aecomm-144081,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,10,paleta-de-cebo-iberica-50--raza-iberica-en-lonchas-sanchez-alcaraz-sin-gluten-y-sin-lactosa-200-g,192667,8431945708904,12.9,,cat20002-productos-frescos,1,192667,prod1130678,carrefour,carrefour,home_delivery|drive,,directo/sobre-producto/_2-unidad--50
EUR,catalog,11,chorizo-extra-en-taquitos-carrefour-sin-gluten-2x50-g,709727,8431876171426,1.55,carrefour,cat20002-productos-frescos,1,709727,vc4aecomm-709727,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,12,compango-asturiano-el-chico-250-g,110389,8412582003379,2.65,nacional-sin-marca,cat20002-productos-frescos,1,110389,vc4aecomm-110389,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,13,pechuga-de-pavo-en-lonchas-extrafinas-carrefour-el-mercado-sin-gluten-100-g,164384,8431876341386,2.59,carrefour,cat20002-productos-frescos,1,164384,vc4aecomm-164384,carrefour,carrefour,home_delivery|drive,,directo/sobre-producto/_2-unidad--50
EUR,catalog,14,queso-fundido-light-porciones-16-ud-carrefour-250-g,316686,3560070514632,1.68,carrefour,cat20002-productos-frescos,1,316686,663801787,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,15,mollete-mediano-de-nuestra-tierra-4-ud,705393,8431876296518,1.68,de-nuestra-tierra,cat20002-productos-frescos,1,705393,737026370,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,16,queso-feta-carrefour-extra-200-g,306945,8431876346534,3.55,carrefour,cat20002-productos-frescos,1,306945,vc4aecomm-306945,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,17,salmon-ahumado-noruego-extra-carrefour-pack-de-2-unidades-de-180-g,341403,8431876276497,12.89,carrefour,cat20002-productos-frescos,1,341403,fprod1360268,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,18,sardina-parrocha-1-kg-aprox,056912,2904512000009,4.95,,cat20002-productos-frescos,1,056912,628108248,carrefour,carrefour,home_delivery|drive,entero|entero-limpio,
EUR,catalog,19,pollo-asado-al-horno-relleno-en-lonchas-la-carlotena-sin-gluten-150-g,281917,8436565360440,2.45,,cat20002-productos-frescos,1,281917,522715636,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,20,jamon-serrano-bodega-en-lonchas-carrefour-el-mercado-500-g-aprox,083494,2957156000003,7.95,carrefour,cat20002-productos-frescos,1,083494,vc4aecomm-083494,carrefour,carrefour,home_delivery|drive,loncha-fina-1mm|loncha-gruesa-34mm|loncha-normal-23mm,
EUR,catalog,21,hamburguesa-de-vacuno-raza-angus-carrefour-selection-300-g,007504,8431876325508,4.65,carrefour,cat20002-productos-frescos,1,007504,vc4aecomm-007504,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,22,queso-gouda-en-lonchas-ecologico-carrefour-bio-200-g,683275,3560070514458,2.29,carrefour,cat20002-productos-frescos,1,683275,618701673,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,23,patata-ecologica-carrefour-bio-2-kg,048513,8431876128741,4.69,carrefour-bio,cat20002-productos-frescos,1,048513,600709102,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,24,jamon-cocido-extra-el-pozo-bienstar-sin-gluten-y-sin-lactosa-340-g,711221,8410843129691,3.99,el-pozo,cat20002-productos-frescos,1,711221,vc4aecomm-711221,carrefour,carrefour,home_delivery|drive,,directo/sobre-producto/_2-unidad--50
