currency,item_list_name,index,item_name,item_id,item_ean,price,item_brand,item_category,quantity,item_sms,item_internal_id,item_provider,item_provider_type,item_shipping,coupon
EUR,catalog,1,patatas-fritas-clasicas-carrefour-classic-25-kg,191326,3560070699223,3.99,carrefour,cat21449123-congelados,1,191326,538002716,carrefour,carrefour,home_delivery|drive,
EUR,catalog,2,varitas-de-merluza-pescanova-450-g,043129,8410063043371,3.75,pescanova,cat21449123-congelados,1,043129,521031291,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2x1-acumula
EUR,catalog,3,conos-con-helado-de-nata-y-chocolate-con-trozos-de-almendras-tostadascarrefour-4-ud,364695,3560071082918,1.75,carrefour,cat21449123-congelados,1,364695,prod301666,carrefour,carrefour,home_delivery|drive,
EUR,catalog,4,tarta-helada-laminada-de-nata-carrefour-525-g,891350,3560070957736,1.99,carrefour,cat21449123-congelados,1,891350,793104284,carrefour,carrefour,home_delivery|drive,
EUR,catalog,5,rollitos-primavera-carrefour-225-g,363485,8431876211610,1.17,carrefour,cat21449123-congelados,1,363485,600804476,carrefour,carrefour,home_delivery|drive,
EUR,catalog,6,pizza-bolonesa-carrefour-375-g,162368,3560070391226,2.25,carrefour,cat21449123-congelados,1,162368,530363194,carrefour,carrefour,home_delivery|drive,
EUR,catalog,7,pizza-mozzarella-ristorante-dr-oetker-355-g,349655,4001724039112,3.75,ristorante,cat21449123-congelados,1,349655,594814564,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2x1-acumula
EUR,catalog,8,sandwich-de-nata-carrefour-6-ud,193777,3560070822157,1.67,carrefour,cat21449123-congelados,1,193777,538003234,carrefour,carrefour,home_delivery|drive,
EUR,catalog,9,arandanos-carrefour-classic-650-g,212983,3560071033835,4.45,carrefour,cat21449123-congelados,1,212983,prod1161199,carrefour,carrefour,home_delivery|drive,
EUR,catalog,10,empanadillas-de-atun-carrefour-500-g,230966,8431876011586,1.99,carrefour,cat21449123-congelados,1,230966,521031328,carrefour,carrefour,home_delivery|drive,
EUR,catalog,11,croquetas-de-cocido-carrefour-extra-350-g,690609,8431876298994,1.99,carrefour,cat21449123-congelados,1,690609,vc4aecomm-690609,carrefour,carrefour,home_delivery|drive,
EUR,catalog,12,fingers-de-queso-mozzarella-carrefour-400-g,573382,8431876097337,3.15,carrefour,cat21449123-congelados,1,573382,521031474,carrefour,carrefour,home_delivery|drive,
EUR,catalog,13,pizza-de-peperoni-ahumado-carrefour-320-g,841124,3560071151461,2.25,carrefour,cat21449123-congelados,1,841124,prod600096,carrefour,carrefour,home_delivery|drive,
EUR,catalog,14,espinacas-en-hojas-carrefour-400-g,231875,8431876004687,1.17,carrefour,cat21449123-congelados,1,231875,521031553,carrefour,carrefour,home_delivery|drive,
EUR,catalog,15,judias-verdes-planas-carrefour-classic-1-kg,231891,8431876004618,1.57,carrefour,cat21449123-congelados,1,231891,521031543,carrefour,carrefour,home_delivery|drive,
EUR,catalog,16,croquetas-de-pollo-carrefour-extra-500-g,693840,8431876298987,1.52,carrefour,cat21449123-congelados,1,693840,vc4aecomm-693840,carrefour,carrefour,home_delivery|drive,
EUR,catalog,17,pizza-de-espinacas-ristorante-dr-oetker-390-g,626467,4001724039020,3.75,ristorante,cat21449123-congelados,1,626467,521035315,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2x1-acumula
EUR,catalog,18,filetes-de-merluza-sin-piel-ultracongelados-pescanova-400-g,003302,8410063001142,5.75,pescanova,cat21449123-congelados,1,003302,521031239,carrefour,carrefour,home_delivery|drive,
EUR,catalog,19,ensaladilla-carrefour-classic-1-kg,673183,3560070140060,1.36,carrefour,cat21449123-congelados,1,673183,530014607,carrefour,carrefour,home_delivery|drive,
EUR,catalog,20,menestra-de-verduras-carrefour-classic-1-kg,231900,3560070889303,1.83,carrefour,cat21449123-congelados,1,231900,804031037,carrefour,carrefour,home_delivery|drive,
EUR,catalog,21,judia-troceada-carrefour-1-kg,666738,3560070140244,1.57,carrefour,cat21449123-congelados,1,666738,521031547,carrefour,carrefour,home_delivery|drive,
EUR,catalog,22,bombon-chocolate-con-leche-almendras-y-vainilla-carefour-8-ud,501523,3560071251499,4.25,carrefour,cat21449123-congelados,1,501523,vc4aecomm-501523,carrefour,carrefour,home_delivery|drive,
EUR,catalog,23,corazones-de-filete-de-merluza-congelados-pescanova-500-g,040488,8410063088181,7.15,pescanova,cat21449123-congelados,1,040488,521031245,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2-unidad--50
EUR,catalog,24,pizza-prosciutto-ristorante-dr-oetker-sin-gluten-sin-lactosa-345-g,088324,4001724022442,4.79,ristorante,cat21449123-congelados,1,088324,855700432,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2x1-acumula
