currency,item_list_name,index,item_name,item_id,item_ean,price,item_brand,item_category,quantity,item_sms,item_internal_id,item_provider,item_provider_type,item_shipping,coupon,discount,item_variant
EUR,catalog,1,lomo-de-cerdo-al-ajillo-fileteado-carrefour-750-g-aprox,239838,2963304000009,5.77,carrefour,cat20002-productos-frescos,1,239838,575701513,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,2,queso-cabra-lonchas-garcia-baquero-125-g,414674,8412289000930,3.19,garcia-baquero,cat20002-productos-frescos,1,414674,585301575,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,3,ajo-blanco-extra-de-chinchon-500-g,505485,8425531110011,3.99,,cat20002-productos-frescos,1,505485,600709244,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,4,bacon-en-cintas-casa-tarradellas-sin-gluten-150-g,698149,8410762002891,2.05,casa-tarradellas,cat20002-productos-frescos,1,698149,vc4aecomm-698149,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,5,salchichon-iberico-extra-en-lonchas-carrefour-el-mercado-2x625-g,468304,8431876289701,2.19,carrefour,cat20002-productos-frescos,1,468304,vc4aecomm-468304,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,6,entrecot-de-anojo-circulo-de-calidad-500-g-aprox,126668,2992727000006,8.14,circulo-de-calidad,cat20002-productos-frescos,1,126668,prod1070085,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_super-precio,4.06,
EUR,catalog,7,queso-de-cabra-rulo-madurado-simpl-180-g,427717,8431876351729,2.25,simpl,cat20002-productos-frescos,1,427717,711411277,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,8,medallones-de-merluza-carrefour-extra-480-g,516880,3560071528942,4.09,carrefour,cat20002-productos-frescos,1,516880,vc4aecomm-516880,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,9,codillo-de-jamon-curado-precortado-el-pozo-sin-gluten-850-g,321663,8410843035602,2.29,el-pozo,cat20002-productos-frescos,1,321663,665801826,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,10,queso-fresco-villalon-carrefour-220-g-aprox,526794,2936373000003,3.0,carrefour,cat20002-productos-frescos,1,526794,603504390,carrefour,carrefour,home_delivery|drive,,,cuna-de-14|cuna-de-18|medio-queso|queso-entero
EUR,catalog,11,jamon-de-cebo-iberico-50-raza-iberica-en-lonchas-ibersierra-sin-gluten-y-sin-lactosa-100-g,695012,8431876326666,6.79,ibersierra,cat20002-productos-frescos,1,695012,vc4aecomm-695012,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2-unidad--50,,
EUR,catalog,12,paleta-curada-en-lonchas-carrefour-el-mercado-sin-gluten-y-sin-lactosa-90-g,215171,8431876345834,2.3,,cat20002-productos-frescos,1,215171,vc4aecomm-215171,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2-unidad--50,,
EUR,catalog,13,tomate-natural-rallado-con-aceite-de-oliva-virgen-surinver-230-g,990289,8430236520188,1.39,,cat20002-productos-frescos,1,990289,prod790053,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,14,lazos-cebra-6-ud,401446,8412702008017,3.65,,cat20002-productos-frescos,1,401446,prod273251,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,15,ensalada-completa-cesar-american-style-florette-200-g,380766,8414516123528,3.35,florette,cat20002-productos-frescos,1,380766,fprod1450100,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,16,calabaza-troceada-ecologica-carrefour-bio-400-g,082121,8431876272116,1.99,carrefour-bio,cat20002-productos-frescos,1,082121,prod1000622,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,17,bacon-sabor-ahumado-en-lonchas-oscar-mayer-sin-gluten-y-sin-lactosa-100-g,531625,8410320382106,1.5,,cat20002-productos-frescos,1,531625,vc4aecomm-531625,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,18,jamon-cocido-extra-loncheado-ricura-el-pozo-sin-gluten-300-g,987301,2983415000002,2.69,,cat20002-productos-frescos,1,987301,844300597,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,19,pan-rebanado-hogaza-500-g,503317,8431876299427,1.88,carrefour,cat20002-productos-frescos,1,503317,vc4aecomm-503317,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,20,pan-tostado-integral-ortiz-320-g,001630,8412600037348,2.85,ortiz,cat20002-productos-frescos,1,001630,521002613,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,21,langostino-cocido-3040-ud-500-g-aprox,391617,2928579000000,5.97,,cat20002-productos-frescos,1,391617,530102403,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,22,jamon-de-pavo-cocido-en-finas-lonchas-carrefour-el-mercado-sin-gluten-225-g,633785,8431876303124,1.75,carrefour,cat20002-productos-frescos,1,633785,vc4aecomm-633785,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,23,lomo-curado-en-lonchas-extrafinas-carrefour-el-mercado-sin-gluten-100-g,164494,8431876341331,2.85,carrefour,cat20002-productos-frescos,1,164494,vc4aecomm-164494,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2-unidad--50,,
EUR,catalog,24,preparado-de-carne-picada-de-vacuno-carrefour-el-mercado-500-g,479500,8431876358780,4.69,carrefour,cat20002-productos-frescos,1,479500,vc4aecomm-479500,carrefour,carrefour,home_delivery|drive,,,
