currency,item_list_name,index,item_name,item_id,item_ean,price,item_brand,item_category,quantity,item_sms,item_internal_id,item_provider,item_provider_type,item_shipping,coupon,item_variant,discount
EUR,catalog,1,ensalada-completa-cesar-american-style-florette-200-g,380766,8414516123528,3.35,florette,cat20002-productos-frescos,1,380766,fprod1450100,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,2,jamon-cocido-extra-loncheado-ricura-el-pozo-sin-gluten-300-g,987301,2983415000002,2.69,,cat20002-productos-frescos,1,987301,844300597,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,3,pechuga-de-pavo-cocida-en-finas-lonchas-carrefour-el-mercado-sin-gluten-225-g,050768,8431876327656,2.29,carrefour,cat20002-productos-frescos,1,050768,vc4aecomm-050768,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,4,preparado-de-carne-picada-de-vacuno-carrefour-el-mercado-500-g,479500,8431876358780,4.29,carrefour,cat20002-productos-frescos,1,479500,vc4aecomm-479500,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,5,lomo-curado-en-lonchas-extrafinas-carrefour-el-mercado-sin-gluten-100-g,164494,8431876341331,2.85,carrefour,cat20002-productos-frescos,1,164494,vc4aecomm-164494,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2-unidad--50,,
EUR,catalog,6,jamon-york-el-lonchas-sandwich-el-pozo-sin-gluten-sin-lactosa-225-g,710111,8410843036067,2.65,el-pozo,cat20002-productos-frescos,1,710111,vc4aecomm-710111,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2-unidad--50,,
EUR,catalog,7,fuet-casero-el-pozo-pack-de-2-unidades-de-150-g,710672,8410843051930,4.89,el-pozo,cat20002-productos-frescos,1,710672,vc4aecomm-710672,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2-unidad--50,,
EUR,catalog,8,bacon-sabor-ahumado-en-lonchas-oscar-mayer-sin-gluten-y-sin-lactosa-100-g,531625,8410320382106,1.5,,cat20002-productos-frescos,1,531625,vc4aecomm-531625,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,9,picos-artesanos-con-aceite-de-oliva-carrefour-240-g,261266,8431876031409,1.41,carrefour,cat20002-productos-frescos,1,261266,526104397,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,10,langostino-cocido-3040-ud-500-g-aprox,391617,2928579000000,5.97,,cat20002-productos-frescos,1,391617,530102403,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,11,hueso-garron-de-cerdo-carrefour-el-mercado-250-g-aprox,531801,2907325000006,1.0,carrefour,cat20002-productos-frescos,1,531801,vc4aecomm-531801,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,12,kiwi-ecologico-500-g,379175,8431418150100,3.69,,cat20002-productos-frescos,1,379175,699308899,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,13,pan-burguer-goiko-150-g,118677,8424465946796,1.88,,cat20002-productos-frescos,1,118677,vc4aecomm-118677,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,14,galleta-cookie-chocolate-blanco-y-frambuesa-1-ud,337537,8424465880311,1.05,,cat20002-productos-frescos,1,337537,vc4aecomm-337537,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,15,uva-rosada-a-granel-500-g-aprox,053860,2901679000002,2.49,,cat20002-productos-frescos,1,053860,530067056,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,16,crema-de-queso-cheddar-president-125-g,619080,3228023050469,2.05,president,cat20002-productos-frescos,1,619080,521030671,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2-unidad--50,,
EUR,catalog,17,bacon-ahumado-natural-carrefiur-400-g-aprox,366727,2994985000002,3.45,carrefour,cat20002-productos-frescos,1,366727,fprod1420069,carrefour,carrefour,home_delivery|drive,,loncha-fina-1mm|loncha-gruesa-34mm|loncha-normal-23mm,
EUR,catalog,18,trucha-asalmonada-circulo-de-calidad-600-g-aprox,349382,2994929000006,5.37,circulo-de-calidad,cat20002-productos-frescos,1,349382,fprod1370189,carrefour,carrefour,home_delivery|drive,,entero|entero-limpio,
EUR,catalog,19,entrecot-de-anojo-circulo-de-calidad-500-g-aprox,126668,2992727000006,8.14,circulo-de-calidad,cat20002-productos-frescos,1,126668,prod1070085,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_super-precio,,4.06
EUR,catalog,20,mini-berlinas-de-azucar-carrefour-5-ud,943337,2979973000004,1.5,,cat20002-productos-frescos,1,943337,prod160151,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,21,apio-verde-ecologico-carrefour-bio-400-g,362628,8431876217001,2.15,carrefour-bio,cat20002-productos-frescos,1,362628,607902488,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,22,preparado-de-carne-picada-de-vacuno-carrefour-el-mercado-2x450-g,479497,8431876358766,7.45,carrefour,cat20002-productos-frescos,1,479497,vc4aecomm-479497,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,23,alas-de-pollo-carrefour-14-kg-aprox,765484,2973182000008,5.03,carrefour,cat20002-productos-frescos,1,765484,773503949,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_precio-imbatible,,1.06
EUR,catalog,24,media-hogaza-de-pan-integral-de-trigo-espelta-carrefour-el-mercado-400-g,516203,8431876310399,1.94,carrefour,cat20002-productos-frescos,1,516203,vc4aecomm-516203,carrefour,carrefour,home_delivery|drive,,,
