currency,item_list_name,index,item_name,item_id,item_ean,price,item_brand,item_category,quantity,item_sms,item_internal_id,item_provider,item_provider_type,item_shipping,coupon,discount,item_variant
EUR,catalog,1,chorizo-extra-en-lonchas-carrefour-el-mercado-4x60-g,655156,2999868000001,2.15,carrefour,cat20002-productos-frescos,1,655156,vc4aecomm-655156,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,2,chapatta-cristal-kornspitz-2-unidades-de-93-g,493485,8431876324877,1.88,carrefour,cat20002-productos-frescos,1,493485,vc4aecomm-493485,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,3,briox-trenzado-especial-para-torrijas-600-g,158000,8436026530412,5.99,,cat20002-productos-frescos,1,158000,prod1120113,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2-unidad--50,,
EUR,catalog,4,chorizo-nobleza-en-lonchas-elpozo-sin-gluten-65-g,710817,8410843015994,0.99,el-pozo,cat20002-productos-frescos,1,710817,vc4aecomm-710817,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,5,pechuga-de-pollo-corte-extrafino-roler-320-g,324133,8431876362145,4.99,carrefour,cat20002-productos-frescos,1,324133,711907656,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,6,alas-de-pollo-carrefour-14-kg-aprox,765484,2973182000008,6.09,carrefour,cat20002-productos-frescos,1,765484,773503949,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,7,almejas-del-pacifico-cruda-congelado-carrefour-600-g,555461,8431876290783,2.19,carrefour,cat20002-productos-frescos,1,555461,vc4aecomm-555461,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,8,tomate-pera-ecologico-carrefour-bio-500-g,271982,8431876209952,2.99,carrefour-bio,cat20002-productos-frescos,1,271982,602104264,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,9,pan-burger-tgb-292-g-4-ud,612689,8424465921809,3.73,,cat20002-productos-frescos,1,612689,vc4aecomm-612689,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,10,tomate-cherry-cocktail-romantico-carrefour-300-g,369248,8431876318128,4.15,carrefour,cat20002-productos-frescos,1,369248,vc4aecomm-369248,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,11,fiambre-de-cerdo-cocido-en-lonchas-sandwich-carrefour-el-mercado-sin-gluten-450-g,710682,8431876282528,2.89,carrefour,cat20002-productos-frescos,1,710682,vc4aecomm-710682,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,12,salmon-ahumado-ecologico-carrefour-bio-85-g,713862,8431876318180,4.49,carrefour-bio,cat20002-productos-frescos,1,713862,vc4aecomm-713862,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,13,flauta-de-chocolate-6-ud,024900,2956628000008,3.09,carrefour,cat20002-productos-frescos,1,024900,vc4aecomm-024900,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,14,queso-fundido-en-porciones-la-vaca-que-rie-sin-gluten-250-g,002772,8410259101069,2.79,la-vaca-que-rie,cat20002-productos-frescos,1,002772,521030596,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,15,filetes-de-cinta-de-lomo-de-cerdo-carrefour-800-g-aprox,620851,2941802000004,5.32,carrefour,cat20002-productos-frescos,1,620851,521032487,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,16,queso-para-untar-sin-lactosa-carrefour-no-lactosa-200-g,284794,3560071008901,1.9,carrefour,cat20002-productos-frescos,1,284794,prod231484,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,17,mini-berlinas-bombon-carrefour-5-ud,943342,2979974000003,1.6,,cat20002-productos-frescos,1,943342,prod160156,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,18,contramuslo-de-pollo-carrefour-1-kg-aprox,961476,2981441000003,3.59,carrefour,cat20002-productos-frescos,1,961476,prod68072,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_super-precio,0.2,
EUR,catalog,19,queso-fresco-de-cabra-el-abuelo-300-g,075438,8423539011064,3.49,el-abuelo,cat20002-productos-frescos,1,075438,590203311,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,20,salmon-noruego-ahumado-reducido-en-sal-carrefour-extra-100-g-,069912,8431876270716,4.45,carrefour,cat20002-productos-frescos,1,069912,prod971845,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,21,lomo-de-atun-400-g-aprox,232145,2920710000009,7.96,,cat20002-productos-frescos,1,232145,659101740,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,22,salchichon-extra-cular-carrefour-al-corte-300-g-aprox,497340,2935284000003,4.47,carrefour,cat20002-productos-frescos,1,497340,607402569,carrefour,carrefour,home_delivery|drive,,,loncha-fina-1mm|loncha-gruesa-34mm|loncha-normal-23mm
EUR,catalog,23,sandwich-de-atun-con-huevo-y-lechuga-carrefour-200-g,676236,8431876302011,3.25,bon-appetit,cat20002-productos-frescos,1,676236,vc4aecomm-676236,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,24,jamon-cocido-extra-braseado-en-finas-lonchas-carrefour-el-mercado-sin-gluten-200-g,050734,8431876327618,2.19,carrefour,cat20002-productos-frescos,1,050734,vc4aecomm-050734,carrefour,carrefour,home_delivery|drive,,,
