currency,item_list_name,index,item_name,item_id,item_ean,price,item_brand,item_category,quantity,item_sms,item_internal_id,item_provider,item_provider_type,item_shipping,item_variant,coupon,discount
EUR,catalog,1,queso-de-vaca-tierno-200-g,822371,8431876261776,1.72,simpl,cat20002-productos-frescos,1,822371,prod420079,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,2,barra-aldeana-1-ud,423740,8436590721391,1.29,,cat20002-productos-frescos,1,423740,vc4aecomm-423740,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,3,zumo-de-naranja-recien-exprimido-carrefour-500-ml,444979,8431876269932,3.99,carrefour,cat20002-productos-frescos,1,444979,vc4aecomm-444979,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,4,panecillo-51-integral-carrefour-5-ud,699135,2971836000008,1.15,carrefour,cat20002-productos-frescos,1,699135,837617109,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,5,salmon-3-kg-aprox,145070,2912860000008,32.25,carrefour,cat20002-productos-frescos,1,145070,531731258,carrefour,carrefour,home_delivery|drive,entero-limpio|filete-con-piel|filetes-sin-piel|lomos|rodajas|entero,directo/sobre-producto/_precio-imbatible,6.42
EUR,catalog,6,queso-brie-60-mg-carrefour-200-g,685912,3560070930517,1.75,carrefour,cat20002-productos-frescos,1,685912,vc4aecomm-685912,carrefour,carrefour,home_delivery|drive,,directo/sobre-producto/_2-unidad--50,
EUR,catalog,7,dorada-de-racion-carrefour-600-g-aprox,033389,2901791000003,5.25,carrefour,cat20002-productos-frescos,1,033389,628108203,carrefour,carrefour,home_delivery|drive,entero|entero-limpio|rodajas|filetes|filetes-sin-piel|espalda-con-espina|espalda-sin-espina,directo/sobre-producto/_-10-acumulacion,
EUR,catalog,8,pechuga-de-pavo-cocida-en-lonchas-finas-campofrio-finissimas-sin-gluten-y-sin-lactosa-115-g,699370,8410320001809,2.15,pavofrio,cat20002-productos-frescos,1,699370,vc4aecomm-699370,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,9,pan-de-antano-carrefour-1-ud,219164,8431876276022,1.65,carrefour,cat20002-productos-frescos,1,219164,fprod1180084,carrefour,carrefour,home_delivery|drive,pieza|en-rebanadas,,
EUR,catalog,10,judia-ancha-350-g,488114,8437012989061,2.05,,cat20002-productos-frescos,1,488114,vc4aecomm-488114,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,11,ensalada-vital-carrefour-el-mercado-150-g,641524,8431876109207,0.99,carrefour,cat20002-productos-frescos,1,641524,521032364,carrefour,carrefour,home_delivery|drive,,directo/sobre-producto/_todo-a-1-,
EUR,catalog,12,queso-cottage-natural-proteina-plus-0-materia-grasa-carrefour-sensation-200-g,322721,8431876346527,1.41,carrefour,cat20002-productos-frescos,1,322721,vc4aecomm-322721,carrefour,carrefour,home_delivery|drive,,directo/sobre-producto/_2-unidad--50,
EUR,catalog,13,tomate-natural-rallado-carrefour-230-g,186169,8431876312249,1.0,carrefour,cat20002-productos-frescos,1,186169,vc4aecomm-186169,carrefour,carrefour,home_delivery|drive,,directo/sobre-producto/_todo-a-1-,
EUR,catalog,14,uva-bicolor-carrefour-bandeja-de-500-g,402110,8431876285635,2.95,carrefour,cat20002-productos-frescos,1,402110,fprod1460461,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,15,pan-de-chapata-gourmet-carrefour-380-g,262280,2937123000007,1.45,carrefour,cat20002-productos-frescos,1,262280,525964670,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,16,pera-blanquilla-carrefour-1-kg-aprox,293622,2964120000006,1.99,carrefour,cat20002-productos-frescos,1,293622,581701543,carrefour,carrefour,home_delivery|drive,,directo/sobre-producto/_super-precio,0.5
EUR,catalog,17,queso-fresco-classic-carrefour-500-g,423570,8431876352252,1.99,carrefour,cat20002-productos-frescos,1,423570,vc4aecomm-423570,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,18,queso-de-untar-light-classic-carrefour-300-g,918952,8431876328318,1.5,carrefour,cat20002-productos-frescos,1,918952,804713850,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,19,cebolla-dulce-carrefour-500-g,795906,8431876150346,1.88,carrefour,cat20002-productos-frescos,1,795906,521032281,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,20,manzana-golden-carrefour-15-kg-aprox,531314,2907320000001,2.92,carrefour,cat20002-productos-frescos,1,531314,vc4aecomm-531314,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,21,jamon-cocido-extra-en-lonchas-sin-colorantes-edicion-1954-elpozo-sin-gluten-y-sin-lactosa-120-g,710204,8410843144007,1.99,el-pozo,cat20002-productos-frescos,1,710204,prod261142,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,22,salchichas-frankfurt-campofrio-sin-gluten-sin-lactosa-pack-de-4-unidades-de-140-g,177375,8410320127363,2.25,campofrio,cat20002-productos-frescos,1,177375,531705139,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,23,rucula-y-canonigo-carrefour-el-mercado-100-g,108556,8431876254297,1.35,carrefour,cat20002-productos-frescos,1,108556,prod160425,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,24,pan-burger-brioche-carrefour-el-mercado-260-g,308678,2911147000007,2.83,carrefour,cat20002-productos-frescos,1,308678,vc4aecomm-308678,carrefour,carrefour,home_delivery|drive,,,
