currency,item_list_name,index,item_name,item_id,item_ean,price,item_brand,item_category,quantity,item_sms,item_internal_id,item_provider,item_provider_type,item_shipping,coupon,item_variant
EUR,catalog,1,queso-burrata-carrefour-extra-125-g,346467,8431876302608,1.89,carrefour,cat20002-productos-frescos,1,346467,vc4aecomm-346467,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,2,fuet-espetec-carrefour-el-mercado-sin-gluten-210-g,611098,8431876300222,2.79,carrefour,cat20002-productos-frescos,1,611098,vc4aecomm-611098,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,3,ensalada-baby-leaf-carrefour-el-mercado-70-g,644781,8431876109450,0.99,carrefour,cat20002-productos-frescos,1,644781,521032368,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_todo-a-1-,
EUR,catalog,4,bizcocho-rondo-de-yogur-carrefour-el-mercado-700-g,342503,8431876353914,2.95,carrefour,cat20002-productos-frescos,1,342503,vc4aecomm-342503,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,5,jamon-cocido-extra-en-finas-lonchas-carrefour-el-mercado-sin-gluten-2x225-g,050774,8431876327816,3.59,carrefour,cat20002-productos-frescos,1,050774,vc4aecomm-050774,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,6,corazon-de-lechuga-romana-650-g,461999,8437004873002,1.67,,cat20002-productos-frescos,1,461999,521032315,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,7,jamon-curado-en-lonchas-xxl-elpozo-seleccion-sin-gluten-y-sin-lactosa-225-g,711046,8410843137115,4.65,el-pozo,cat20002-productos-frescos,1,711046,vc4aecomm-711046,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,8,boniato-carrefour-1-kg-aprox,645288,2999754000009,2.79,carrefour,cat20002-productos-frescos,1,645288,vc4aecomm-645288,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,9,bollito-recubierto-de-chocolate-blanco-rayado-donettes-8-ud,682487,8410022116719,2.85,donettes,cat20002-productos-frescos,1,682487,vc4aecomm-682487,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,10,tortas-de-aceite-ines-rosales-180-g,046706,8410637112014,2.26,ines-rosales,cat20002-productos-frescos,1,046706,521008126,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,11,queso-fundido-en-lonchas-carrefour-classic-555-g,110231,8431876302691,2.39,carrefour,cat20002-productos-frescos,1,110231,vc4aecomm-110231,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,12,salmon-3-kg-aprox,145070,2912860000008,38.67,carrefour,cat20002-productos-frescos,1,145070,531731258,carrefour,carrefour,home_delivery|drive,,entero-limpio|filete-con-piel|filetes-sin-piel|lomos|rodajas|entero
EUR,catalog,13,jamon-curado-reducido-en-sal-navidul-45-g,695941,8410320260329,0.99,navidul,cat20002-productos-frescos,1,695941,vc4aecomm-695941,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,14,lomo-embuchado-en-lonchas-carrefour-sin-gluten-pack-de-4-unidades-de-3125-g,709767,8431876291575,2.39,carrefour,cat20002-productos-frescos,1,709767,vc4aecomm-709767,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,15,croissant-brioche-1-ud,651611,8424465942460,0.79,,cat20002-productos-frescos,1,651611,vc4aecomm-651611,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,16,zumo-de-naranja-recien-exprimido-carrefour-1-l,444984,8431876269949,6.29,carrefour,cat20002-productos-frescos,1,444984,vc4aecomm-444984,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,17,limon-circulo-de-calidad-15-kg,566968,8431876363579,3.29,carrefour,cat20002-productos-frescos,1,566968,vc4aecomm-566968,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,18,queso-de-vaca-tierno-200-g,822371,8431876261776,1.72,simpl,cat20002-productos-frescos,1,822371,prod420079,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,19,zumo-de-naranja-recien-exprimido-carrefour-500-ml,444979,8431876269932,3.99,carrefour,cat20002-productos-frescos,1,444979,vc4aecomm-444979,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,20,queso-brie-60-mg-carrefour-200-g,685912,3560070930517,1.75,carrefour,cat20002-productos-frescos,1,685912,vc4aecomm-685912,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2-unidad--50,
EUR,catalog,21,perejil-manojo-150-g,050311,8437001904105,1.0,,cat20002-productos-frescos,1,050311,521032285,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,22,barra-aldeana-1-ud,423740,8436590721391,1.29,,cat20002-productos-frescos,1,423740,vc4aecomm-423740,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,23,queso-cottage-natural-proteina-plus-0-materia-grasa-carrefour-sensation-200-g,322721,8431876346527,1.41,carrefour,cat20002-productos-frescos,1,322721,vc4aecomm-322721,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2-unidad--50,
EUR,catalog,24,panecillo-51-integral-carrefour-5-ud,699135,2971836000008,1.15,carrefour,cat20002-productos-frescos,1,699135,837617109,carrefour,carrefour,home_delivery|drive,,
