currency,item_list_name,index,item_name,item_id,item_ean,price,item_brand,item_category,quantity,item_sms,item_internal_id,item_provider,item_provider_type,item_shipping,coupon,item_variant
EUR,catalog,1,filetes-de-merluza-argentina-carrefour-extra-1-kg,516881,3560071528881,10.09,carrefour,cat20002-productos-frescos,1,516881,vc4aecomm-516881,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,2,queso-havarti-en-lonchas-arla-150-g,253200,5711953016769,3.49,arla,cat20002-productos-frescos,1,253200,522714728,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2-unidad--50,
EUR,catalog,3,tomate-pera-rama-carrefour-500-g,143151,8431876274387,2.35,carrefour,cat20002-productos-frescos,1,143151,prod1090039,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,4,hamburguesa-de-pavo-y-pollo-carrefour-540-g,374189,8431876283655,3.89,carrefour,cat20002-productos-frescos,1,374189,fprod1430144,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,5,albondigas-de-cerdo-carrefour-el-mercado-sin-gluten-y-sin-lactosa-800-g,315820,8431876351743,4.25,carrefour,cat20002-productos-frescos,1,315820,vc4aecomm-315820,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,6,jamon-cocido-extra-ecologico-en-lonchas-carrefour-bio-sin-lactosa-100-g,625762,8431876299533,2.79,carrefour-bio,cat20002-productos-frescos,1,625762,vc4aecomm-625762,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,7,queso-de-vaca-semicurado-200-g,822369,8431876261783,2.25,simpl,cat20002-productos-frescos,1,822369,prod420090,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,8,pan-de-hamburguesa-rustica-xxl-4-ud,067400,8431876299472,1.41,carrefour,cat20002-productos-frescos,1,067400,prod190377,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,9,lasana-de-espinacas-y-crema-de-queso-fundido-de-cabra-carrefour-el-mercado-350-g,892199,8431876254020,2.85,carrefour,cat20002-productos-frescos,1,892199,793846722,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,10,queso-rallado-filatto-especial-pasta-el-caserio-80-g,167044,7622201107680,1.76,el-caserio,cat20002-productos-frescos,1,167044,vc4aecomm-167044,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,11,pan-con-pasas-y-nueces-1-ud,614486,8424465945577,2.73,,cat20002-productos-frescos,1,614486,vc4aecomm-614486,carrefour,carrefour,home_delivery|drive,,pieza|en-rebanadas
EUR,catalog,12,pollo-entero-limpio-carrefour-25-kg-aprox,184949,2962587000003,8.12,carrefour,cat20002-productos-frescos,1,184949,536500199,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,13,brotes-de-espinaca-y-rucula-carrefour-el-mercado-150-g,795442,8431876148831,1.69,carrefour,cat20002-productos-frescos,1,795442,530102451,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,14,galleta-cookie-chocolate-blanco-y-frambuesa-1-ud,337537,8424465880311,1.05,,cat20002-productos-frescos,1,337537,vc4aecomm-337537,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,15,queso-tierno-en-porciones-mini-babybel-120-g,221478,3073780902366,3.19,babybel,cat20002-productos-frescos,1,221478,521030744,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,16,pollo-entero-en-trozos-carrefour-2-kg-aprox,128501,2945795000003,7.9,carrefour,cat20002-productos-frescos,1,128501,vc4aecomm-128501,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,17,jamon-cocido-extra-receta-artesana-el-pozo-sin-gluten-y-sin-lactosa-170-g,412103,2969929000004,3.35,el-pozo,cat20002-productos-frescos,1,412103,764802164,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2-unidad--50,
EUR,catalog,18,remolacha-entera-cocida-ecologica-carrefour-bio-500-g,354192,8431876353495,1.29,carrefour-bio,cat20002-productos-frescos,1,354192,vc4aecomm-354192,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,19,guacamole-carrefour-bio-tarrina-200-g,285042,8433771132120,1.99,,cat20002-productos-frescos,1,285042,prod240332,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,20,pechuga-de-pollo-cocida-en-finas-lonchas-carrefour-el-mercado-sin-gluten-200-g,050764,8431876327694,2.35,carrefour,cat20002-productos-frescos,1,050764,vc4aecomm-050764,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,21,queso-de-oveja-viejo-classic-carrefour-cuna-250-g-,104842,8431876347142,4.35,carrefour,cat20002-productos-frescos,1,104842,vc4aecomm-104842,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2-unidad--50,
EUR,catalog,22,sandwich-tortilla-mixto-carrefour-140-g,676232,8431876301946,2.15,bon-appetit,cat20002-productos-frescos,1,676232,vc4aecomm-676232,carrefour,carrefour,home_delivery|drive,,
EUR,catalog,23,queso-brie-punta-president-200-g,685913,3228020232028,3.85,president,cat20002-productos-frescos,1,685913,vc4aecomm-685913,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2-unidad--50,
EUR,catalog,24,queso-azul-semicurado-carrefour-extra-cuna-de-180-g,689738,8431876290530,2.35,carrefour,cat20002-productos-frescos,1,689738,vc4aecomm-689738,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2-unidad--50,
