currency,item_list_name,index,item_name,item_id,item_ean,price,item_brand,item_category,quantity,item_sms,item_internal_id,item_provider,item_provider_type,item_shipping,coupon,discount,item_variant
EUR,catalog,1,manzana-roja-15-kg-aprox,531337,2907322000009,2.98,carrefour,cat20002-productos-frescos,1,531337,vc4aecomm-531337,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,2,platano-carrefour-bio-600-g-aprox,545424,2936944000005,2.75,carrefour-bio,cat20002-productos-frescos,1,545424,vc4aecomm-545424,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,3,trenza-maple-pecan-98-g,497528,5701014071370,0.85,,cat20002-productos-frescos,1,497528,vc4aecomm-497528,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,4,pina-del-monte-zero-pieza-2-kg-aprox,017004,2950985000008,3.7,,cat20002-productos-frescos,1,017004,616401668,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_super-precio,1.08,
EUR,catalog,5,jamon-cocido-extra-en-lonchas-finas-campofrio-finissimas-sin-gluten-y-sin-lactosa-115-g,699384,8410320001816,2.15,campofrio,cat20002-productos-frescos,1,699384,vc4aecomm-699384,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,6,manzana-granny-circulo-de-calidad-1-kg,261963,2921819000006,2.09,circulo-de-calidad,cat20002-productos-frescos,1,261963,529921821,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,7,panecillos-tostados-clasicos-carrefour-extra-300-g,653635,8431876296617,1.13,carrefour,cat20002-productos-frescos,1,653635,vc4aecomm-653635,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,8,queso-cheddar-en-lonchas-carrefour-200-g,695537,3560070168651,1.99,carrefour,cat20002-productos-frescos,1,695537,521030715,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,9,queso-fresco-classic-carrefour-250-g,423583,8431876352269,1.09,carrefour,cat20002-productos-frescos,1,423583,vc4aecomm-423583,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,10,queso-en-polvo-especial-pasta-carrefour-sin-gluten-150-g,337179,8431876275834,1.34,carrefour,cat20002-productos-frescos,1,337179,fprod1350064,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,11,brocoli-carrefour-a-granel-500-g-aprox,241502,2993408000001,1.27,carrefour,cat20002-productos-frescos,1,241502,fprod1270119,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,12,ajo-ecologico-carrefour-bio-3-uds,091970,8431876332216,2.29,carrefour-bio,cat20002-productos-frescos,1,091970,646001855,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,13,alas-de-pollo-carrefour-1-kg-aprox,293104,2966982000002,3.59,carrefour,cat20002-productos-frescos,1,293104,773501317,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_precio-imbatible,0.76,troceados|enteras
EUR,catalog,14,serenitos-con-aceite-de-oliva-seleccion-gourmet-130-g,887178,8427841101017,2.03,,cat20002-productos-frescos,1,887178,791562805,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,15,croissant-carrefour-6-uds,797368,2958978000004,2.94,carrefour,cat20002-productos-frescos,1,797368,prod301383,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,16,bollo-de-petitas-chocolate-con-leche-weikis-la-bella-easo-6-ud,415187,8410099571794,2.85,la-bella-easo,cat20002-productos-frescos,1,415187,521007263,carrefour,carrefour,home_delivery|drive,directo/sobre-producto/_2-unidad--50,,
EUR,catalog,17,arandanos-carrefour-500-g,572288,8431876295863,7.59,carrefour,cat20002-productos-frescos,1,572288,vc4aecomm-572288,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,18,longaniza-blanca-carrefour-el-mercado-500-g-aprox,058970,2956826000008,3.14,carrefour,cat20002-productos-frescos,1,058970,vc4aecomm-058970,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,19,pan-bocata-sin-aditivos-carrefour-4-ud,035496,2991873000007,1.31,carrefour,cat20002-productos-frescos,1,035496,prod890105,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,20,mortadela-en-lonchas-carrefour-el-mercado-sin-gluten-250-g,710701,8431876282658,1.35,carrefour,cat20002-productos-frescos,1,710701,vc4aecomm-710701,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,21,pechuga-de-pavo-braseada-en-lonchas-finas-campofrio-finissimas-sin-gluten-y-sin-lactosa-115-g,695342,8410320077941,1.89,campofrio,cat20002-productos-frescos,1,695342,vc4aecomm-695342,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,22,croissant-frankfurt-campofrio-1-ud,925179,8424465944983,1.05,,cat20002-productos-frescos,1,925179,prod1160265,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,23,jamon-curado-en-lonchas-navidul-sin-gluten-45-g,698960,8410320127936,0.99,navidul,cat20002-productos-frescos,1,698960,vc4aecomm-698960,carrefour,carrefour,home_delivery|drive,,,
EUR,catalog,24,pechuguita-de-pollo-asada-al-horno-en-lonchas-la-carlotena-sin-gluten-100-g,782938,8437000405931,2.19,,cat20002-productos-frescos,1,782938,774804025,carrefour,carrefour,home_delivery|drive,,,
