Data de captura,Hora de captura,Categoria,Descripció,Preu unitari,Preu/kg,URL,Imatge,Disponibilitat
06-04-2025,10:05:22,Productos Frescos,Jamón cocido extra Campofrío al corte 150 g aprox,"1,93 €","12,90 €/kg",https://www.carrefour.es/supermercado/jamon-cocido-extra-campofrio-al-corte-150-g-aprox/R-793945569/p,https://static.carrefour.es/hd_350x_/img_pim_food/892550_00_1.jpg,Disponible
06-04-2025,10:05:22,Productos Frescos,Pimiento verde lamuyo  granel 1 Kg aprox,"2,79 €","2,79 €/kg",https://www.carrefour.es/supermercado/pimiento-verde-lamuyo-granel-1-kg-aprox/R-548801612/p,https://static.carrefour.es/hd_350x_/img_pim_food/050236_00_1.jpg,Disponible
06-04-2025,10:05:22,Productos Frescos,Pechuga de pavo en lonchas Carrefour El Mercado sin gluten 2x200 g,,"9,12 €/kg",https://www.carrefour.es/supermercado/pechuga-de-pavo-en-lonchas-carrefour-el-mercado-sin-gluten-2x200-g/R-VC4AECOMM-050651/p,https://static.carrefour.es/hd_350x_/img_pim_food/050651_00_1.jpg,Disponible
06-04-2025,10:05:22,Productos Frescos,Berlinas bombón Donuts 4 ud.,"2,99 €","13,59 €/kg",https://www.carrefour.es/supermercado/berlinas-bombon-donuts-4-ud/R-715505824/p,https://static.carrefour.es/hd_350x_/img_pim_food/488506_00_1.jpg,Disponible
06-04-2025,10:05:23,Productos Frescos,Queso tierno en lonchas Carrefour 200 g.,"2,05 €","10,25 €/kg",https://www.carrefour.es/supermercado/queso-tierno-en-lonchas-carrefour-200-g/R-521030523/p,https://static.carrefour.es/hd_350x_/img_pim_food/424955_00_1.jpg,Disponible
06-04-2025,10:05:23,Productos Frescos,Pan Carrefour 5 ud,"1,19 €","2,97 €/kg",https://www.carrefour.es/supermercado/pan-carrefour-5-ud/R-711411255/p,https://static.carrefour.es/hd_350x_/img_pim_food/427706_00_1.jpg,Disponible
06-04-2025,10:05:23,Productos Frescos,Queso mozzarella en lonchas Carrefour 200 g.,"1,78 €","8,90 €/kg",https://www.carrefour.es/supermercado/queso-mozzarella-en-lonchas-carrefour-200-g/R-521030724/p,https://static.carrefour.es/hd_350x_/img_pim_food/695564_00_1.jpg,Disponible
06-04-2025,10:05:23,Productos Frescos,Lomo de cerdo adobado extra en filetes Carrefour 500 g aprox,,"6,65 €/kg",https://www.carrefour.es/supermercado/lomo-de-cerdo-adobado-extra-en-filetes-carrefour-500-g-aprox/R-VC4AECOMM-679647/p,https://static.carrefour.es/hd_350x_/img_pim_food/679647_00_1.jpg,Disponible
06-04-2025,10:05:23,Productos Frescos,Chorizo extra dulce Carrefour sin gluten 280 g.,"2,49 €","8,89 €/kg",https://www.carrefour.es/supermercado/chorizo-extra-dulce-carrefour-sin-gluten-280-g/R-VC4AECOMM-709826/p,https://static.carrefour.es/hd_350x_/img_pim_food/709826_00_1.jpg,Disponible
06-04-2025,10:05:23,Productos Frescos,Fuet espetec Carrefour El Mercado sin gluten 210 g,"2,79 €","13,29 €/kg",https://www.carrefour.es/supermercado/fuet-espetec-carrefour-el-mercado-sin-gluten-210-g/R-VC4AECOMM-611098/p,https://static.carrefour.es/hd_350x_/img_pim_food/611098_00_1.jpg,Disponible
06-04-2025,10:06:03,Productos Frescos,Queso burrata Carrefour Extra 125 g.,"1,89 €","15,12 €/kg",https://www.carrefour.es/supermercado/queso-burrata-carrefour-extra-125-g/R-VC4AECOMM-346467/p,https://static.carrefour.es/hd_350x_/img_pim_food/346467_00_1.jpg,Disponible
06-04-2025,10:06:04,Productos Frescos,Queso roquefort D.O.P Extra Carrefour cuña 100 g,"1,90 €",19 €/kg,https://www.carrefour.es/supermercado/queso-roquefort-dop-extra-carrefour-cuna-100-g/R-prod841268/p,https://static.carrefour.es/hd_350x_/img_pim_food/683274_00_1.jpg,Disponible
06-04-2025,10:06:04,Productos Frescos,Uva rosada sin pepitas Carrefour El Mercado bandeja de 500 g,"2,79 €","5,58 €/kg",https://www.carrefour.es/supermercado/uva-rosada-sin-pepitas-carrefour-el-mercado-bandeja-de-500-g/R-fprod1460463/p,https://static.carrefour.es/hd_350x_/img_pim_food/402114_00_1.jpg,Disponible
06-04-2025,10:06:04,Productos Frescos,Lubina 600 g aprox,,"7,85 €/kg",https://www.carrefour.es/supermercado/lubina-600-g-aprox/R-790212148/p,https://static.carrefour.es/hd_350x_/img_pim_food/301585_00_1.jpg,Disponible
06-04-2025,10:06:04,Productos Frescos,Bizcocho rondo de yogur Carrefour El Mercado 700 g,"2,95 €","4,21 €/kg",https://www.carrefour.es/supermercado/bizcocho-rondo-de-yogur-carrefour-el-mercado-700-g/R-VC4AECOMM-342503/p,https://static.carrefour.es/hd_350x_/img_pim_food/342503_00_1.jpg,Disponible
06-04-2025,10:06:05,Productos Frescos,Jamón cocido extra en finas lonchas Carrefour El Mercado sin gluten 2x225 g,"3,59 €","7,98 €/kg",https://www.carrefour.es/supermercado/jamon-cocido-extra-en-finas-lonchas-carrefour-el-mercado-sin-gluten-2x225-g/R-VC4AECOMM-050774/p,https://static.carrefour.es/hd_350x_/img_pim_food/050774_00_1.jpg,Disponible
06-04-2025,10:06:05,Productos Frescos,Corazón de lechuga romana 650 g,"1,67 €","2,57 €/kg",https://www.carrefour.es/supermercado/corazon-de-lechuga-romana-650-g/R-521032315/p,https://static.carrefour.es/hd_350x_/img_pim_food/461999_00_1.jpg,Disponible
06-04-2025,10:06:06,Productos Frescos,Bollito recubierto de chocolate blanco rayado Donettes 8 ud.,"2,85 €","16,19 €/kg",https://www.carrefour.es/supermercado/bollito-recubierto-de-chocolate-blanco-rayado-donettes-8-ud/R-VC4AECOMM-682487/p,https://static.carrefour.es/hd_350x_/img_pim_food/682487_00_1.jpg,Disponible
06-04-2025,10:06:06,Productos Frescos,Jamón Curado en lonchas XXL Elpozo Selección sin gluten y sin lactosa 225 g,"4,65 €","20,67 €/kg",https://www.carrefour.es/supermercado/jamon-curado-en-lonchas-xxl-elpozo-seleccion-sin-gluten-y-sin-lactosa-225-g/R-VC4AECOMM-711046/p,https://static.carrefour.es/hd_350x_/img_pim_food/711046_00_1.jpg,Disponible
06-04-2025,10:06:06,Productos Frescos,Naranjas de mesa Carrefour el Mercado 3 kg,"3,85 €","1,28 €/kg",https://www.carrefour.es/supermercado/naranjas-de-mesa-carrefour-el-mercado-3-kg/R-VC4AECOMM-385545/p,https://static.carrefour.es/hd_350x_/img_pim_food/385545_00_1.jpg,Disponible
06-04-2025,10:06:06,Productos Frescos,Tortas de aceite Inés Rosales 180 g.,"2,25 €","12,50 €/kg",https://www.carrefour.es/supermercado/tortas-de-aceite-ines-rosales-180-g/R-521008126/p,https://static.carrefour.es/hd_350x_/img_pim_food/046706_00_1.jpg,Disponible
06-04-2025,10:06:06,Productos Frescos,Queso Fundido en Lonchas Carrefour Classic 555 g.,"2,39 €","4,31 €/kg",https://www.carrefour.es/supermercado/queso-fundido-en-lonchas-carrefour-classic-555-g/R-VC4AECOMM-110231/p,https://static.carrefour.es/hd_350x_/img_pim_food/110231_00_1.jpg,Disponible
06-04-2025,10:06:06,Productos Frescos,Jamón curado reducido en sal Navidul 45 g,"0,99 €",22 €/kg,https://www.carrefour.es/supermercado/jamon-curado-reducido-en-sal-navidul-45-g/R-VC4AECOMM-695941/p,https://static.carrefour.es/hd_350x_/img_pim_food/695941_00_1.jpg,Disponible
06-04-2025,10:06:06,Productos Frescos,"Lomo Embuchado en lonchas Carrefour sin gluten pack de 4 unidades de 31,25 g","2,39 €","19,12 €/kg",https://www.carrefour.es/supermercado/lomo-embuchado-en-lonchas-carrefour-sin-gluten-pack-de-4-unidades-de-3125-g/R-VC4AECOMM-709767/p,https://static.carrefour.es/hd_350x_/img_pim_food/709767_00_1.jpg,Disponible
06-04-2025,10:06:06,Productos Frescos,Croissant Brioche 1 ud.,"0,79 €","7,18 €/kg",https://www.carrefour.es/supermercado/croissant-brioche-1-ud/R-VC4AECOMM-651611/p,https://static.carrefour.es/hd_350x_/img_pim_food/651611_00_1.jpg,Disponible
06-04-2025,10:06:06,Productos Frescos,Zumo de naranja recién exprimido Carrefour 1 l,"6,29 €","6,29 €/l",https://www.carrefour.es/supermercado/zumo-de-naranja-recien-exprimido-carrefour-1-l/R-VC4AECOMM-444984/p,https://static.carrefour.es/hd_350x_/img_pim_food/444984_00_1.jpg,Disponible
06-04-2025,10:06:06,Productos Frescos,Salmón 3 kg aprox,,"10,75 €/kg",https://www.carrefour.es/supermercado/salmon-3-kg-aprox/R-531731258/p,https://static.carrefour.es/hd_350x_/img_pim_food/145070_00_1.jpg,Disponible
06-04-2025,10:06:07,Productos Frescos,Berlina Fondant Donuts 204 g.,"2,99 €","14,66 €/kg",https://www.carrefour.es/supermercado/berlina-fondant-donuts-204-g/R-590204453/p,https://static.carrefour.es/hd_350x_/img_pim_food/153863_00_1.jpg,Disponible
06-04-2025,10:06:07,Productos Frescos,Queso de vaca tierno 200 g.,"1,72 €","8,60 €/kg",https://www.carrefour.es/supermercado/queso-de-vaca-tierno-200-g/R-prod420079/p,https://static.carrefour.es/hd_350x_/img_pim_food/822371_00_1.jpg,Disponible
06-04-2025,10:06:07,Productos Frescos,Zumo de naranja recién exprimido Carrefour 500 ml,"3,99 €","7,98 €/l",https://www.carrefour.es/supermercado/zumo-de-naranja-recien-exprimido-carrefour-500-ml/R-VC4AECOMM-444979/p,https://static.carrefour.es/hd_350x_/img_pim_food/444979_00_1.jpg,Disponible
06-04-2025,10:06:07,Productos Frescos,Queso brie 60% M.G Carrefour 200 g,"1,75 €","8,75 €/kg",https://www.carrefour.es/supermercado/queso-brie-60-mg-carrefour-200-g/R-VC4AECOMM-685912/p,https://static.carrefour.es/hd_350x_/img_pim_food/685912_00_1.jpg,Disponible
06-04-2025,10:06:07,Productos Frescos,Barra aldeana 1 ud.,"1,29 €","5,37 €/kg",https://www.carrefour.es/supermercado/barra-aldeana-1-ud/R-VC4AECOMM-423740/p,https://static.carrefour.es/hd_350x_/img_pim_food/423740_00_1.jpg,Disponible
06-04-2025,10:06:07,Productos Frescos,Pera Blanquilla Carrefour 1 kg aprox,,"1,99 €/kg",https://www.carrefour.es/supermercado/pera-blanquilla-carrefour-1-kg-aprox/R-581701543/p,https://static.carrefour.es/hd_350x_/img_pim_food/293622_00_1.jpg,Disponible
06-04-2025,10:06:07,Productos Frescos,Panecillo 51% integral Carrefour 5 ud,"1,15 €","0,23 €/ud",https://www.carrefour.es/supermercado/panecillo-51-integral-carrefour-5-ud/R-837617109/p,https://static.carrefour.es/hd_350x_/img_pim_food/699135_00_1.jpg,Disponible
06-04-2025,10:06:48,Productos Frescos,Queso Cottage Natural Proteína Plus 0% materia grasa Carrefour Sensation 200 g.,"1,41 €","7,05 €/kg",https://www.carrefour.es/supermercado/queso-cottage-natural-proteina-plus-0-materia-grasa-carrefour-sensation-200-g/R-VC4AECOMM-322721/p,https://static.carrefour.es/hd_350x_/img_pim_food/322721_00_1.jpg,Disponible
06-04-2025,10:06:48,Productos Frescos,Pan de antaño Carrefour 1 ud,"1,65 €","4,12 €/kg",https://www.carrefour.es/supermercado/pan-de-antano-carrefour-1-ud/R-fprod1180084/p,https://static.carrefour.es/hd_350x_/img_pim_food/219164_00_1.jpg,Disponible
06-04-2025,10:06:48,Productos Frescos,Judía ancha 350 g,"2,05 €","5,86 €/kg",https://www.carrefour.es/supermercado/judia-ancha-350-g/R-VC4AECOMM-488114/p,https://static.carrefour.es/hd_350x_/img_pim_food/488114_00_1.jpg,Disponible
06-04-2025,10:06:48,Productos Frescos,Ensalada vital Carrefour El Mercado 150 g,"0,99 €","6,60 €/kg",https://www.carrefour.es/supermercado/ensalada-vital-carrefour-el-mercado-150-g/R-521032364/p,https://static.carrefour.es/hd_350x_/img_pim_food/641524_00_1.jpg,Disponible
06-04-2025,10:06:48,Productos Frescos,Tomate natural rallado Carrefour 230 g,1 €,"4,35 €/kg",https://www.carrefour.es/supermercado/tomate-natural-rallado-carrefour-230-g/R-VC4AECOMM-186169/p,https://static.carrefour.es/hd_350x_/img_pim_food/186169_00_1.jpg,Disponible
06-04-2025,10:06:49,Productos Frescos,Pechuga de Pavo cocida en lonchas finas Campofrío Finissimas sin gluten y sin lactosa 115 g,"2,15 €","18,70 €/kg",https://www.carrefour.es/supermercado/pechuga-de-pavo-cocida-en-lonchas-finas-campofrio-finissimas-sin-gluten-y-sin-lactosa-115-g/R-VC4AECOMM-699370/p,https://static.carrefour.es/hd_350x_/img_pim_food/699370_00_1.jpg,Disponible
06-04-2025,10:06:49,Productos Frescos,Crema de queso Original Philadelphia 350 g.,"3,65 €","10,43 €/kg",https://www.carrefour.es/supermercado/crema-de-queso-original-philadelphia-350-g/R-704404251/p,https://static.carrefour.es/hd_350x_/img_pim_food/409343_00_1.jpg,Disponible
06-04-2025,10:06:49,Productos Frescos,Dorada de ración Carrefour 600 g aprox,"5,25 €","8,75 €/kg",https://www.carrefour.es/supermercado/dorada-de-racion-carrefour-600-g-aprox/R-628108203/p,https://static.carrefour.es/hd_350x_/img_pim_food/033389_00_1.jpg,Disponible
06-04-2025,10:06:49,Productos Frescos,"Manzana golden Carrefour 1,5 kg aprox","2,92 €","1,95 €/kg",https://www.carrefour.es/supermercado/manzana-golden-carrefour-15-kg-aprox/R-VC4AECOMM-531314/p,https://static.carrefour.es/hd_350x_/img_pim_food/531314_00_1.jpg,Disponible
06-04-2025,10:06:49,Productos Frescos,Uva bicolor Carrefour bandeja de 500 g,"2,95 €","5,90 €/kg",https://www.carrefour.es/supermercado/uva-bicolor-carrefour-bandeja-de-500-g/R-fprod1460461/p,https://static.carrefour.es/hd_350x_/img_pim_food/402110_00_1.jpg,Disponible
06-04-2025,10:06:49,Productos Frescos,Pan de chapata Gourmet Carrefour 380 g,"1,45 €","3,45 €/kg",https://www.carrefour.es/supermercado/pan-de-chapata-gourmet-carrefour-380-g/R-525964670/p,https://static.carrefour.es/hd_350x_/img_pim_food/262280_00_1.jpg,Disponible
06-04-2025,10:06:49,Productos Frescos,Queso de untar light Classic Carrefour 300 g.,"1,50 €",5 €/kg,https://www.carrefour.es/supermercado/queso-de-untar-light-classic-carrefour-300-g/R-804713850/p,https://static.carrefour.es/hd_350x_/img_pim_food/918952_00_1.jpg,Disponible
06-04-2025,10:06:49,Productos Frescos,Queso fresco Classic´ Carrefour 500 g,"1,99 €","3,98 €/kg",https://www.carrefour.es/supermercado/queso-fresco-classic-carrefour-500-g/R-VC4AECOMM-423570/p,https://static.carrefour.es/hd_350x_/img_pim_food/423570_00_1.jpg,Disponible
06-04-2025,10:06:49,Productos Frescos,Cebolla dulce Carrefour 500 g,"1,88 €","3,76 €/kg",https://www.carrefour.es/supermercado/cebolla-dulce-carrefour-500-g/R-521032281/p,https://static.carrefour.es/hd_350x_/img_pim_food/795906_00_1.jpg,Disponible
06-04-2025,10:06:50,Productos Frescos,Jamón cocido extra en lonchas sin colorantes Edición 1954 ElPozo sin gluten y sin lactosa 120 g,"1,99 €","13,27 €/kg",https://www.carrefour.es/supermercado/jamon-cocido-extra-en-lonchas-sin-colorantes-edicion-1954-elpozo-sin-gluten-y-sin-lactosa-120-g/R-prod261142/p,https://static.carrefour.es/hd_350x_/img_pim_food/710204_00_1.jpg,Disponible
06-04-2025,10:06:50,Productos Frescos,Rúcula y canónigo Carrefour El Mercado 100 g,"1,35 €","13,50 €/kg",https://www.carrefour.es/supermercado/rucula-y-canonigo-carrefour-el-mercado-100-g/R-prod160425/p,https://static.carrefour.es/hd_350x_/img_pim_food/108556_00_1.jpg,Disponible
06-04-2025,10:06:50,Productos Frescos,Salchichas Frankfurt Campofrío sin gluten sin lactosa pack de 4 unidades de 140 g.,"2,25 €","4,02 €/kg",https://www.carrefour.es/supermercado/salchichas-frankfurt-campofrio-sin-gluten-sin-lactosa-pack-de-4-unidades-de-140-g/R-531705139/p,https://static.carrefour.es/hd_350x_/img_pim_food/177375_00_1.jpg,Disponible
06-04-2025,10:06:50,Productos Frescos,Pan Burger brioche Carrefour El Mercado 260 g,"2,83 €","10,88 €/kg",https://www.carrefour.es/supermercado/pan-burger-brioche-carrefour-el-mercado-260-g/R-VC4AECOMM-308678/p,https://static.carrefour.es/hd_350x_/img_pim_food/308678_00_1.jpg,Disponible
06-04-2025,10:06:50,Productos Frescos,Plátano Carrefour Bio 600 g aprox,"2,75 €","4,59 €/kg",https://www.carrefour.es/supermercado/platano-carrefour-bio-600-g-aprox/R-VC4AECOMM-545424/p,https://static.carrefour.es/hd_350x_/img_pim_food/545424_00_1.jpg,Disponible
06-04-2025,10:06:50,Productos Frescos,Piña del Monte zero pieza 2 Kg aprox,,"1,85 €/kg",https://www.carrefour.es/supermercado/pina-del-monte-zero-pieza-2-kg-aprox/R-616401668/p,https://static.carrefour.es/hd_350x_/img_pim_food/017004_00_1.jpg,Disponible
06-04-2025,10:06:50,Productos Frescos,Trenza maple pecan 98 g,"0,85 €","8,67 €/kg",https://www.carrefour.es/supermercado/trenza-maple-pecan-98-g/R-VC4AECOMM-497528/p,https://static.carrefour.es/hd_350x_/img_pim_food/497528_00_1.jpg,Disponible
06-04-2025,10:06:50,Productos Frescos,Patata para guarnición Carrefour 1 Kg,"2,49 €","2,49 €/kg",https://www.carrefour.es/supermercado/patata-para-guarnicion-carrefour-1-kg/R-693401847/p,https://static.carrefour.es/hd_350x_/img_pim_food/809256_00_1.jpg,Disponible
06-04-2025,10:06:50,Productos Frescos,Manzana granny Círculo de Calidad 1 kg,"2,09 €","2,09 €/kg",https://www.carrefour.es/supermercado/manzana-granny-circulo-de-calidad-1-kg/R-529921821/p,https://static.carrefour.es/hd_350x_/img_pim_food/261963_00_1.jpg,Disponible
06-04-2025,10:06:50,Productos Frescos,Alas de pollo Carrefour 1 kg aprox,,"3,59 €/kg",https://www.carrefour.es/supermercado/alas-de-pollo-carrefour-1-kg-aprox/R-773501317/p,https://static.carrefour.es/hd_350x_/img_pim_food/293104_00_1.jpg,Disponible
06-04-2025,10:07:31,Productos Frescos,Queso cheddar en lonchas Carrefour 200 g.,"1,99 €","9,95 €/kg",https://www.carrefour.es/supermercado/queso-cheddar-en-lonchas-carrefour-200-g/R-521030715/p,https://static.carrefour.es/hd_350x_/img_pim_food/695537_00_1.jpg,Disponible
06-04-2025,10:07:31,Productos Frescos,Panecillos tostados clásicos Carrefour Extra 300 g.,"1,13 €","3,77 €/kg",https://www.carrefour.es/supermercado/panecillos-tostados-clasicos-carrefour-extra-300-g/R-VC4AECOMM-653635/p,https://static.carrefour.es/hd_350x_/img_pim_food/653635_00_1.jpg,Disponible
06-04-2025,10:07:31,Productos Frescos,Bollo de petitas chocolate con leche Weikis La Bella Easo 6 ud.,"2,85 €","11,40 €/kg",https://www.carrefour.es/supermercado/bollo-de-petitas-chocolate-con-leche-weikis-la-bella-easo-6-ud/R-521007263/p,https://static.carrefour.es/hd_350x_/img_pim_food/415187_00_1.jpg,Disponible
06-04-2025,10:07:31,Productos Frescos,Brócoli Carrefour a granel 500 g aprox,"1,27 €","2,55 €/kg",https://www.carrefour.es/supermercado/brocoli-carrefour-a-granel-500-g-aprox/R-fprod1270119/p,https://static.carrefour.es/hd_350x_/img_pim_food/241502_00_1.jpg,Disponible
06-04-2025,10:07:31,Productos Frescos,Queso fresco Classic´ Carrefour 250 g,"1,09 €","4,36 €/kg",https://www.carrefour.es/supermercado/queso-fresco-classic-carrefour-250-g/R-VC4AECOMM-423583/p,https://static.carrefour.es/hd_350x_/img_pim_food/423583_00_1.jpg,Agotado temporalmente
06-04-2025,10:07:32,Productos Frescos,Jamón Cocido Extra en lonchas finas Campofrío Finissimas sin gluten y sin lactosa 115 g,"2,15 €","18,70 €/kg",https://www.carrefour.es/supermercado/jamon-cocido-extra-en-lonchas-finas-campofrio-finissimas-sin-gluten-y-sin-lactosa-115-g/R-VC4AECOMM-699384/p,https://static.carrefour.es/hd_350x_/img_pim_food/699384_00_1.jpg,Disponible
06-04-2025,10:07:32,Productos Frescos,Kiwi 1 kg aprox,"3,15 €","3,15 €/kg",https://www.carrefour.es/supermercado/kiwi-1-kg-aprox/R-530066908/p,https://static.carrefour.es/hd_350x_/img_pim_food/036041_00_1.jpg,Disponible
06-04-2025,10:07:32,Productos Frescos,Queso en Polvo especial pasta Carrefour sin gluten 150 g.,"1,34 €","8,93 €/kg",https://www.carrefour.es/supermercado/queso-en-polvo-especial-pasta-carrefour-sin-gluten-150-g/R-fprod1350064/p,https://static.carrefour.es/hd_350x_/img_pim_food/337179_00_1.jpg,Disponible
06-04-2025,10:07:32,Productos Frescos,Croissant Carrefour 6 uds.,"2,94 €","0,49 €/ud",https://www.carrefour.es/supermercado/croissant-carrefour-6-uds/R-prod301383/p,https://static.carrefour.es/hd_350x_/img_pim_food/797368_00_1.jpg,Disponible
06-04-2025,10:07:32,Productos Frescos,"Caballa 1,3 kg aprox",,"4,49 €/kg",https://www.carrefour.es/supermercado/caballa-13-kg-aprox/R-628108219/p,https://static.carrefour.es/hd_350x_/img_pim_food/033451_00_1.jpg,Disponible
06-04-2025,10:07:32,Productos Frescos,Ajo ecológico Carrefour Bio 3 uds,"2,29 €","11,45 €/kg",https://www.carrefour.es/supermercado/ajo-ecologico-carrefour-bio-3-uds/R-646001855/p,https://static.carrefour.es/hd_350x_/img_pim_food/091970_00_1.jpg,Disponible
06-04-2025,10:07:32,Productos Frescos,Serenitos con aceite de oliva selección gourmet 130 g,"2,03 €","15,62 €/kg",https://www.carrefour.es/supermercado/serenitos-con-aceite-de-oliva-seleccion-gourmet-130-g/R-791562805/p,https://static.carrefour.es/hd_350x_/img_pim_food/887178_00_1.jpg,Disponible
06-04-2025,10:07:32,Productos Frescos,Arándanos Carrefour 500 g,"7,59 €","15,18 €/kg",https://www.carrefour.es/supermercado/arandanos-carrefour-500-g/R-VC4AECOMM-572288/p,https://static.carrefour.es/hd_350x_/img_pim_food/572288_00_1.jpg,Disponible
06-04-2025,10:07:33,Productos Frescos,Longaniza Blanca Carrefour El Mercado 500 g aprox,"3,14 €","6,29 €/kg",https://www.carrefour.es/supermercado/longaniza-blanca-carrefour-el-mercado-500-g-aprox/R-VC4AECOMM-058970/p,https://static.carrefour.es/hd_350x_/img_pim_food/058970_00_1.jpg,Disponible
06-04-2025,10:07:33,Productos Frescos,Jamón curado en lonchas Navidul sin gluten 45 g.,"0,99 €",22 €/kg,https://www.carrefour.es/supermercado/jamon-curado-en-lonchas-navidul-sin-gluten-45-g/R-VC4AECOMM-698960/p,https://static.carrefour.es/hd_350x_/img_pim_food/698960_00_1.jpg,Disponible
06-04-2025,10:07:33,Productos Frescos,Pechuguita de Pollo Asada al Horno en lonchas La Carloteña sin gluten 100 g,"2,19 €","21,90 €/kg",https://www.carrefour.es/supermercado/pechuguita-de-pollo-asada-al-horno-en-lonchas-la-carlotena-sin-gluten-100-g/R-774804025/p,https://static.carrefour.es/hd_350x_/img_pim_food/782938_00_1.jpg,Disponible
06-04-2025,10:07:33,Productos Frescos,Mortadela en lonchas Carrefour El Mercado sin gluten 250 g,"1,35 €","5,40 €/kg",https://www.carrefour.es/supermercado/mortadela-en-lonchas-carrefour-el-mercado-sin-gluten-250-g/R-VC4AECOMM-710701/p,https://static.carrefour.es/hd_350x_/img_pim_food/710701_00_1.jpg,Disponible
06-04-2025,10:07:33,Productos Frescos,Pan bocata sin aditivos Carrefour 4 ud,"1,31 €","3,27 €/kg",https://www.carrefour.es/supermercado/pan-bocata-sin-aditivos-carrefour-4-ud/R-prod890105/p,https://static.carrefour.es/hd_350x_/img_pim_food/035496_00_1.jpg,Disponible
06-04-2025,10:07:33,Productos Frescos,Croissant Frankfurt Campofrio 1 ud,"1,05 €","1,05 €/ud",https://www.carrefour.es/supermercado/croissant-frankfurt-campofrio-1-ud/R-prod1160265/p,https://static.carrefour.es/hd_350x_/img_pim_food/925179_00_1.jpg,Disponible
06-04-2025,10:07:33,Productos Frescos,"Arreglo para cocido Carrefour 1,2 kg aprox","2,51 €","2,09 €/kg",https://www.carrefour.es/supermercado/arreglo-para-cocido-carrefour-12-kg-aprox/R-VC4AECOMM-444527/p,https://static.carrefour.es/hd_350x_/img_pim_food/444527_00_1.jpg,Disponible
06-04-2025,10:07:33,Productos Frescos,Pechuga de Pavo braseada en lonchas finas Campofrío Finissimas sin gluten y sin lactosa 115 g,"1,89 €","16,43 €/kg",https://www.carrefour.es/supermercado/pechuga-de-pavo-braseada-en-lonchas-finas-campofrio-finissimas-sin-gluten-y-sin-lactosa-115-g/R-VC4AECOMM-695342/p,https://static.carrefour.es/hd_350x_/img_pim_food/695342_00_1.jpg,Disponible
06-04-2025,10:07:34,Productos Frescos,Queso fresco batido desnatado Carrefour Classic 500 g.,"0,99 €","1,98 €/kg",https://www.carrefour.es/supermercado/queso-fresco-batido-desnatado-carrefour-classic-500-g/R-526501224/p,https://static.carrefour.es/hd_350x_/img_pim_food/277000_00_1.jpg,Disponible
06-04-2025,10:07:34,Productos Frescos,Limón ecológico Carrefour Bio 500 g,"2,15 €","4,30 €/kg",https://www.carrefour.es/supermercado/limon-ecologico-carrefour-bio-500-g/R-584501555/p,https://static.carrefour.es/hd_350x_/img_pim_food/738651_00_1.jpg,Disponible
06-04-2025,10:07:34,Productos Frescos,Queso havarti en lonchas Carrefour 200 g.,"2,09 €","10,45 €/kg",https://www.carrefour.es/supermercado/queso-havarti-en-lonchas-carrefour-200-g/R-521030719/p,https://static.carrefour.es/hd_350x_/img_pim_food/695558_00_1.jpg,Disponible
06-04-2025,10:08:15,Productos Frescos,Ensalada completa César con pollo y queso Florette 205 g,"3,39 €","16,14 €/kg",https://www.carrefour.es/supermercado/ensalada-completa-cesar-con-pollo-y-queso-florette-205-g/R-719504433/p,https://static.carrefour.es/hd_350x_/img_pim_food/319665_00_1.jpg,Disponible
06-04-2025,10:08:15,Productos Frescos,Corazón de cogollos Circulo de Calidad x 6 ud,"2,15 €","4,30 €/kg",https://www.carrefour.es/supermercado/corazon-de-cogollos-circulo-de-calidad-x-6-ud/R-521032337/p,https://static.carrefour.es/hd_350x_/img_pim_food/390584_00_1.jpg,Disponible
06-04-2025,10:08:15,Productos Frescos,Mortadela con Aceitunas en lonchas Carrefour El Mercado sin gluten 250 g,"1,35 €","5,40 €/kg",https://www.carrefour.es/supermercado/mortadela-con-aceitunas-en-lonchas-carrefour-el-mercado-sin-gluten-250-g/R-VC4AECOMM-710730/p,https://static.carrefour.es/hd_350x_/img_pim_food/710730_00_1.jpg,Disponible
06-04-2025,10:08:15,Productos Frescos,Queso emmental taco Carrefour 250 g,"2,25 €",9 €/kg,https://www.carrefour.es/supermercado/queso-emmental-taco-carrefour-250-g/R-VC4AECOMM-681470/p,https://static.carrefour.es/hd_350x_/img_pim_food/681470_00_1.jpg,Disponible
06-04-2025,10:08:15,Productos Frescos,Jamón Cocido Extra ElPozo Gourmet sin gluten y sin lactosa 130 g,"2,79 €","21,46 €/kg",https://www.carrefour.es/supermercado/jamon-cocido-extra-elpozo-gourmet-sin-gluten-y-sin-lactosa-130-g/R-VC4AECOMM-193022/p,https://static.carrefour.es/hd_350x_/img_pim_food/193022_00_1.jpg,Disponible
06-04-2025,10:08:15,Productos Frescos,Jamón curado en medias lonchas El Pozo 1954 sin gluten y sin lactosa 50 g,"0,99 €","19,80 €/kg",https://www.carrefour.es/supermercado/jamon-curado-en-medias-lonchas-el-pozo-1954-sin-gluten-y-sin-lactosa-50-g/R-VC4AECOMM-338992/p,https://static.carrefour.es/hd_350x_/img_pim_food/338992_00_1.jpg,Disponible
