Descripció,Preu unitari,Preu/kg,URL,Imatge
Lubina 600 g aprox,,"7,85 €/kg",https://www.carrefour.es/supermercado/lubina-600-g-aprox/R-790212148/p,https://static.carrefour.es/hd_350x_/img_pim_food/301585_00_1.jpg
Boniato Carrefour 1 kg aprox,"2,79 €","2,79 €/kg",https://www.carrefour.es/supermercado/boniato-carrefour-1-kg-aprox/R-VC4AECOMM-645288/p,https://static.carrefour.es/hd_350x_/img_pim_food/645288_00_1.jpg
Tortas de aceite Inés Rosales 180 g.,"2,25 €","12,50 €/kg",https://www.carrefour.es/supermercado/tortas-de-aceite-ines-rosales-180-g/R-521008126/p,https://static.carrefour.es/hd_350x_/img_pim_food/046706_00_1.jpg
Berlina Fondant Donuts 204 g.,"2,99 €","14,66 €/kg",https://www.carrefour.es/supermercado/berlina-fondant-donuts-204-g/R-590204453/p,https://static.carrefour.es/hd_350x_/img_pim_food/153863_00_1.jpg
Queso Fundido en Lonchas Carrefour Classic 555 g.,"2,39 €","4,31 €/kg",https://www.carrefour.es/supermercado/queso-fundido-en-lonchas-carrefour-classic-555-g/R-VC4AECOMM-110231/p,https://static.carrefour.es/hd_350x_/img_pim_food/110231_00_1.jpg
Jamón curado reducido en sal Navidul 45 g,"0,99 €",22 €/kg,https://www.carrefour.es/supermercado/jamon-curado-reducido-en-sal-navidul-45-g/R-VC4AECOMM-695941/p,https://static.carrefour.es/hd_350x_/img_pim_food/695941_00_1.jpg
Croissant Brioche 1 ud.,"0,79 €","7,18 €/kg",https://www.carrefour.es/supermercado/croissant-brioche-1-ud/R-VC4AECOMM-651611/p,https://static.carrefour.es/hd_350x_/img_pim_food/651611_00_1.jpg
"Lomo Embuchado en lonchas Carrefour sin gluten pack de 4 unidades de 31,25 g","2,39 €","19,12 €/kg",https://www.carrefour.es/supermercado/lomo-embuchado-en-lonchas-carrefour-sin-gluten-pack-de-4-unidades-de-3125-g/R-VC4AECOMM-709767/p,https://static.carrefour.es/hd_350x_/img_pim_food/709767_00_1.jpg
Zumo de naranja recién exprimido Carrefour 1 l,"6,29 €","6,29 €/l",https://www.carrefour.es/supermercado/zumo-de-naranja-recien-exprimido-carrefour-1-l/R-VC4AECOMM-444984/p,https://static.carrefour.es/hd_350x_/img_pim_food/444984_00_1.jpg
Perejil manojo 150 g,1 €,"6,67 €/kg",https://www.carrefour.es/supermercado/perejil-manojo-150-g/R-521032285/p,https://static.carrefour.es/hd_350x_/img_pim_food/050311_00_1.jpg
Queso de vaca tierno 200 g.,"1,72 €","8,60 €/kg",https://www.carrefour.es/supermercado/queso-de-vaca-tierno-200-g/R-prod420079/p,https://static.carrefour.es/hd_350x_/img_pim_food/822371_00_1.jpg
Barra aldeana 1 ud.,"1,29 €","5,37 €/kg",https://www.carrefour.es/supermercado/barra-aldeana-1-ud/R-VC4AECOMM-423740/p,https://static.carrefour.es/hd_350x_/img_pim_food/423740_00_1.jpg
Zumo de naranja recién exprimido Carrefour 500 ml,"3,99 €","7,98 €/l",https://www.carrefour.es/supermercado/zumo-de-naranja-recien-exprimido-carrefour-500-ml/R-VC4AECOMM-444979/p,https://static.carrefour.es/hd_350x_/img_pim_food/444979_00_1.jpg
Panecillo 51% integral Carrefour 5 ud,"1,15 €","0,23 €/ud",https://www.carrefour.es/supermercado/panecillo-51-integral-carrefour-5-ud/R-837617109/p,https://static.carrefour.es/hd_350x_/img_pim_food/699135_00_1.jpg
Salmón 3 kg aprox,,"10,75 €/kg",https://www.carrefour.es/supermercado/salmon-3-kg-aprox/R-531731258/p,https://static.carrefour.es/hd_350x_/img_pim_food/145070_00_1.jpg
Queso brie 60% M.G Carrefour 200 g,"1,75 €","8,75 €/kg",https://www.carrefour.es/supermercado/queso-brie-60-mg-carrefour-200-g/R-VC4AECOMM-685912/p,https://static.carrefour.es/hd_350x_/img_pim_food/685912_00_1.jpg
Dorada de ración Carrefour 600 g aprox,"5,25 €","8,75 €/kg",https://www.carrefour.es/supermercado/dorada-de-racion-carrefour-600-g-aprox/R-628108203/p,https://static.carrefour.es/hd_350x_/img_pim_food/033389_00_1.jpg
Pechuga de Pavo cocida en lonchas finas Campofrío Finissimas sin gluten y sin lactosa 115 g,"2,15 €","18,70 €/kg",https://www.carrefour.es/supermercado/pechuga-de-pavo-cocida-en-lonchas-finas-campofrio-finissimas-sin-gluten-y-sin-lactosa-115-g/R-VC4AECOMM-699370/p,https://static.carrefour.es/hd_350x_/img_pim_food/699370_00_1.jpg
Pan de antaño Carrefour 1 ud,"1,65 €","4,12 €/kg",https://www.carrefour.es/supermercado/pan-de-antano-carrefour-1-ud/R-fprod1180084/p,https://static.carrefour.es/hd_350x_/img_pim_food/219164_00_1.jpg
Judía ancha 350 g,"2,05 €","5,86 €/kg",https://www.carrefour.es/supermercado/judia-ancha-350-g/R-VC4AECOMM-488114/p,https://static.carrefour.es/hd_350x_/img_pim_food/488114_00_1.jpg
Tomate natural rallado Carrefour 230 g,1 €,"4,35 €/kg",https://www.carrefour.es/supermercado/tomate-natural-rallado-carrefour-230-g/R-VC4AECOMM-186169/p,https://static.carrefour.es/hd_350x_/img_pim_food/186169_00_1.jpg
Uva bicolor Carrefour bandeja de 500 g,"2,95 €","5,90 €/kg",https://www.carrefour.es/supermercado/uva-bicolor-carrefour-bandeja-de-500-g/R-fprod1460461/p,https://static.carrefour.es/hd_350x_/img_pim_food/402110_00_1.jpg
Pan de chapata Gourmet Carrefour 380 g,"1,45 €","3,45 €/kg",https://www.carrefour.es/supermercado/pan-de-chapata-gourmet-carrefour-380-g/R-525964670/p,https://static.carrefour.es/hd_350x_/img_pim_food/262280_00_1.jpg
Pera Blanquilla Carrefour 1 kg aprox,,"1,99 €/kg",https://www.carrefour.es/supermercado/pera-blanquilla-carrefour-1-kg-aprox/R-581701543/p,https://static.carrefour.es/hd_350x_/img_pim_food/293622_00_1.jpg
Queso fresco Classic´ Carrefour 500 g,"1,99 €","3,98 €/kg",https://www.carrefour.es/supermercado/queso-fresco-classic-carrefour-500-g/R-VC4AECOMM-423570/p,https://static.carrefour.es/hd_350x_/img_pim_food/423570_00_1.jpg
Queso de untar light Classic Carrefour 300 g.,"1,50 €",5 €/kg,https://www.carrefour.es/supermercado/queso-de-untar-light-classic-carrefour-300-g/R-804713850/p,https://static.carrefour.es/hd_350x_/img_pim_food/918952_00_1.jpg
Cebolla dulce Carrefour 500 g,"1,88 €","3,76 €/kg",https://www.carrefour.es/supermercado/cebolla-dulce-carrefour-500-g/R-521032281/p,https://static.carrefour.es/hd_350x_/img_pim_food/795906_00_1.jpg
"Manzana golden Carrefour 1,5 kg aprox","2,92 €","1,95 €/kg",https://www.carrefour.es/supermercado/manzana-golden-carrefour-15-kg-aprox/R-VC4AECOMM-531314/p,https://static.carrefour.es/hd_350x_/img_pim_food/531314_00_1.jpg
Jamón cocido extra en lonchas sin colorantes Edición 1954 ElPozo sin gluten y sin lactosa 120 g,"1,99 €","13,27 €/kg",https://www.carrefour.es/supermercado/jamon-cocido-extra-en-lonchas-sin-colorantes-edicion-1954-elpozo-sin-gluten-y-sin-lactosa-120-g/R-prod261142/p,https://static.carrefour.es/hd_350x_/img_pim_food/710204_00_1.jpg
Salchichas Frankfurt Campofrío sin gluten sin lactosa pack de 4 unidades de 140 g.,"2,25 €","4,02 €/kg",https://www.carrefour.es/supermercado/salchichas-frankfurt-campofrio-sin-gluten-sin-lactosa-pack-de-4-unidades-de-140-g/R-531705139/p,https://static.carrefour.es/hd_350x_/img_pim_food/177375_00_1.jpg
Rúcula y canónigo Carrefour El Mercado 100 g,"1,35 €","13,50 €/kg",https://www.carrefour.es/supermercado/rucula-y-canonigo-carrefour-el-mercado-100-g/R-prod160425/p,https://static.carrefour.es/hd_350x_/img_pim_food/108556_00_1.jpg
Pan Burger brioche Carrefour El Mercado 260 g,"2,83 €","10,88 €/kg",https://www.carrefour.es/supermercado/pan-burger-brioche-carrefour-el-mercado-260-g/R-VC4AECOMM-308678/p,https://static.carrefour.es/hd_350x_/img_pim_food/308678_00_1.jpg
"Manzana roja 1,5 kg aprox","2,98 €","1,99 €/kg",https://www.carrefour.es/supermercado/manzana-roja-15-kg-aprox/R-VC4AECOMM-531337/p,https://static.carrefour.es/hd_350x_/img_pim_food/531337_00_1.jpg
Plátano Carrefour Bio 600 g aprox,"2,75 €","4,59 €/kg",https://www.carrefour.es/supermercado/platano-carrefour-bio-600-g-aprox/R-VC4AECOMM-545424/p,https://static.carrefour.es/hd_350x_/img_pim_food/545424_00_1.jpg
Trenza maple pecan 98 g,"0,85 €","8,67 €/kg",https://www.carrefour.es/supermercado/trenza-maple-pecan-98-g/R-VC4AECOMM-497528/p,https://static.carrefour.es/hd_350x_/img_pim_food/497528_00_1.jpg
Piña del Monte zero pieza 2 Kg aprox,,"1,85 €/kg",https://www.carrefour.es/supermercado/pina-del-monte-zero-pieza-2-kg-aprox/R-616401668/p,https://static.carrefour.es/hd_350x_/img_pim_food/017004_00_1.jpg
Jamón Cocido Extra en lonchas finas Campofrío Finissimas sin gluten y sin lactosa 115 g,"2,15 €","18,70 €/kg",https://www.carrefour.es/supermercado/jamon-cocido-extra-en-lonchas-finas-campofrio-finissimas-sin-gluten-y-sin-lactosa-115-g/R-VC4AECOMM-699384/p,https://static.carrefour.es/hd_350x_/img_pim_food/699384_00_1.jpg
Manzana granny Círculo de Calidad 1 kg,"2,09 €","2,09 €/kg",https://www.carrefour.es/supermercado/manzana-granny-circulo-de-calidad-1-kg/R-529921821/p,https://static.carrefour.es/hd_350x_/img_pim_food/261963_00_1.jpg
Panecillos tostados clásicos Carrefour Extra 300 g.,"1,13 €","3,77 €/kg",https://www.carrefour.es/supermercado/panecillos-tostados-clasicos-carrefour-extra-300-g/R-VC4AECOMM-653635/p,https://static.carrefour.es/hd_350x_/img_pim_food/653635_00_1.jpg
Queso cheddar en lonchas Carrefour 200 g.,"1,99 €","9,95 €/kg",https://www.carrefour.es/supermercado/queso-cheddar-en-lonchas-carrefour-200-g/R-521030715/p,https://static.carrefour.es/hd_350x_/img_pim_food/695537_00_1.jpg
Queso fresco Classic´ Carrefour 250 g,"1,09 €","4,36 €/kg",https://www.carrefour.es/supermercado/queso-fresco-classic-carrefour-250-g/R-VC4AECOMM-423583/p,https://static.carrefour.es/hd_350x_/img_pim_food/423583_00_1.jpg
Queso en Polvo especial pasta Carrefour sin gluten 150 g.,"1,34 €","8,93 €/kg",https://www.carrefour.es/supermercado/queso-en-polvo-especial-pasta-carrefour-sin-gluten-150-g/R-fprod1350064/p,https://static.carrefour.es/hd_350x_/img_pim_food/337179_00_1.jpg
Brócoli Carrefour a granel 500 g aprox,"1,27 €","2,55 €/kg",https://www.carrefour.es/supermercado/brocoli-carrefour-a-granel-500-g-aprox/R-fprod1270119/p,https://static.carrefour.es/hd_350x_/img_pim_food/241502_00_1.jpg
Alas de pollo Carrefour 1 kg aprox,,"3,59 €/kg",https://www.carrefour.es/supermercado/alas-de-pollo-carrefour-1-kg-aprox/R-773501317/p,https://static.carrefour.es/hd_350x_/img_pim_food/293104_00_1.jpg
Serenitos con aceite de oliva selección gourmet 130 g,"2,03 €","15,62 €/kg",https://www.carrefour.es/supermercado/serenitos-con-aceite-de-oliva-seleccion-gourmet-130-g/R-791562805/p,https://static.carrefour.es/hd_350x_/img_pim_food/887178_00_1.jpg
Croissant Carrefour 6 uds.,"2,94 €","0,49 €/ud",https://www.carrefour.es/supermercado/croissant-carrefour-6-uds/R-prod301383/p,https://static.carrefour.es/hd_350x_/img_pim_food/797368_00_1.jpg
Bollo de petitas chocolate con leche Weikis La Bella Easo 6 ud.,"2,85 €","11,40 €/kg",https://www.carrefour.es/supermercado/bollo-de-petitas-chocolate-con-leche-weikis-la-bella-easo-6-ud/R-521007263/p,https://static.carrefour.es/hd_350x_/img_pim_food/415187_00_1.jpg
Arándanos Carrefour 500 g,"7,59 €","15,18 €/kg",https://www.carrefour.es/supermercado/arandanos-carrefour-500-g/R-VC4AECOMM-572288/p,https://static.carrefour.es/hd_350x_/img_pim_food/572288_00_1.jpg
Longaniza Blanca Carrefour El Mercado 500 g aprox,"3,14 €","6,29 €/kg",https://www.carrefour.es/supermercado/longaniza-blanca-carrefour-el-mercado-500-g-aprox/R-VC4AECOMM-058970/p,https://static.carrefour.es/hd_350x_/img_pim_food/058970_00_1.jpg
Pan bocata sin aditivos Carrefour 4 ud,"1,31 €","3,27 €/kg",https://www.carrefour.es/supermercado/pan-bocata-sin-aditivos-carrefour-4-ud/R-prod890105/p,https://static.carrefour.es/hd_350x_/img_pim_food/035496_00_1.jpg
Mortadela en lonchas Carrefour El Mercado sin gluten 250 g,"1,35 €","5,40 €/kg",https://www.carrefour.es/supermercado/mortadela-en-lonchas-carrefour-el-mercado-sin-gluten-250-g/R-VC4AECOMM-710701/p,https://static.carrefour.es/hd_350x_/img_pim_food/710701_00_1.jpg
Pechuga de Pavo braseada en lonchas finas Campofrío Finissimas sin gluten y sin lactosa 115 g,"1,89 €","16,43 €/kg",https://www.carrefour.es/supermercado/pechuga-de-pavo-braseada-en-lonchas-finas-campofrio-finissimas-sin-gluten-y-sin-lactosa-115-g/R-VC4AECOMM-695342/p,https://static.carrefour.es/hd_350x_/img_pim_food/695342_00_1.jpg
Croissant Frankfurt Campofrio 1 ud,"1,05 €","1,05 €/ud",https://www.carrefour.es/supermercado/croissant-frankfurt-campofrio-1-ud/R-prod1160265/p,https://static.carrefour.es/hd_350x_/img_pim_food/925179_00_1.jpg
Jamón curado en lonchas Navidul sin gluten 45 g.,"0,99 €",22 €/kg,https://www.carrefour.es/supermercado/jamon-curado-en-lonchas-navidul-sin-gluten-45-g/R-VC4AECOMM-698960/p,https://static.carrefour.es/hd_350x_/img_pim_food/698960_00_1.jpg
Pechuguita de Pollo Asada al Horno en lonchas La Carloteña sin gluten 100 g,"2,19 €","21,90 €/kg",https://www.carrefour.es/supermercado/pechuguita-de-pollo-asada-al-horno-en-lonchas-la-carlotena-sin-gluten-100-g/R-774804025/p,https://static.carrefour.es/hd_350x_/img_pim_food/782938_00_1.jpg
"Caballa 1,3 kg aprox",,"4,49 €/kg",https://www.carrefour.es/supermercado/caballa-13-kg-aprox/R-628108219/p,https://static.carrefour.es/hd_350x_/img_pim_food/033451_00_1.jpg
Queso fresco batido desnatado Carrefour Classic 500 g.,"0,99 €","1,98 €/kg",https://www.carrefour.es/supermercado/queso-fresco-batido-desnatado-carrefour-classic-500-g/R-526501224/p,https://static.carrefour.es/hd_350x_/img_pim_food/277000_00_1.jpg
Ensalada completa César con pollo y queso Florette 205 g,"3,39 €","16,14 €/kg",https://www.carrefour.es/supermercado/ensalada-completa-cesar-con-pollo-y-queso-florette-205-g/R-719504433/p,https://static.carrefour.es/hd_350x_/img_pim_food/319665_00_1.jpg
Kiwi 1 kg aprox,"3,15 €","3,15 €/kg",https://www.carrefour.es/supermercado/kiwi-1-kg-aprox/R-530066908/p,https://static.carrefour.es/hd_350x_/img_pim_food/036041_00_1.jpg
Jamón Cocido Extra ElPozo Gourmet sin gluten y sin lactosa 130 g,"2,79 €","21,46 €/kg",https://www.carrefour.es/supermercado/jamon-cocido-extra-elpozo-gourmet-sin-gluten-y-sin-lactosa-130-g/R-VC4AECOMM-193022/p,https://static.carrefour.es/hd_350x_/img_pim_food/193022_00_1.jpg
Queso havarti en lonchas Carrefour 200 g.,"2,09 €","10,45 €/kg",https://www.carrefour.es/supermercado/queso-havarti-en-lonchas-carrefour-200-g/R-521030719/p,https://static.carrefour.es/hd_350x_/img_pim_food/695558_00_1.jpg
Mortadela con Aceitunas en lonchas Carrefour El Mercado sin gluten 250 g,"1,35 €","5,40 €/kg",https://www.carrefour.es/supermercado/mortadela-con-aceitunas-en-lonchas-carrefour-el-mercado-sin-gluten-250-g/R-VC4AECOMM-710730/p,https://static.carrefour.es/hd_350x_/img_pim_food/710730_00_1.jpg
Jamón curado en medias lonchas El Pozo 1954 sin gluten y sin lactosa 50 g,"0,99 €","19,80 €/kg",https://www.carrefour.es/supermercado/jamon-curado-en-medias-lonchas-el-pozo-1954-sin-gluten-y-sin-lactosa-50-g/R-VC4AECOMM-338992/p,https://static.carrefour.es/hd_350x_/img_pim_food/338992_00_1.jpg
Corazón de cogollos Circulo de Calidad x 6 ud,"2,15 €","4,30 €/kg",https://www.carrefour.es/supermercado/corazon-de-cogollos-circulo-de-calidad-x-6-ud/R-521032337/p,https://static.carrefour.es/hd_350x_/img_pim_food/390584_00_1.jpg
Croissant beurre charentes poitou 80 g,"0,72 €",9 €/kg,https://www.carrefour.es/supermercado/croissant-beurre-charentes-poitou-80-g/R-prod1130532/p,https://static.carrefour.es/hd_350x_/img_pim_food/188404_00_1.jpg
Queso emmental taco Carrefour 250 g,"2,25 €",9 €/kg,https://www.carrefour.es/supermercado/queso-emmental-taco-carrefour-250-g/R-VC4AECOMM-681470/p,https://static.carrefour.es/hd_350x_/img_pim_food/681470_00_1.jpg
Jamón cocido extra sin fosfatos Bonnatur Argal al corte 150 g aprox,"2,32 €","15,50 €/kg",https://www.carrefour.es/supermercado/jamon-cocido-extra-sin-fosfatos-bonnatur-argal-al-corte-150-g-aprox/R-536500299/p,https://static.carrefour.es/hd_350x_/img_pim_food/640707_00_1.jpg
Ensalada mezclum Carrefour El Mercado 200 g,"1,40 €",7 €/kg,https://www.carrefour.es/supermercado/ensalada-mezclum-carrefour-el-mercado-200-g/R-628401775/p,https://static.carrefour.es/hd_350x_/img_pim_food/385839_00_1.jpg
Pan Burguer chapatta cristalina 2 ud.,"1,47 €","6,39 €/kg",https://www.carrefour.es/supermercado/pan-burguer-chapatta-cristalina-2-ud/R-prod860386/p,https://static.carrefour.es/hd_350x_/img_pim_food/386865_00_1.jpg
Fuet espetec Carrefour Classic sin gluten 2x170 g,"3,99 €","11,74 €/kg",https://www.carrefour.es/supermercado/fuet-espetec-carrefour-classic-sin-gluten-2x170-g/R-prod1120404/p,https://static.carrefour.es/hd_350x_/img_pim_food/709945_00_1.jpg
Chorizo Pamplona en lonchas Revilla sin gluten 65 g.,"1,09 €","15,57 €/kg",https://www.carrefour.es/supermercado/chorizo-pamplona-en-lonchas-revilla-sin-gluten-65-g/R-prod841658/p,https://static.carrefour.es/hd_350x_/img_pim_food/699043_00_1.jpg
Salami extra en lonchas Revilla sin gluten 65 g.,"1,09 €","15,57 €/kg",https://www.carrefour.es/supermercado/salami-extra-en-lonchas-revilla-sin-gluten-65-g/R-VC4AECOMM-699046/p,https://static.carrefour.es/hd_350x_/img_pim_food/699046_00_1.jpg
Pimiento de padrón 200 g,"1,65 €","8,25 €/kg",https://www.carrefour.es/supermercado/pimiento-de-padron-200-g/R-521032234/p,https://static.carrefour.es/hd_350x_/img_pim_food/053886_00_1.jpg
Chorizo extra picante Carrefour sin gluten 280 g.,"2,59 €","9,25 €/kg",https://www.carrefour.es/supermercado/chorizo-extra-picante-carrefour-sin-gluten-280-g/R-VC4AECOMM-709827/p,https://static.carrefour.es/hd_350x_/img_pim_food/709827_00_1.jpg
Contras de pollo Carrefour 600 g aprox,,"3,59 €/kg",https://www.carrefour.es/supermercado/contras-de-pollo-carrefour-600-g-aprox/R-713621738/p,https://static.carrefour.es/hd_350x_/img_pim_food/293111_00_1.jpg
Medio flautín con cereales Carrefour 1 ud,"0,43 €","0,43 €/ud",https://www.carrefour.es/supermercado/medio-flautin-con-cereales-carrefour-1-ud/R-VC4AECOMM-220198/p,https://static.carrefour.es/hd_350x_/img_pim_food/220198_00_1.jpg
Panecillo 100% integral 6 ud.,"1,05 €","0,18 €/ud",https://www.carrefour.es/supermercado/panecillo-100-integral-6-ud/R-VC4AECOMM-498739/p,https://static.carrefour.es/hd_350x_/img_pim_food/498739_00_1.jpg
Filete de cabeza de lomo de cerdo Carrefour 500 g aprox,,"6,29 €/kg",https://www.carrefour.es/supermercado/filete-de-cabeza-de-lomo-de-cerdo-carrefour-500-g-aprox/R-521034617/p,https://static.carrefour.es/hd_350x_/img_pim_food/152237_00_1.jpg
Jengibre ecológico 200 g,"1,69 €","8,45 €/kg",https://www.carrefour.es/supermercado/jengibre-ecologico-200-g/R-prod1000454/p,https://static.carrefour.es/hd_350x_/img_pim_food/080049_00_1.jpg
Jamón cocido extra en finas lonchas Carrefour El Mercado sin gluten 200 g,"2,19 €","10,95 €/kg",https://www.carrefour.es/supermercado/jamon-cocido-extra-en-finas-lonchas-carrefour-el-mercado-sin-gluten-200-g/R-VC4AECOMM-050697/p,https://static.carrefour.es/hd_350x_/img_pim_food/050697_00_1.jpg
Salchichón extra Revilla sin gluten 65 g.,"1,09 €","15,57 €/kg",https://www.carrefour.es/supermercado/salchichon-extra-revilla-sin-gluten-65-g/R-VC4AECOMM-699225/p,https://static.carrefour.es/hd_350x_/img_pim_food/699225_00_1.jpg
Mortadela clásica en lonchas Campofrío sin gluten 95 g,"0,99 €","1,04 €/kg",https://www.carrefour.es/supermercado/mortadela-clasica-en-lonchas-campofrio-sin-gluten-95-g/R-VC4AECOMM-695380/p,https://static.carrefour.es/hd_350x_/img_pim_food/695380_00_1.jpg
Pechuga de pavo natural asada al corte Frial sin gluten y sin lactosa 150 g aprox,,"16,92 €/kg",https://www.carrefour.es/supermercado/pechuga-de-pavo-natural-asada-al-corte-frial-sin-gluten-y-sin-lactosa-150-g-aprox/R-590503830/p,https://static.carrefour.es/hd_350x_/img_pim_food/242516_00_1.jpg
Berlinas de azúcar Carrefour 4 ud,"1,35 €","0,34 €/ud",https://www.carrefour.es/supermercado/berlinas-de-azucar-carrefour-4-ud/R-696602450/p,https://static.carrefour.es/hd_350x_/img_pim_food/095601_00_1.jpg
Salchichas classic Wieners Oscar Mayer sin gluten 200 g.,"1,25 €","6,25 €/kg",https://www.carrefour.es/supermercado/salchichas-classic-wieners-oscar-mayer-sin-gluten-200-g/R-521031119/p,https://static.carrefour.es/hd_350x_/img_pim_food/003292_00_1.jpg
