Data de captura,Hora de captura,Categoria,Descripció,Preu unitari,Preu/kg,URL,Imatge,Disponibilitat
08-04-2025,20:16:41,La Despensa,Café latte light Kaiku sin gluten y sin lactosa 230 ml.,"1,88 €","8,17 €/l",https://www.carrefour.es/supermercado/cafe-latte-light-kaiku-sin-gluten-y-sin-lactosa-230-ml/R-544101834/p,https://static.carrefour.es/hd_350x_/img_pim_food/231047_00_1.jpg,Disponible
08-04-2025,20:16:41,La Despensa,Manzanilla en bolsitas Carrefour 50 ud.,"1,31 €","20,15 €/kg",https://www.carrefour.es/supermercado/manzanilla-en-bolsitas-carrefour-50-ud/R-prod690024/p,https://static.carrefour.es/hd_350x_/img_pim_food/847118_00_1.jpg,Disponible
08-04-2025,20:16:41,La Despensa,Arándanos Carrefour Classic 650 g.,"4,45 €","6,85 €/kg",https://www.carrefour.es/supermercado/arandanos-carrefour-classic-650-g/R-prod1161199/p,https://static.carrefour.es/hd_350x_/img_pim_food/212983_00_1.jpg,Disponible
08-04-2025,20:16:41,La Despensa,Pizza Mozzarella Ristorante Dr. Oetker 355 g,"3,75 €","11,19 €/kg",https://www.carrefour.es/supermercado/pizza-mozzarella-ristorante-dr-oetker-355-g/R-594814564/p,https://static.carrefour.es/hd_350x_/img_pim_food/349655_00_1.jpg,Disponible
08-04-2025,20:16:41,La Despensa,Yogur sabor coco Danone sin gluten pack de 4 unidades de 120 g.,"0,99 €","2,06 €/kg",https://www.carrefour.es/supermercado/yogur-sabor-coco-danone-sin-gluten-pack-de-4-unidades-de-120-g/R-521029426/p,https://static.carrefour.es/hd_350x_/img_pim_food/002912_00_1.jpg,Disponible
08-04-2025,20:17:23,La Despensa,Preparado de soja sabor mango sin azúcar añadido Alpro Más Fruta sin gluten sin lactosa 400 g.,"2,59 €","6,47 €/kg",https://www.carrefour.es/supermercado/preparado-de-soja-sabor-mango-sin-azucar-anadido-alpro-mas-fruta-sin-gluten-sin-lactosa-400-g/R-fprod1200058/p,https://static.carrefour.es/hd_350x_/img_pim_food/253534_00_1.jpg,Disponible
08-04-2025,20:17:23,La Despensa,Biscottes integrales Classic Carrefour 540 g.,"1,72 €","3,19 €/kg",https://www.carrefour.es/supermercado/biscottes-integrales-classic-carrefour-540-g/R-VC4AECOMM-517697/p,https://static.carrefour.es/hd_350x_/img_pim_food/517697_00_1.jpg,Disponible
08-04-2025,20:17:23,La Despensa,Queso fresco desnatado con arándanos sin azúcar añadido proteína plus Carrefour Sensation sin gluten pack de 4 unidades de 100 g.,"1,22 €","3,05 €/kg",https://www.carrefour.es/supermercado/queso-fresco-desnatado-con-arandanos-sin-azucar-anadido-proteina-plus-carrefour-sensation-sin-gluten-pack-de-4-unidades-de-100-g/R-VC4AECOMM-097578/p,https://static.carrefour.es/hd_350x_/img_pim_food/097578_00_1.jpg,Agotado temporalmente
08-04-2025,20:17:23,La Despensa,Queso fresco desnatado con fresa sin azúcar añadido proteínas plus Carrefour Sensation sin gluten pack de 4 unidades e 100 g.,"1,22 €","3,05 €/kg",https://www.carrefour.es/supermercado/queso-fresco-desnatado-con-fresa-sin-azucar-anadido-proteinas-plus-carrefour-sensation-sin-gluten-pack-de-4-unidades-e-100-g/R-VC4AECOMM-097569/p,https://static.carrefour.es/hd_350x_/img_pim_food/097569_00_1.jpg,Disponible
08-04-2025,20:17:23,La Despensa,Pan de molde con cereales y semillas Carrefour 675 g.,"1,81 €","2,68 €/kg",https://www.carrefour.es/supermercado/pan-de-molde-con-cereales-y-semillas-carrefour-675-g/R-VC4AECOMM-455780/p,https://static.carrefour.es/hd_350x_/img_pim_food/455780_00_1.jpg,Disponible
08-04-2025,20:17:23,La Despensa,Cereales rellenos de crema de avellana Crocks Sensation Carrefour sin gluten 500 g.,"2,09 €","4,18 €/kg",https://www.carrefour.es/supermercado/cereales-rellenos-de-crema-de-avellana-crocks-sensation-carrefour-sin-gluten-500-g/R-VC4AECOMM-098993/p,https://static.carrefour.es/hd_350x_/img_pim_food/098993_00_1.jpg,Agotado temporalmente
08-04-2025,20:17:23,La Despensa,Tortitas de maíz Carrefour pack de 4 unidades de 33 g.,"1,19 €","9,02 €/kg",https://www.carrefour.es/supermercado/tortitas-de-maiz-carrefour-pack-de-4-unidades-de-33-g/R-prod1000692/p,https://static.carrefour.es/hd_350x_/img_pim_food/086221_00_1.jpg,Disponible
08-04-2025,20:17:23,La Despensa,Tomate frito Hida sin gluten lata 340 g.,"1,51 €","4,31 €/kg",https://www.carrefour.es/supermercado/tomate-frito-hida-sin-gluten-lata-340-g/R-521005178/p,https://static.carrefour.es/hd_350x_/img_pim_food/686918_00_1.jpg,Disponible
08-04-2025,20:17:23,La Despensa,Lentejas cocidas categoría extra Classic Carrefour sin sal añadida 400 g.,"0,78 €","1,95 €/kg",https://www.carrefour.es/supermercado/lentejas-cocidas-categoria-extra-classic-carrefour-sin-sal-anadida-400-g/R-521005483/p,https://static.carrefour.es/hd_350x_/img_pim_food/709624_00_1.jpg,Disponible
08-04-2025,20:17:23,La Despensa,Churros crujientes y tiernos ultracongelados Carrefour Original 500 g.,"1,37 €","2,74 €/kg",https://www.carrefour.es/supermercado/churros-crujientes-y-tiernos-ultracongelados-carrefour-original-500-g/R-521031462/p,https://static.carrefour.es/hd_350x_/img_pim_food/796734_00_1.jpg,Disponible
08-04-2025,20:17:23,La Despensa,Arroz con leche Danone pack de 2 unidades de 130 g.,"2,15 €","8,27 €/kg",https://www.carrefour.es/supermercado/arroz-con-leche-danone-pack-de-2-unidades-de-130-g/R-712515123/p,https://static.carrefour.es/hd_350x_/img_pim_food/425379_00_1.jpg,Agotado temporalmente
08-04-2025,20:17:23,La Despensa,Masa hojaldre rectangular Buitoni sin lactosa 230 g.,"2,09 €","9,09 €/kg",https://www.carrefour.es/supermercado/masa-hojaldre-rectangular-buitoni-sin-lactosa-230-g/R-745416204/p,https://static.carrefour.es/hd_350x_/img_pim_food/742010_00_1.jpg,Disponible
08-04-2025,20:17:23,La Despensa,Leche fermentada de fresa sin azúcar añadido Danone Danacol sin gluten pack de 6 unidades de 100 g.,"3,45 €","5,75 €/kg",https://www.carrefour.es/supermercado/leche-fermentada-de-fresa-sin-azucar-anadido-danone-danacol-sin-gluten-pack-de-6-unidades-de-100-g/R-521029704/p,https://static.carrefour.es/hd_350x_/img_pim_food/566921_00_1.jpg,Disponible
08-04-2025,20:17:23,La Despensa,Barrita de barquillo cubierta de chocolate Huesitos Valor 12 ud.,"3,09 €","12,87 €/kg",https://www.carrefour.es/supermercado/barrita-de-barquillo-cubierta-de-chocolate-huesitos-valor-12-ud/R-521029136/p,https://static.carrefour.es/hd_350x_/img_pim_food/560308_00_1.jpg,Disponible
08-04-2025,20:17:23,La Despensa,Yogur estilo griego con vainilla Carrefour Extra sin gluten pack de 6 unidades de 125 g.,"1,69 €","2,25 €/kg",https://www.carrefour.es/supermercado/yogur-estilo-griego-con-vainilla-carrefour-extra-sin-gluten-pack-de-6-unidades-de-125-g/R-VC4AECOMM-628237/p,https://static.carrefour.es/hd_350x_/img_pim_food/628237_00_1.jpg,Disponible
08-04-2025,20:17:23,La Despensa,Tortitas de maíz Sentation Carrefour 130 g.,"1,40 €","10,77 €/kg",https://www.carrefour.es/supermercado/tortitas-de-maiz-sentation-carrefour-130-g/R-VC4AECOMM-137350/p,https://static.carrefour.es/hd_350x_/img_pim_food/137350_00_1.jpg,Disponible
08-04-2025,20:17:23,La Despensa,Yogur desnatado líquido de fresa sin azúcar añadido Carrefour sin gluten 1 kg.,"1,35 €","1,35 €/kg",https://www.carrefour.es/supermercado/yogur-desnatado-liquido-de-fresa-sin-azucar-anadido-carrefour-sin-gluten-1-kg/R-fprod1210033/p,https://static.carrefour.es/hd_350x_/img_pim_food/256986_00_1.jpg,Disponible
08-04-2025,20:17:23,La Despensa,Pasta fideo cabellín Classic Carrefour 1 kg.,"1,56 €","1,56 €/kg",https://www.carrefour.es/supermercado/pasta-fideo-cabellin-classic-carrefour-1-kg/R-544501831/p,https://static.carrefour.es/hd_350x_/img_pim_food/226581_00_1.jpg,Disponible
08-04-2025,20:17:23,La Despensa,Atún claro en aceite de oliva Calvo pack de 3 unidades de 52 g.,,"27,50 €/kg",https://www.carrefour.es/supermercado/atun-claro-en-aceite-de-oliva-calvo-pack-de-3-unidades-de-52-g/R-VC4AECOMM-625258/p,https://static.carrefour.es/hd_350x_/img_pim_food/625258_00_1.jpg,Disponible
08-04-2025,20:17:23,La Despensa,Pizza de jamón y queso Casa Tarradellas pack de 2 unidades de 220 g.,"3,29 €","7,48 €/kg",https://www.carrefour.es/supermercado/pizza-de-jamon-y-queso-casa-tarradellas-pack-de-2-unidades-de-220-g/R-521030221/p,https://static.carrefour.es/hd_350x_/img_pim_food/345839_00_1.jpg,Disponible
08-04-2025,20:17:23,La Despensa,Yogur liquido desnatado sabor fresa proteína plus Carrefour Sensation sin gluten y sin azúcar añadido 400 g.,"1,64 €","4,10 €/kg",https://www.carrefour.es/supermercado/yogur-liquido-desnatado-sabor-fresa-proteina-plus-carrefour-sensation-sin-gluten-y-sin-azucar-anadido-400-g/R-VC4AECOMM-178673/p,https://static.carrefour.es/hd_350x_/img_pim_food/178673_00_1.jpg,Disponible
08-04-2025,20:17:23,La Despensa,Leche entera Vita Calcio Puleva brik 1 l.,,"1,29 €/l",https://www.carrefour.es/supermercado/leche-entera-vita-calcio-puleva-brik-1-l/R-521007010/p,https://static.carrefour.es/hd_350x_/img_pim_food/108000_00_1.jpg,Agotado temporalmente
08-04-2025,20:17:23,La Despensa,Arroz basmati Tilda 1 kg.,"3,49 €","3,49 €/kg",https://www.carrefour.es/supermercado/arroz-basmati-tilda-1-kg/R-809105957/p,https://static.carrefour.es/hd_350x_/img_pim_food/935338_00_1.jpg,Disponible
08-04-2025,20:17:23,La Despensa,Tortillas de trigo integral Carrefour Sensation sin aceite de palma 10 ud.,"1,73 €","4,32 €/kg",https://www.carrefour.es/supermercado/tortillas-de-trigo-integral-carrefour-sensation-sin-aceite-de-palma-10-ud/R-VC4AECOMM-696543/p,https://static.carrefour.es/hd_350x_/img_pim_food/696543_00_1.jpg,Disponible
08-04-2025,20:18:06,La Despensa,Mayonesa Ybarra sin gluten y sin lactosa envase 400 ml.,"1,99 €","4,97 €/l",https://www.carrefour.es/supermercado/mayonesa-ybarra-sin-gluten-y-sin-lactosa-envase-400-ml/R-526517459/p,https://static.carrefour.es/hd_350x_/img_pim_food/107782_00_1.jpg,Disponible
08-04-2025,20:18:06,La Despensa,Nata para montar Central Lechera Asturiana 500 ml.,"3,67 €","7,34 €/l",https://www.carrefour.es/supermercado/nata-para-montar-central-lechera-asturiana-500-ml/R-521030079/p,https://static.carrefour.es/hd_350x_/img_pim_food/049374_00_1.jpg,Disponible
08-04-2025,20:18:06,La Despensa,Yogur azucarado natural Danone sin gluten pack de 8 unidades de 120 g.,"1,89 €","1,97 €/kg",https://www.carrefour.es/supermercado/yogur-azucarado-natural-danone-sin-gluten-pack-de-8-unidades-de-120-g/R-521029403/p,https://static.carrefour.es/hd_350x_/img_pim_food/002904_00_1.jpg,Disponible
08-04-2025,20:18:06,La Despensa,Mayonesa Hellmann's sin gluten tarro 490 g.,"3,19 €","6,51 €/kg",https://www.carrefour.es/supermercado/mayonesa-hellmanns-sin-gluten-tarro-490-g/R-VC4AECOMM-620195/p,https://static.carrefour.es/hd_350x_/img_pim_food/620195_00_1.jpg,Disponible
08-04-2025,20:18:06,La Despensa,Bebida de soja original Vivesoy 1 l.,"2,09 €","2,09 €/l",https://www.carrefour.es/supermercado/bebida-de-soja-original-vivesoy-1-l/R-VC4AECOMM-342121/p,https://static.carrefour.es/hd_350x_/img_pim_food/342121_00_1.jpg,Disponible
08-04-2025,20:18:06,La Despensa,Chocolate con leche y avellanas troceadas Carrefour Classic sin gluten 150 g.,"1,50 €",10 €/kg,https://www.carrefour.es/supermercado/chocolate-con-leche-y-avellanas-troceadas-carrefour-classic-sin-gluten-150-g/R-521004264/p,https://static.carrefour.es/hd_350x_/img_pim_food/231572_00_1.jpg,Disponible
08-04-2025,20:18:06,La Despensa,Preparado de soja y lima-limón Alpro sin gluten y sin lactosa 400 g.,"2,29 €","5,72 €/kg",https://www.carrefour.es/supermercado/preparado-de-soja-y-lima-limon-alpro-sin-gluten-y-sin-lactosa-400-g/R-VC4AECOMM-004276/p,https://static.carrefour.es/hd_350x_/img_pim_food/004276_00_1.jpg,Disponible
08-04-2025,20:18:06,La Despensa,Pasta estrellas Carrefour Classic 500 g.,"0,79 €","1,58 €/kg",https://www.carrefour.es/supermercado/pasta-estrellas-carrefour-classic-500-g/R-786165654/p,https://static.carrefour.es/hd_350x_/img_pim_food/879182_00_1.jpg,Disponible
08-04-2025,20:18:06,La Despensa,Empanadillas de atún Carrefour 500 g.,"1,99 €","3,98 €/kg",https://www.carrefour.es/supermercado/empanadillas-de-atun-carrefour-500-g/R-521031328/p,https://static.carrefour.es/hd_350x_/img_pim_food/230966_00_1.jpg,Disponible
08-04-2025,20:18:06,La Despensa,Filetes de caballa del sur en aceite de girasol Classic Carrefour pack de 2 latas de 65 g.,"1,93 €","14,85 €/kg",https://www.carrefour.es/supermercado/filetes-de-caballa-del-sur-en-aceite-de-girasol-classic-carrefour-pack-de-2-latas-de-65-g/R-VC4AECOMM-488907/p,https://static.carrefour.es/hd_350x_/img_pim_food/488907_00_1.jpg,Disponible
08-04-2025,20:18:06,La Despensa,Pizza de atún y bacon Carrefour Classic' 400 g.,"2,75 €","6,87 €/kg",https://www.carrefour.es/supermercado/pizza-de-atun-y-bacon-carrefour-classic-400-g/R-521030215/p,https://static.carrefour.es/hd_350x_/img_pim_food/266918_00_1.jpg,Disponible
08-04-2025,20:18:06,La Despensa,Flan de clara de huevo Proteína Plus 0% materia grasa sin azúcares añadidos Carrefour sin gluten pack de 2 unidades de 160 g.,"1,57 €","4,91 €/kg",https://www.carrefour.es/supermercado/flan-de-clara-de-huevo-proteina-plus-0-materia-grasa-sin-azucares-anadidos-carrefour-sin-gluten-pack-de-2-unidades-de-160-g/R-fprod1460253/p,https://static.carrefour.es/hd_350x_/img_pim_food/394634_00_1.jpg,Disponible
08-04-2025,20:18:06,La Despensa,Chocolate con leche Lindt 100 g.,"2,99 €","29,90 €/kg",https://www.carrefour.es/supermercado/chocolate-con-leche-lindt-100-g/R-VC4AECOMM-423722/p,https://static.carrefour.es/hd_350x_/img_pim_food/423722_00_1.jpg,Disponible
08-04-2025,20:18:06,La Despensa,Regaliz de goma Torcidas Fini 170 g.,"1,14 €","7,60 €/kg",https://www.carrefour.es/supermercado/regaliz-de-goma-torcidas-fini-170-g/R-839900520/p,https://static.carrefour.es/hd_350x_/img_pim_food/977268_00_1.jpg,Disponible
08-04-2025,20:18:06,La Despensa,Croquetas de cocido Carrefour Extra 350 g.,"1,99 €","5,69 €/kg",https://www.carrefour.es/supermercado/croquetas-de-cocido-carrefour-extra-350-g/R-VC4AECOMM-690609/p,https://static.carrefour.es/hd_350x_/img_pim_food/690609_00_1.jpg,Disponible
08-04-2025,20:18:06,La Despensa,Bebida láctea semidesnatada fibra Central Lechera Asturiana sin gluten brik 1 l.,"1,64 €","1,64 €/l",https://www.carrefour.es/supermercado/bebida-lactea-semidesnatada-fibra-central-lechera-asturiana-sin-gluten-brik-1-l/R-521007026/p,https://static.carrefour.es/hd_350x_/img_pim_food/345826_00_1.jpg,Disponible
08-04-2025,20:18:06,La Despensa,Nata montada azucarada ligera Carrefour spray 250 g.,"1,88 €","7,52 €/kg",https://www.carrefour.es/supermercado/nata-montada-azucarada-ligera-carrefour-spray-250-g/R-787879747/p,https://static.carrefour.es/hd_350x_/img_pim_food/881965_00_1.jpg,Disponible
08-04-2025,20:18:06,La Despensa,Preparado lácteo con cereales crecimiento y desarrollo Puleva Max brik 1 l.,"1,69 €","1,69 €/l",https://www.carrefour.es/supermercado/preparado-lacteo-con-cereales-crecimiento-y-desarrollo-puleva-max-brik-1-l/R-521007038/p,https://static.carrefour.es/hd_350x_/img_pim_food/790781_00_1.jpg,Disponible
08-04-2025,20:18:06,La Despensa,Fingers de queso mozzarella Carrefour 400 g.,"3,15 €","7,87 €/kg",https://www.carrefour.es/supermercado/fingers-de-queso-mozzarella-carrefour-400-g/R-521031474/p,https://static.carrefour.es/hd_350x_/img_pim_food/573382_00_1.jpg,Disponible
08-04-2025,20:18:06,La Despensa,Phoskitos Original 4 ud.,"2,99 €","18,69 €/kg",https://www.carrefour.es/supermercado/phoskitos-original-4-ud/R-521007303/p,https://static.carrefour.es/hd_350x_/img_pim_food/020388_00_1.jpg,Disponible
08-04-2025,20:18:06,La Despensa,Maíz dulce sin sal Classic´ Carrefour sin azúcar añadido pack de 3 latas de 140 g.,"2,49 €","5,93 €/kg",https://www.carrefour.es/supermercado/maiz-dulce-sin-sal-classic-carrefour-sin-azucar-anadido-pack-de-3-latas-de-140-g/R-VC4AECOMM-304596/p,https://static.carrefour.es/hd_350x_/img_pim_food/304596_00_1.jpg,Disponible
08-04-2025,20:18:06,La Despensa,Champiñón en trozos Classic Carrefour 230 g.,"1,23 €","5,35 €/kg",https://www.carrefour.es/supermercado/champinon-en-trozos-classic-carrefour-230-g/R-521005926/p,https://static.carrefour.es/hd_350x_/img_pim_food/679117_00_1.jpg,Disponible
08-04-2025,20:18:06,La Despensa,Berberechos al natural 60/100 Classic Carrefour 63 g.,"2,79 €","44,29 €/kg",https://www.carrefour.es/supermercado/berberechos-al-natural-60-100-classic-carrefour-63-g/R-VC4AECOMM-509317/p,https://static.carrefour.es/hd_350x_/img_pim_food/509317_00_1.jpg,Disponible
08-04-2025,20:18:06,La Despensa,Pizza de jamón y bacon con salsa de cebolla caramelizada Pizza & Salsa Campofrío 360 g.,"3,05 €","8,47 €/kg",https://www.carrefour.es/supermercado/pizza-de-jamon-y-bacon-con-salsa-de-cebolla-caramelizada-pizza-salsa-campofrio-360-g/R-prod221960/p,https://static.carrefour.es/hd_350x_/img_pim_food/275238_00_1.jpg,Disponible
08-04-2025,20:18:49,La Despensa,Yemas de esparragos blancos medios Classic Carrefour 110 g.,"1,51 €","13,73 €/kg",https://www.carrefour.es/supermercado/yemas-de-esparragos-blancos-medios-classic-carrefour-110-g/R-871005018/p,https://static.carrefour.es/hd_350x_/img_pim_food/182322_00_1.jpg,Disponible
08-04-2025,20:18:49,La Despensa,Yogur natural azucarado Carrefour Classic' pack de 8 unidades de 125 g.,"1,33 €","1,33 €/kg",https://www.carrefour.es/supermercado/yogur-natural-azucarado-carrefour-classic-pack-de-8-unidades-de-125-g/R-VC4AECOMM-440996/p,https://static.carrefour.es/hd_350x_/img_pim_food/440996_00_1.jpg,Disponible
08-04-2025,20:18:49,La Despensa,Biscottes Classic Carrefour 540 g.,"1,64 €","3,04 €/kg",https://www.carrefour.es/supermercado/biscottes-classic-carrefour-540-g/R-VC4AECOMM-517695/p,https://static.carrefour.es/hd_350x_/img_pim_food/517695_00_1.jpg,Disponible
08-04-2025,20:18:49,La Despensa,Margarina con sal Carrefour 500 g.,"1,47 €","2,94 €/kg",https://www.carrefour.es/supermercado/margarina-con-sal-carrefour-500-g/R-prod830388/p,https://static.carrefour.es/hd_350x_/img_pim_food/298250_00_1.jpg,Disponible
08-04-2025,20:18:49,La Despensa,Picos de pan con aceite de oliva Classic Carrefour sin gluten y sin lactosa 100 g.,"1,42 €","14,20 €/kg",https://www.carrefour.es/supermercado/picos-de-pan-con-aceite-de-oliva-classic-carrefour-sin-gluten-y-sin-lactosa-100-g/R-prod1022832/p,https://static.carrefour.es/hd_350x_/img_pim_food/102766_00_1.jpg,Disponible
08-04-2025,20:18:49,La Despensa,Chocolate con leche y almendras Carrefour Extra sin gluten 200 g.,"1,95 €","9,75 €/kg",https://www.carrefour.es/supermercado/chocolate-con-leche-y-almendras-carrefour-extra-sin-gluten-200-g/R-VC4AECOMM-482765/p,https://static.carrefour.es/hd_350x_/img_pim_food/482765_00_1.jpg,Disponible
08-04-2025,20:18:49,La Despensa,Palomitas al punto de sal para microondas Popitas sin gluten pack de 3 unidades de 100 g.,"3,02 €","10,07 €/kg",https://www.carrefour.es/supermercado/palomitas-al-punto-de-sal-para-microondas-popitas-sin-gluten-pack-de-3-unidades-de-100-g/R-521003804/p,https://static.carrefour.es/hd_350x_/img_pim_food/001849_00_1.jpg,Disponible
08-04-2025,20:18:49,La Despensa,Tomate frito sin azúcares añadidos contenido reducido en sal Carrefour tarro 550 g.,"1,06 €","1,93 €/kg",https://www.carrefour.es/supermercado/tomate-frito-sin-azucares-anadidos-contenido-reducido-en-sal-carrefour-tarro-550-g/R-prod730714/p,https://static.carrefour.es/hd_350x_/img_pim_food/854872_00_1.jpg,Disponible
08-04-2025,20:18:49,La Despensa,Fideos orientales de pollo Sensation Carrefour 65 g.,"0,90 €","13,85 €/kg",https://www.carrefour.es/supermercado/fideos-orientales-de-pollo-sensation-carrefour-65-g/R-VC4AECOMM-637227/p,https://static.carrefour.es/hd_350x_/img_pim_food/637227_00_1.jpg,Disponible
08-04-2025,20:18:49,La Despensa,Pizza de peperoni ahumado Carrefour 320 g.,"2,25 €","7,03 €/kg",https://www.carrefour.es/supermercado/pizza-de-peperoni-ahumado-carrefour-320-g/R-prod600096/p,https://static.carrefour.es/hd_350x_/img_pim_food/841124_00_1.jpg,Agotado temporalmente
08-04-2025,20:18:49,La Despensa,Petit sabor fresa Danone Danonino sin gluten pack de 6 unidades de 50 g.,"1,45 €","4,83 €/kg",https://www.carrefour.es/supermercado/petit-sabor-fresa-danone-danonino-sin-gluten-pack-de-6-unidades-de-50-g/R-702201871/p,https://static.carrefour.es/hd_350x_/img_pim_food/402191_00_1.jpg,Disponible
08-04-2025,20:18:49,La Despensa,Yogur liquido de piña y coco Carrefour Classic´ sin gluten 1000 g.,"1,35 €","1,35 €/kg",https://www.carrefour.es/supermercado/yogur-liquido-de-pina-y-coco-carrefour-classic-sin-gluten-1000-g/R-fprod1210088/p,https://static.carrefour.es/hd_350x_/img_pim_food/256888_00_1.jpg,Disponible
08-04-2025,20:18:49,La Despensa,Atún claro en aceite de girasol Calvo pack de 6 latas de 52 g.,"6,95 €","22,28 €/kg",https://www.carrefour.es/supermercado/atun-claro-en-aceite-de-girasol-calvo-pack-de-6-latas-de-52-g/R-VC4AECOMM-363071/p,https://static.carrefour.es/hd_350x_/img_pim_food/363071_00_1.jpg,Disponible
08-04-2025,20:18:49,La Despensa,Mostaza Orlando sin gluten envase 290 g.,"1,62 €","5,59 €/kg",https://www.carrefour.es/supermercado/mostaza-orlando-sin-gluten-envase-290-g/R-520661029/p,https://static.carrefour.es/hd_350x_/img_pim_food/002259_00_1.jpg,Disponible
08-04-2025,20:18:49,La Despensa,Leche fermentada líquida sabor fresa y plátano Danone - Actimel kids sin gluten pack de 6 unidades de 100 g.,"3,89 €","6,48 €/kg",https://www.carrefour.es/supermercado/leche-fermentada-liquida-sabor-fresa-y-platano-danone-actimel-kids-sin-gluten-pack-de-6-unidades-de-100-g/R-VC4AECOMM-100508/p,https://static.carrefour.es/hd_350x_/img_pim_food/100508_00_1.jpg,Agotado temporalmente
08-04-2025,20:18:49,La Despensa,Galletas horneadas Carrefour Original 500 g.,"1,78 €","3,56 €/kg",https://www.carrefour.es/supermercado/galletas-horneadas-carrefour-original-500-g/R-521002680/p,https://static.carrefour.es/hd_350x_/img_pim_food/228290_00_1.jpg,Disponible
08-04-2025,20:18:49,La Despensa,Cereales de maíz sin azúcar añadido Corn Flakes Carrefour 500 g.,"1,45 €","2,90 €/kg",https://www.carrefour.es/supermercado/cereales-de-maiz-sin-azucar-anadido-corn-flakes-carrefour-500-g/R-527030608/p,https://static.carrefour.es/hd_350x_/img_pim_food/114094_00_1.jpg,Disponible
08-04-2025,20:18:49,La Despensa,Sopa de pollo con fideos Calnort 66 g.,"0,34 €","5,15 €/kg",https://www.carrefour.es/supermercado/sopa-de-pollo-con-fideos-calnort-66-g/R-766005425/p,https://static.carrefour.es/hd_350x_/img_pim_food/764045_00_1.jpg,Disponible
08-04-2025,20:18:49,La Despensa,Pasta fideo nº0 Gallo 450 g.,"1,45 €","3,22 €/kg",https://www.carrefour.es/supermercado/pasta-fideo-n0-gallo-450-g/R-VC4AECOMM-556012/p,https://static.carrefour.es/hd_350x_/img_pim_food/556012_00_1.jpg,Disponible
08-04-2025,20:18:49,La Despensa,Bebida de soja ligera Alpro sin gluten y sin lactosa brik 1 l.,"2,15 €","2,15 €/l",https://www.carrefour.es/supermercado/bebida-de-soja-ligera-alpro-sin-gluten-y-sin-lactosa-brik-1-l/R-VC4AECOMM-732751/p,https://static.carrefour.es/hd_350x_/img_pim_food/732751_00_1.jpg,Disponible
08-04-2025,20:18:49,La Despensa,Café molido mezcla Gran Aroma Marcilla 500 g.,"8,89 €","17,78 €/kg",https://www.carrefour.es/supermercado/cafe-molido-mezcla-gran-aroma-marcilla-500-g/R-804323774/p,https://static.carrefour.es/hd_350x_/img_pim_food/912132_00_1.jpg,Disponible
08-04-2025,20:18:49,La Despensa,Yogur griego bicapa de fresa Carrefour Extra pack de 4 unidades de 125 g.,"1,61 €","3,22 €/kg",https://www.carrefour.es/supermercado/yogur-griego-bicapa-de-fresa-carrefour-extra-pack-de-4-unidades-de-125-g/R-641302318/p,https://static.carrefour.es/hd_350x_/img_pim_food/813606_00_1.jpg,Disponible
08-04-2025,20:18:49,La Despensa,Yogur griego natural Danone pack de 4 unidades de 110 g.,"1,39 €","3,16 €/kg",https://www.carrefour.es/supermercado/yogur-griego-natural-danone-pack-de-4-unidades-de-110-g/R-VC4AECOMM-155029/p,https://static.carrefour.es/hd_350x_/img_pim_food/155029_00_1.jpg,Disponible
08-04-2025,20:18:49,La Despensa,Aceitunas verdes rellenas de anchoa Serpis sin gluten y sin lactosa 150 g.,"2,55 €",17 €/kg,https://www.carrefour.es/supermercado/aceitunas-verdes-rellenas-de-anchoa-serpis-sin-gluten-y-sin-lactosa-150-g/R-521003875/p,https://static.carrefour.es/hd_350x_/img_pim_food/447233_00_1.jpg,Disponible
08-04-2025,20:19:33,La Despensa,Bífidus desnatado con trozos de melocotón Danone Activia sin azúcar añadido pack de 4 unidades de 120 g.,"2,89 €","6,02 €/kg",https://www.carrefour.es/supermercado/bifidus-desnatado-con-trozos-de-melocoton-danone-activia-sin-azucar-anadido-pack-de-4-unidades-de-120-g/R-521029606/p,https://static.carrefour.es/hd_350x_/img_pim_food/756018_00_1.jpg,Disponible
08-04-2025,20:19:33,La Despensa,Nata para cocinar Central Lechera Asturiana 500 ml.,"3,67 €","7,34 €/l",https://www.carrefour.es/supermercado/nata-para-cocinar-central-lechera-asturiana-500-ml/R-521030089/p,https://static.carrefour.es/hd_350x_/img_pim_food/437397_00_1.jpg,Disponible
08-04-2025,20:19:33,La Despensa,Bagels semillas Bimbo 4 ud.,"2,69 €","8,97 €/kg",https://www.carrefour.es/supermercado/bagels-semillas-bimbo-4-ud/R-VC4AECOMM-479585/p,https://static.carrefour.es/hd_350x_/img_pim_food/479585_00_1.jpg,Disponible
08-04-2025,20:19:33,La Despensa,Croquetas de pollo Carrefour Extra 500 g.,"1,52 €","3,04 €/kg",https://www.carrefour.es/supermercado/croquetas-de-pollo-carrefour-extra-500-g/R-VC4AECOMM-693840/p,https://static.carrefour.es/hd_350x_/img_pim_food/693840_00_1.jpg,Disponible
08-04-2025,20:19:33,La Despensa,Sardinas en aceite de oliva Cuca 120 g.,"2,79 €","32,82 €/kg",https://www.carrefour.es/supermercado/sardinas-en-aceite-de-oliva-cuca-120-g/R-521006308/p,https://static.carrefour.es/hd_350x_/img_pim_food/027667_00_1.jpg,Disponible
