Data de captura,Hora de captura,Categoria,Descripció,Preu unitari,Preu/kg,URL,Imatge,Disponibilitat
08-04-2025,19:48:32,La Despensa,Copa de chocolate con nata Carrefour pack de 4 unidades de 115 g.,"1,35 €","2,93 €/kg",https://www.carrefour.es/supermercado/copa-de-chocolate-con-nata-carrefour-pack-de-4-unidades-de-115-g/R-551802081/p,https://static.carrefour.es/hd_350x_/img_pim_food/249960_00_1.jpg,Disponible
08-04-2025,19:48:32,La Despensa,Doritos Tex Mex 140 g.,"1,86 €","13,29 €/kg",https://www.carrefour.es/supermercado/doritos-tex-mex-140-g/R-VC4AECOMM-627395/p,https://static.carrefour.es/hd_350x_/img_pim_food/627395_00_1.jpg,Disponible
08-04-2025,19:49:16,La Despensa,Aceite de oliva virgen extra Carbonell 1 l.,"7,99 €","7,99 €/l",https://www.carrefour.es/supermercado/aceite-de-oliva-virgen-extra-carbonell-1-l/R-584001513/p,https://static.carrefour.es/hd_350x_/img_pim_food/300506_00_1.jpg,Disponible
08-04-2025,19:49:16,La Despensa,Arroz redondo Sos 1 kg.,"1,92 €","1,92 €/kg",https://www.carrefour.es/supermercado/arroz-redondo-sos-1-kg/R-521012514/p,https://static.carrefour.es/hd_350x_/img_pim_food/002277_00_1.jpg,Disponible
08-04-2025,19:49:16,La Despensa,Tortas de aceite Inés Rosales 180 g.,"2,26 €","12,56 €/kg",https://www.carrefour.es/supermercado/tortas-de-aceite-ines-rosales-180-g/R-521008126/p,https://static.carrefour.es/hd_350x_/img_pim_food/046706_00_1.jpg,Disponible
08-04-2025,19:49:16,La Despensa,Natillas de vainilla Carrefour Classic' pack de 4 unidades de 125 g.,"1,05 €","2,10 €/kg",https://www.carrefour.es/supermercado/natillas-de-vainilla-carrefour-classic-pack-de-4-unidades-de-125-g/R-835176181/p,https://static.carrefour.es/hd_350x_/img_pim_food/971662_00_1.jpg,Agotado temporalmente
08-04-2025,19:49:16,La Despensa,Mantequilla pastilla sin sal Carrefour Classic 250 g.,"2,29 €","9,16 €/kg",https://www.carrefour.es/supermercado/mantequilla-pastilla-sin-sal-carrefour-classic-250-g/R-fprod1350157/p,https://static.carrefour.es/hd_350x_/img_pim_food/337329_00_1.jpg,Disponible
08-04-2025,19:49:16,La Despensa,Aros de chocolate blanco Carrefour Classic 128 g.,"1,15 €","9,58 €/kg",https://www.carrefour.es/supermercado/aros-de-chocolate-blanco-carrefour-classic-128-g/R-521002818/p,https://static.carrefour.es/hd_350x_/img_pim_food/228287_00_1.jpg,Disponible
08-04-2025,19:49:16,La Despensa,Aperitivo de maíz sabor queso Risketos Risi sin gluten 135 g.,"1,67 €","12,37 €/kg",https://www.carrefour.es/supermercado/aperitivo-de-maiz-sabor-queso-risketos-risi-sin-gluten-135-g/R-VC4AECOMM-205992/p,https://static.carrefour.es/hd_350x_/img_pim_food/205992_00_1.jpg,Disponible
08-04-2025,19:49:16,La Despensa,Macarrones Carrefour 500 g.,"0,79 €","1,58 €/kg",https://www.carrefour.es/supermercado/macarrones-carrefour-500-g/R-544101816/p,https://static.carrefour.es/hd_350x_/img_pim_food/229760_00_1.jpg,Disponible
08-04-2025,19:49:16,La Despensa,Patatas fritas sabor campesina Classic Carrefour 150 g.,"1,10 €","7,33 €/kg",https://www.carrefour.es/supermercado/patatas-fritas-sabor-campesina-classic-carrefour-150-g/R-prod1070117/p,https://static.carrefour.es/hd_350x_/img_pim_food/130123_00_1.jpg,Disponible
08-04-2025,19:49:16,La Despensa,Pizza 4 quesos Carrefour Classic 400 g.,"2,65 €","6,62 €/kg",https://www.carrefour.es/supermercado/pizza-4-quesos-carrefour-classic-400-g/R-521030213/p,https://static.carrefour.es/hd_350x_/img_pim_food/266914_00_1.jpg,Disponible
08-04-2025,19:49:16,La Despensa,Pasta espaguetis Carrefour 1 kg.,"1,24 €","1,24 €/kg",https://www.carrefour.es/supermercado/pasta-espaguetis-carrefour-1-kg/R-544501835/p,https://static.carrefour.es/hd_350x_/img_pim_food/226608_00_1.jpg,Disponible
08-04-2025,19:49:16,La Despensa,Yogur griego de fresa Carrefour Extra sin gluten pack de 6 unidades de 125 g.,"1,69 €","2,25 €/kg",https://www.carrefour.es/supermercado/yogur-griego-de-fresa-carrefour-extra-sin-gluten-pack-de-6-unidades-de-125-g/R-VC4AECOMM-628189/p,https://static.carrefour.es/hd_350x_/img_pim_food/628189_00_1.jpg,Disponible
08-04-2025,19:49:16,La Despensa,Magdalena redonda Classic' Carrefour 615 g.,"2,05 €","3,33 €/kg",https://www.carrefour.es/supermercado/magdalena-redonda-classic-carrefour-615-g/R-VC4AECOMM-581097/p,https://static.carrefour.es/hd_350x_/img_pim_food/581097_00_1.jpg,Disponible
08-04-2025,19:49:16,La Despensa,Galletas de chocolate rellenas de crema Mini Oreo pack de 4 unidades de 40 g.,"1,95 €","12,19 €/kg",https://www.carrefour.es/supermercado/galletas-de-chocolate-rellenas-de-crema-mini-oreo-pack-de-4-unidades-de-40-g/R-521002858/p,https://static.carrefour.es/hd_350x_/img_pim_food/056534_00_1.jpg,Disponible
08-04-2025,19:49:16,La Despensa,Chocolate con leche Carrefour Classic sin gluten 150 g.,"1,80 €",12 €/kg,https://www.carrefour.es/supermercado/chocolate-con-leche-carrefour-classic-sin-gluten-150-g/R-521004209/p,https://static.carrefour.es/hd_350x_/img_pim_food/231570_00_1.jpg,Disponible
08-04-2025,19:49:16,La Despensa,Berlinas bombón Donuts 4 ud.,"2,99 €","13,59 €/kg",https://www.carrefour.es/supermercado/berlinas-bombon-donuts-4-ud/R-715505824/p,https://static.carrefour.es/hd_350x_/img_pim_food/488506_00_1.jpg,Disponible
08-04-2025,19:49:16,La Despensa,Leche semidesnatada ecológica Carrefour Bio brik 1 l.,"1,22 €","1,22 €/l",https://www.carrefour.es/supermercado/leche-semidesnatada-ecologica-carrefour-bio-brik-1-l/R-521007018/p,https://static.carrefour.es/hd_350x_/img_pim_food/616310_00_1.jpg,Disponible
08-04-2025,19:49:16,La Despensa,Nueces sin cáscara Original Carrefour 200 g.,"3,15 €","15,75 €/kg",https://www.carrefour.es/supermercado/nueces-sin-cascara-original-carrefour-200-g/R-521003605/p,https://static.carrefour.es/hd_350x_/img_pim_food/603846_00_1.jpg,Disponible
08-04-2025,19:49:16,La Despensa,Tiburón Carrefour 500 g.,"0,79 €","1,58 €/kg",https://www.carrefour.es/supermercado/tiburon-carrefour-500-g/R-544101810/p,https://static.carrefour.es/hd_350x_/img_pim_food/229700_00_1.jpg,Disponible
08-04-2025,19:49:16,La Despensa,Preparado lácteo con nueces Omega 3 Puleva sin gluten brik 1 l.,,"1,69 €/l",https://www.carrefour.es/supermercado/preparado-lacteo-con-nueces-omega-3-puleva-sin-gluten-brik-1-l/R-530363440/p,https://static.carrefour.es/hd_350x_/img_pim_food/168053_00_1.jpg,Disponible
08-04-2025,19:49:16,La Despensa,Nata montada azucarada Carrefour spray 250 ml.,"1,75 €",7 €/l,https://www.carrefour.es/supermercado/nata-montada-azucarada-carrefour-spray-250-ml/R-521032934/p,https://static.carrefour.es/hd_350x_/img_pim_food/231422_00_1.jpg,Disponible
08-04-2025,19:49:16,La Despensa,Aceitunas verdes rellenas de anchoa Carrefour 150 g.,"1,05 €",7 €/kg,https://www.carrefour.es/supermercado/aceitunas-verdes-rellenas-de-anchoa-carrefour-150-g/R-VC4AECOMM-441966/p,https://static.carrefour.es/hd_350x_/img_pim_food/441966_00_1.jpg,Disponible
08-04-2025,19:49:16,La Despensa,Cachuetes fritos Carrefour 250 g.,"0,99 €","3,96 €/kg",https://www.carrefour.es/supermercado/cachuetes-fritos-carrefour-250-g/R-VC4AECOMM-618107/p,https://static.carrefour.es/hd_350x_/img_pim_food/618107_00_1.jpg,Disponible
08-04-2025,19:49:16,La Despensa,Flan de huevo al baño María Carrefour Classic' sin gluten pack de 4 unidades de 100 g.,"1,45 €","3,62 €/kg",https://www.carrefour.es/supermercado/flan-de-huevo-al-bano-maria-carrefour-classic-sin-gluten-pack-de-4-unidades-de-100-g/R-521029829/p,https://static.carrefour.es/hd_350x_/img_pim_food/233299_00_1.jpg,Disponible
08-04-2025,19:49:57,La Despensa,Yogur sabores Carrefour Classic´ sin gluten pack de 16 unidades de 125 g.,"2,29 €","1,14 €/kg",https://www.carrefour.es/supermercado/yogur-sabores-carrefour-classic-sin-gluten-pack-de-16-unidades-de-125-g/R-VC4AECOMM-025971/p,https://static.carrefour.es/hd_350x_/img_pim_food/025971_00_1.jpg,Disponible
08-04-2025,19:49:57,La Despensa,Pan de molde rebanada estilo artesano Bimbo 500 g.,"2,89 €","5,25 €/kg",https://www.carrefour.es/supermercado/pan-de-molde-rebanada-estilo-artesano-bimbo-500-g/R-829845014/p,https://static.carrefour.es/hd_350x_/img_pim_food/965244_00_1.jpg,Disponible
08-04-2025,19:49:57,La Despensa,Pizza barbacoa Carrefour Classic 400 g.,"2,45 €","6,12 €/kg",https://www.carrefour.es/supermercado/pizza-barbacoa-carrefour-classic-400-g/R-521030200/p,https://static.carrefour.es/hd_350x_/img_pim_food/743623_00_1.jpg,Disponible
08-04-2025,19:49:57,La Despensa,Leche entera Lauki brik 1 l.,"1,17 €","1,17 €/l",https://www.carrefour.es/supermercado/leche-entera-lauki-brik-1-l/R-521012939/p,https://static.carrefour.es/hd_350x_/img_pim_food/047817_00_1.jpg,Disponible
08-04-2025,19:49:57,La Despensa,Cereales arroz inflado chocolateado y chips de chocolate recubiertos de galleta Choco Flakes Cuétara 520 g.,"4,09 €","7,87 €/kg",https://www.carrefour.es/supermercado/cereales-arroz-inflado-chocolateado-y-chips-de-chocolate-recubiertos-de-galleta-choco-flakes-cuetara-520-g/R-655301836/p,https://static.carrefour.es/hd_350x_/img_pim_food/293414_00_1.jpg,Disponible
08-04-2025,19:49:57,La Despensa,Aperitivo de patata Cream & Onion Pringles 185 g.,"2,85 €","15,41 €/kg",https://www.carrefour.es/supermercado/aperitivo-de-patata-cream-onion-pringles-185-g/R-VC4AECOMM-142098/p,https://static.carrefour.es/hd_350x_/img_pim_food/142098_00_1.jpg,Disponible
08-04-2025,19:49:57,La Despensa,Champiñones laminados Carrefour 230 g.,"1,24 €","5,39 €/kg",https://www.carrefour.es/supermercado/champinones-laminados-carrefour-230-g/R-521005928/p,https://static.carrefour.es/hd_350x_/img_pim_food/530648_00_1.jpg,Disponible
08-04-2025,19:49:57,La Despensa,Yogur natural Danone pack de 8 unidades de 120 g.,"1,89 €","1,97 €/kg",https://www.carrefour.es/supermercado/yogur-natural-danone-pack-de-8-unidades-de-120-g/R-521029389/p,https://static.carrefour.es/hd_350x_/img_pim_food/002903_00_1.jpg,Disponible
08-04-2025,19:49:57,La Despensa,Torreznos Classic Carrefour sin gluten 100 g.,"1,33 €","13,30 €/kg",https://www.carrefour.es/supermercado/torreznos-classic-carrefour-sin-gluten-100-g/R-590211123/p,https://static.carrefour.es/hd_350x_/img_pim_food/296315_00_1.jpg,Disponible
08-04-2025,19:49:57,La Despensa,"Aceite de oliva suave 0,4º Carrefour 1 l.","4,44 €","4,44 €/l",https://www.carrefour.es/supermercado/aceite-de-oliva-suave-04-carrefour-1-l/R-526600666/p,https://static.carrefour.es/hd_350x_/img_pim_food/128215_00_1.jpg,Disponible
08-04-2025,19:49:57,La Despensa,Anacardo crudo Original Carrefour 200 g.,"2,39 €","11,95 €/kg",https://www.carrefour.es/supermercado/anacardo-crudo-original-carrefour-200-g/R-VC4AECOMM-491998/p,https://static.carrefour.es/hd_350x_/img_pim_food/491998_00_1.jpg,Disponible
08-04-2025,19:49:57,La Despensa,Berlina Fondant Donuts 204 g.,"2,99 €","14,66 €/kg",https://www.carrefour.es/supermercado/berlina-fondant-donuts-204-g/R-590204453/p,https://static.carrefour.es/hd_350x_/img_pim_food/153863_00_1.jpg,Disponible
08-04-2025,19:49:57,La Despensa,Huevos Frescos Carrefour El Mercado 24 ud.,"4,75 €","2,37 €/docena",https://www.carrefour.es/supermercado/huevos-frescos-carrefour-el-mercado-24-ud/R-VC4AECOMM-307898/p,https://static.carrefour.es/hd_350x_/img_pim_food/307898_00_1.jpg,Disponible
08-04-2025,19:49:57,La Despensa,Croissants rellenos de crema de cacao Carrefour Classic 360 g.,"1,90 €","5,28 €/kg",https://www.carrefour.es/supermercado/croissants-rellenos-de-crema-de-cacao-carrefour-classic-360-g/R-521007192/p,https://static.carrefour.es/hd_350x_/img_pim_food/060500_00_1.jpg,Disponible
08-04-2025,19:49:57,La Despensa,Pistachos tostados y salados Classic Carrefour 200 g.,"2,95 €","14,75 €/kg",https://www.carrefour.es/supermercado/pistachos-tostados-y-salados-classic-carrefour-200-g/R-521003601/p,https://static.carrefour.es/hd_350x_/img_pim_food/080240_00_1.jpg,Disponible
08-04-2025,19:49:57,La Despensa,Huevos Frescos Carrefour El Mercado 12 ud.,"2,80 €","2,80 €/docena",https://www.carrefour.es/supermercado/huevos-frescos-carrefour-el-mercado-12-ud/R-VC4AECOMM-307927/p,https://static.carrefour.es/hd_350x_/img_pim_food/307927_00_1.jpg,Disponible
08-04-2025,19:49:58,La Despensa,Leche desnatada Vita Calcio Puleva brik 1 l.,,"1,29 €/l",https://www.carrefour.es/supermercado/leche-desnatada-vita-calcio-puleva-brik-1-l/R-521007014/p,https://static.carrefour.es/hd_350x_/img_pim_food/041329_00_1.jpg,Disponible
08-04-2025,19:49:58,La Despensa,Tomate frito Classic Carrefour pack 3 briks de 215 g.,"0,97 €","1,50 €/kg",https://www.carrefour.es/supermercado/tomate-frito-classic-carrefour-pack-3-briks-de-215-g/R-767407260/p,https://static.carrefour.es/hd_350x_/img_pim_food/775309_00_1.jpg,Disponible
08-04-2025,19:49:58,La Despensa,Vinagre de vino blanco Carrefour 1 l.,"0,65 €","0,65 €/l",https://www.carrefour.es/supermercado/vinagre-de-vino-blanco-carrefour-1-l/R-531705309/p,https://static.carrefour.es/hd_350x_/img_pim_food/184914_00_1.jpg,Disponible
08-04-2025,19:49:58,La Despensa,Patatas fritas onduladas Sensation Carrefour 170 g.,"1,19 €",7 €/kg,https://www.carrefour.es/supermercado/patatas-fritas-onduladas-sensation-carrefour-170-g/R-521003682/p,https://static.carrefour.es/hd_350x_/img_pim_food/498822_00_1.jpg,Disponible
08-04-2025,19:49:58,La Despensa,Nachos sabor original Sensation Carrefour 150 g.,"0,99 €","6,60 €/kg",https://www.carrefour.es/supermercado/nachos-sabor-original-sensation-carrefour-150-g/R-VC4AECOMM-110329/p,https://static.carrefour.es/hd_350x_/img_pim_food/110329_00_1.jpg,Disponible
08-04-2025,19:49:58,La Despensa,Pan Burger brioche Carrefour El Mercado 260 g,"2,83 €","10,88 €/kg",https://www.carrefour.es/supermercado/pan-burger-brioche-carrefour-el-mercado-260-g/R-VC4AECOMM-308678/p,https://static.carrefour.es/hd_350x_/img_pim_food/308678_00_1.jpg,Disponible
08-04-2025,19:49:58,La Despensa,Mayonesa Carrefour envase 500 ml 475g.,"1,53 €","3,22 €/kg",https://www.carrefour.es/supermercado/mayonesa-carrefour-envase-500-ml-475g/R-VC4AECOMM-013524/p,https://static.carrefour.es/hd_350x_/img_pim_food/013524_00_1.jpg,Disponible
08-04-2025,19:49:58,La Despensa,Hummus clásico Carrefour Extra sin gluten 240 g,"1,10 €","4,58 €/kg",https://www.carrefour.es/supermercado/hummus-clasico-carrefour-extra-sin-gluten-240-g/R-VC4AECOMM-112532/p,https://static.carrefour.es/hd_350x_/img_pim_food/112532_00_1.jpg,Disponible
08-04-2025,19:50:42,La Despensa,Aceite de girasol para freír Carrefour garrafa 5 l.,"8,49 €","1,70 €/l",https://www.carrefour.es/supermercado/aceite-de-girasol-para-freir-carrefour-garrafa-5-l/R-520661084/p,https://static.carrefour.es/hd_350x_/img_pim_food/277575_00_1.jpg,Disponible
08-04-2025,19:50:42,La Despensa,Café molido natural Carrefour Classic 250 g.,"2,35 €","9,40 €/kg",https://www.carrefour.es/supermercado/cafe-molido-natural-carrefour-classic-250-g/R-521003000/p,https://static.carrefour.es/hd_350x_/img_pim_food/236780_00_1.jpg,Disponible
08-04-2025,19:50:42,La Despensa,Huevos Camperos Círculo de Calidad 6 ud,"2,39 €","4,78 €/docena",https://www.carrefour.es/supermercado/huevos-camperos-circulo-de-calidad-6-ud/R-prod69874/p,https://static.carrefour.es/hd_350x_/img_pim_food/151112_00_1.jpg,Disponible
08-04-2025,19:50:42,La Despensa,Patatas fritas al punto de sal Lay's sin gluten 265 g.,"2,69 €","10,15 €/kg",https://www.carrefour.es/supermercado/patatas-fritas-al-punto-de-sal-lays-sin-gluten-265-g/R-VC4AECOMM-128846/p,https://static.carrefour.es/hd_350x_/img_pim_food/128846_00_1.jpg,Disponible
08-04-2025,19:50:42,La Despensa,Natillas de chocolate Carrefour pack de 4 unidades de 125 g.,"1,05 €","2,10 €/kg",https://www.carrefour.es/supermercado/natillas-de-chocolate-carrefour-pack-de-4-unidades-de-125-g/R-837832786/p,https://static.carrefour.es/hd_350x_/img_pim_food/971661_00_1.jpg,Disponible
08-04-2025,19:50:42,La Despensa,Aperitivo de maíz sabor queso y bacon Konos Carrefour 100 g.,"0,80 €",8 €/kg,https://www.carrefour.es/supermercado/aperitivo-de-maiz-sabor-queso-y-bacon-konos-carrefour-100-g/R-521003767/p,https://static.carrefour.es/hd_350x_/img_pim_food/726807_00_1.jpg,Disponible
08-04-2025,19:50:42,La Despensa,Pasta plumas nº 6 Gallo 675 g.,"1,69 €","2,50 €/kg",https://www.carrefour.es/supermercado/pasta-plumas-n-6-gallo-675-g/R-VC4AECOMM-652826/p,https://static.carrefour.es/hd_350x_/img_pim_food/652826_00_1.jpg,Disponible
08-04-2025,19:50:42,La Despensa,Aperitivo de patata sabor original Pringles 185 g.,"2,85 €","15,41 €/kg",https://www.carrefour.es/supermercado/aperitivo-de-patata-sabor-original-pringles-185-g/R-VC4AECOMM-142078/p,https://static.carrefour.es/hd_350x_/img_pim_food/142078_00_1.jpg,Disponible
08-04-2025,19:50:42,La Despensa,Leche semidesnatada Pascual sin lactosa brik 1 l.,,"1,35 €/l",https://www.carrefour.es/supermercado/leche-semidesnatada-pascual-sin-lactosa-brik-1-l/R-530362994/p,https://static.carrefour.es/hd_350x_/img_pim_food/158606_00_1.jpg,Disponible
08-04-2025,19:50:42,La Despensa,Hogaza masa madre The Rustik Bakery 400 g.,"2,85 €","7,12 €/kg",https://www.carrefour.es/supermercado/hogaza-masa-madre-the-rustik-bakery-400-g/R-823507267/p,https://static.carrefour.es/hd_350x_/img_pim_food/954589_00_1.jpg,Disponible
08-04-2025,19:50:42,La Despensa,Leche desnatada 0% MG Puleva sin gluten sin lactosa botella 1 l.,"1,37 €","1,37 €/l",https://www.carrefour.es/supermercado/leche-desnatada-0-mg-puleva-sin-gluten-sin-lactosa-botella-1-l/R-538002088/p,https://static.carrefour.es/hd_350x_/img_pim_food/227049_00_1.jpg,Disponible
08-04-2025,19:50:42,La Despensa,Huevos camperos Pazo de Vilane 12 ud.,"4,19 €","4,19 €/docena",https://www.carrefour.es/supermercado/huevos-camperos-pazo-de-vilane-12-ud/R-527054495/p,https://static.carrefour.es/hd_350x_/img_pim_food/255594_00_1.jpg,Disponible
08-04-2025,19:50:42,La Despensa,Pistachos tostados sin sal añadida Carrefour 150 g.,"2,19 €","14,60 €/kg",https://www.carrefour.es/supermercado/pistachos-tostados-sin-sal-anadida-carrefour-150-g/R-prod800302/p,https://static.carrefour.es/hd_350x_/img_pim_food/991782_00_1.jpg,Disponible
08-04-2025,19:50:42,La Despensa,Bebida láctea desnatada al cacao Proteína Plus Carrefour Sensation sin gluten y sin azúcar añadido 330 ml.,"1,30 €","3,94 €/l",https://www.carrefour.es/supermercado/bebida-lactea-desnatada-al-cacao-proteina-plus-carrefour-sensation-sin-gluten-y-sin-azucar-anadido-330-ml/R-VC4AECOMM-432196/p,https://static.carrefour.es/hd_350x_/img_pim_food/432196_00_1.jpg,Disponible
08-04-2025,19:50:42,La Despensa,Pizza de jamón y queso Casa Tarradellas 405 g.,"3,29 €","8,12 €/kg",https://www.carrefour.es/supermercado/pizza-de-jamon-y-queso-casa-tarradellas-405-g/R-521030231/p,https://static.carrefour.es/hd_350x_/img_pim_food/051680_00_1.jpg,Disponible
08-04-2025,19:50:42,La Despensa,Patatas fritas sabor jamón serrano Sensation Carrefour 150 g.,"1,20 €",8 €/kg,https://www.carrefour.es/supermercado/patatas-fritas-sabor-jamon-serrano-sensation-carrefour-150-g/R-prod1022999/p,https://static.carrefour.es/hd_350x_/img_pim_food/107052_00_1.jpg,Disponible
08-04-2025,19:50:42,La Despensa,Bebida láctea desnatada de vainilla Proteína Plus Sensation Carrefour sin gluten y sin azúcar añadido 330 ml.,"1,30 €","3,94 €/l",https://www.carrefour.es/supermercado/bebida-lactea-desnatada-de-vainilla-proteina-plus-sensation-carrefour-sin-gluten-y-sin-azucar-anadido-330-ml/R-VC4AECOMM-432261/p,https://static.carrefour.es/hd_350x_/img_pim_food/432261_00_1.jpg,Disponible
08-04-2025,19:50:42,La Despensa,Panecillos tostados clásicos Carrefour Extra 300 g.,"1,13 €","3,77 €/kg",https://www.carrefour.es/supermercado/panecillos-tostados-clasicos-carrefour-extra-300-g/R-VC4AECOMM-653635/p,https://static.carrefour.es/hd_350x_/img_pim_food/653635_00_1.jpg,Disponible
08-04-2025,19:50:42,La Despensa,Bebida de almendra calcio sin azúcar añadido Carrefour sin gluten brik 1 l.,"1,27 €","1,27 €/l",https://www.carrefour.es/supermercado/bebida-de-almendra-calcio-sin-azucar-anadido-carrefour-sin-gluten-brik-1-l/R-VC4AECOMM-554219/p,https://static.carrefour.es/hd_350x_/img_pim_food/554219_00_1.jpg,Disponible
08-04-2025,19:50:42,La Despensa,Pan de molde sin azúcar añadido Bimbo 430 g.,"1,50 €","3,49 €/kg",https://www.carrefour.es/supermercado/pan-de-molde-sin-azucar-anadido-bimbo-430-g/R-prod870001/p,https://static.carrefour.es/hd_350x_/img_pim_food/391434_00_1.jpg,Disponible
08-04-2025,19:50:42,La Despensa,Yogur sabor fresa Danone sin gluten pack de 4 unidades de 120 g.,"0,99 €","2,06 €/kg",https://www.carrefour.es/supermercado/yogur-sabor-fresa-danone-sin-gluten-pack-de-4-unidades-de-120-g/R-521029420/p,https://static.carrefour.es/hd_350x_/img_pim_food/002905_00_1.jpg,Disponible
08-04-2025,19:50:42,La Despensa,Patatas fritas lisas Classic Carrefour 170 g.,"1,24 €","7,29 €/kg",https://www.carrefour.es/supermercado/patatas-fritas-lisas-classic-carrefour-170-g/R-521003684/p,https://static.carrefour.es/hd_350x_/img_pim_food/498824_00_1.jpg,Disponible
08-04-2025,19:50:42,La Despensa,Caldo de pollo reducido en sal Classic Carrefour sin gluten 1 l.,"0,67 €","0,67 €/l",https://www.carrefour.es/supermercado/caldo-de-pollo-reducido-en-sal-classic-carrefour-sin-gluten-1-l/R-846300364/p,https://static.carrefour.es/hd_350x_/img_pim_food/017555_00_1.jpg,Disponible
08-04-2025,19:50:42,La Despensa,"Leche desnatada Central Lechera Asturiana botella 1,5 l.",,"1,10 €/l",https://www.carrefour.es/supermercado/leche-desnatada-central-lechera-asturiana-botella-15-l/R-521007087/p,https://static.carrefour.es/hd_350x_/img_pim_food/049435_00_1.jpg,Disponible
08-04-2025,19:51:35,La Despensa,Batido de cacao Carrefour sin gluten pack de 6 briks de 200 ml.,"1,45 €","1,21 €/l",https://www.carrefour.es/supermercado/batido-de-cacao-carrefour-sin-gluten-pack-de-6-briks-de-200-ml/R-819256514/p,https://static.carrefour.es/hd_350x_/img_pim_food/949065_00_1.jpg,Disponible
08-04-2025,19:51:35,La Despensa,Piccolinis jamón y queso Buitoni 270 g.,"4,15 €","15,37 €/kg",https://www.carrefour.es/supermercado/piccolinis-jamon-y-queso-buitoni-270-g/R-521031425/p,https://static.carrefour.es/hd_350x_/img_pim_food/606451_00_1.jpg,Disponible
08-04-2025,19:51:35,La Despensa,PAsta fideo cabellín Carrefour Classic 500 g.,"0,79 €","1,58 €/kg",https://www.carrefour.es/supermercado/pasta-fideo-cabellin-carrefour-classic-500-g/R-544101818/p,https://static.carrefour.es/hd_350x_/img_pim_food/229799_00_1.jpg,Disponible
08-04-2025,19:51:35,La Despensa,Nata para cocinar ligera 15% materia grasa Classic´ Carrefour 500 ml.,"1,42 €","2,84 €/l",https://www.carrefour.es/supermercado/nata-para-cocinar-ligera-15-materia-grasa-classic-carrefour-500-ml/R-fprod1270051/p,https://static.carrefour.es/hd_350x_/img_pim_food/325029_00_1.jpg,Disponible
08-04-2025,19:51:35,La Despensa,Pasta espaguetis Carrefour Classic 500 g.,"0,79 €","1,58 €/kg",https://www.carrefour.es/supermercado/pasta-espaguetis-carrefour-classic-500-g/R-544101814/p,https://static.carrefour.es/hd_350x_/img_pim_food/229736_00_1.jpg,Disponible
08-04-2025,19:51:35,La Despensa,Aceitunas negras cacereñas sin hueso Classic Carrefour 150 g.,"0,99 €","6,60 €/kg",https://www.carrefour.es/supermercado/aceitunas-negras-cacerenas-sin-hueso-classic-carrefour-150-g/R-VC4AECOMM-488032/p,https://static.carrefour.es/hd_350x_/img_pim_food/488032_00_1.jpg,Disponible
08-04-2025,19:51:35,La Despensa,Leche entera con calcio Carrefour brik 1 l.,"1,17 €","1,17 €/l",https://www.carrefour.es/supermercado/leche-entera-con-calcio-carrefour-brik-1-l/R-521007002/p,https://static.carrefour.es/hd_350x_/img_pim_food/231303_00_1.jpg,Disponible
08-04-2025,19:51:35,La Despensa,Caldo casero de pollo Gallina Blanca sin gluten pack de 2 briks de 1 l.,"4,09 €","2,04 €/l",https://www.carrefour.es/supermercado/caldo-casero-de-pollo-gallina-blanca-sin-gluten-pack-de-2-briks-de-1-l/R-680702146/p,https://static.carrefour.es/hd_350x_/img_pim_food/065288_00_1.jpg,Disponible
08-04-2025,19:51:35,La Despensa,Serenitos con aceite de oliva selección gourmet 130 g,"2,03 €","15,62 €/kg",https://www.carrefour.es/supermercado/serenitos-con-aceite-de-oliva-seleccion-gourmet-130-g/R-791562805/p,https://static.carrefour.es/hd_350x_/img_pim_food/887178_00_1.jpg,Disponible
08-04-2025,19:51:35,La Despensa,Pannini de jamón y queso Dr. Oetker 250 g.,"3,25 €",13 €/kg,https://www.carrefour.es/supermercado/pannini-de-jamon-y-queso-dr-oetker-250-g/R-521033617/p,https://static.carrefour.es/hd_350x_/img_pim_food/003028_00_1.jpg,Disponible
08-04-2025,19:51:35,La Despensa,Pan rallado Carrefour 750 g.,"0,83 €","1,11 €/kg",https://www.carrefour.es/supermercado/pan-rallado-carrefour-750-g/R-805763831/p,https://static.carrefour.es/hd_350x_/img_pim_food/924985_00_1.jpg,Disponible
08-04-2025,19:51:35,La Despensa,Berlina glacé Donuts 6 ud.,"4,29 €","13,75 €/kg",https://www.carrefour.es/supermercado/berlina-glace-donuts-6-ud/R-VC4AECOMM-249433/p,https://static.carrefour.es/hd_350x_/img_pim_food/249433_00_1.jpg,Disponible
08-04-2025,19:51:35,La Despensa,Pizza barbacoa Pizza & Salsa Campofrío 410 g.,"3,05 €","7,44 €/kg",https://www.carrefour.es/supermercado/pizza-barbacoa-pizza-salsa-campofrio-410-g/R-521030202/p,https://static.carrefour.es/hd_350x_/img_pim_food/610703_00_1.jpg,Disponible
08-04-2025,19:51:35,La Despensa,Pizza de jamón y queso con salsa mozzarella Pizza & Salsa Campofrío 360 g.,"3,05 €","8,47 €/kg",https://www.carrefour.es/supermercado/pizza-de-jamon-y-queso-con-salsa-mozzarella-pizza-salsa-campofrio-360-g/R-521033038/p,https://static.carrefour.es/hd_350x_/img_pim_food/610705_00_1.jpg,Disponible
